Historic Coal Production Data: 2006
Source: The U.S. Energy Information Administration (EIA) and the U.S. Mine Safety and Health Administration

Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Basin	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Production (short tons)	Average Employees	Labor Hours
2006	103285	Narley Mine	Alabama	Jefferson	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Best Coal Inc	"P.O. Box 1253, Cullman, AL 35058"		"216,498"	22	"56,815"
2006	103332	Powhatan Mine	Alabama	Jefferson	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Job Land & Mineral Inc	"378 Old Dora Road, Sumiton, AL 35148"		"19,000"	90	"1,080"
2006	103279	Burleson North Mine	Alabama	Marion	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"M.E. Group, Inc."	"119 Euclid Avenue, Birmingham, AL 35213"		"57,302"	15	"40,956"
2006	103293	Dulin Mine	Alabama	Marion	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Reed Mining, Inc."	"1892 Cordova-Gorgas Road, Cordova, AL 35550"		"120,313"	23	"58,362"
2006	102976	Piney Woods Prep Plant	Alabama	Shelby	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Tacoa Minerals, Llc"	"5308 Kenley Way, Birmingham, AL 35242"		0	2	"4,935"
2006	102976	Piney Woods Prep Plant	Alabama	Shelby	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Tacoa Minerals, Llc"	"5308 Kenley Way, Birmingham, AL 35242"		0	2	"4,935"
2006	103205	Alliance Mine No 1	Alabama	Shelby	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Hope Coal Company Inc	"3705 Cumberland Trace, Birmingham, AL 35242"		"53,973"	12	"20,217"
2006	103217	Coke Mine #1	Alabama	Shelby	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Mine only	"Shelby Mining Company, Llc"	"201 Tucker Rd, Ste 101, Helena, AL 35080"		"81,633"	42	"95,792"
2006	103334	Toby Mine	Alabama	Shelby	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Hope Coal Co Inc	"3705 Cumberland Trace, Birmingham, AL 35242"		"59,229"	13	"24,324"
2006	100563	Kellerman Preparation Plant	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Greenfuels Processing I, Llc"	"P.O. Box 621, Jasper, AL 35502"		0	30	"51,146"
2006	100759	North River # 1 Underground Mi	Alabama	Tuscaloosa	Appalachia Southern	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	The Pittsburg & Midway  Coal M	"12398 New Lexington Rd, Berry, AL 35546"	United Mine Workers of America	"2,764,277"	389	"894,791"
2006	101247	No 4 Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Jim Walter Resources Inc	"14730 Lock 17 Rd, Brookwood, AL 35444"	United Mine Workers of America	"2,186,705"	464	"1,042,100"
2006	101322	No 5 Mine	Alabama	Tuscaloosa	Appalachia Southern	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine and Preparation Plant	Jim Walter Resources Inc	"12972 Lock 17 Rd, Brookwood, AL 35444"	United Mine Workers of America	"805,659"	219	"552,026"
2006	101401	No 7 Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Jim Walter Resources Inc	"18069 Hannah Creek Rd, Brookwood, AL 35444"	United Mine Workers of America	"2,558,116"	568	"1,327,960"
2006	103172	Searles Mine No. 2	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Southland Resources, Inc."	"P.O. Box 285, Peterson, AL 35478"		"277,819"	52	"114,793"
2006	103179	Fleetwood Mine No 1	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals Inc	"P.O. Box 1190, Sumiton, AL 35148"		"85,429"	16	"45,907"
2006	103196	Carter Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Tuscaloosa Resources Inc	"3 Office Park Circle Suite 112, Birmingham, AL 35223"		"505,266"	72	"182,134"
2006	103260	Howton Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Tuscaloosa Resources, Inc."	"3 Office Park Circle, Ste 112, Birmingham, AL 35253"		"300,813"	37	"93,698"
2006	103303	Shannon	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	Rock Mountain Mining-Div/Twin	"16098 House Rd, Brookwood, AL 35444"		"391,808"	66	"149,074"
2006	103323	Deerlick Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Cahaba Resources Llc	"P.O. Box 122, Vance, AL 35490"		"31,593"	23	"18,815"
2006	100347	Choctaw Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Taft Coal Sales & Associates I	"P.O. Box 1608, Jasper, AL 35502"		"621,630"	95	"271,439"
2006	101362	Manchester Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals Inc	"P.O. Box 1190, Sumiton, AL 35148"		"185,256"	25	"72,001"
2006	102996	Jap Creek Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	New Acton Coal Mining Company	"3699 Industrial Pkwy/P.O. Box, Jasper, AL 35502"		"379,465"	43	"115,328"
2006	103002	Corinth Mine	Alabama	Walker	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Mine only	Warrior Investment Co Inc	"218 Hwy 195 N, Jasper, AL 35503"		"101,719"	25	"64,162"
2006	103004	Miner Hollow Mine	Alabama	Walker	Appalachia Southern	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	"Bailey Excavating Co., Inc."	"6250-B County Road 747, Cullman, AL 35055"		"50,742"	11	"7,637"
2006	103107	Fancy Lump Mine No 2	Alabama	Walker	Appalachia Southern	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Treadway Inc	"Post Office Box 932, Jasper, AL 35502"		"84,406"	27	"64,877"
2006	103116	L Massey Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Mann Steel Products Inc	"Post Office Box 531044, Birmingham, AL 35253"		"528,691"	46	"132,068"
2006	103128	Spring Branch Mine	Alabama	Walker	Appalachia Southern	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	"Haley Bros. Coal, Inc."	"P.O. Box 322, Haleyville, AL 35565"		"8,581"	15	"5,784"
2006	103129	Dilworth Mine	Alabama	Walker	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	M S & R Equipment Company Inc	"2361 Cumberland Lake Drive, Pinson, AL 35126"		"8,439"	3	"2,557"
2006	103155	Corinth Prep Plant	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Preparation Plant	Warrior Investment Company Inc	"218 Highway 195, Jasper, AL 35503"		0	6	"13,836"
2006	103155	Corinth Prep Plant	Alabama	Walker	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Preparation Plant	Warrior Investment Company Inc	"218 Highway 195, Jasper, AL 35503"		0	6	"13,836"
2006	103195	Mccollum Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Quality Coal, Inc."	"3801 N. Airport Road, Jasper, AL 35504"		"79,584"	14	"23,238"
2006	103292	Redstar	Alabama	Walker	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	Cherokee Mining Llc	"74 Industrial Parkway, Jasper, AL 35501"		"92,441"	28	"30,642"
2006	103299	Horse Creek	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Horse Creek Mining, Llc"	"120 N. Walston Bridge Road, Bl, Jasper, AL 35504"		"141,840"	37	"40,981"
2006	103304	Quinton	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Quinton Mining, Llc"	"120 N. Walston Bridge Road, Bl, Jasper, AL 35504"		"613,195"	93	"174,475"
2006	103305	Blue Creek Mine	Alabama	Walker	Appalachia Southern	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	"Quality Coal Co., Inc."	"3801 N. Airport Road, Jasper, AL 35504"		"37,226"	10	"10,056"
2006	103319	Nicholas Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Reed Mining, Inc."	"1892 Cordova-Gorgas Road, Cordova, AL 35550"		"207,409"	32	"82,242"
2006	103322	Pleasant Grove South	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Quality Coal, Inc."	"1306 1st Street Nw, Unit B, Jasper, AL 35503"		"30,766"	10	"11,697"
2006	103336	Sugar Town Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Haley Bros. Coal, Inc."	"P.O. Box 322, Haleyville, AL 35554"		"46,628"	14	"21,043"
2006	103337	Gooden Creek	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Birmingham Coal & Coke Co Inc	"2477 Valleydale Rd #b3, Birmingham, AL 35244"		"143,611"	15	"48,278"
2006	103341	Cordova	Alabama	Walker	Appalachia Southern	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	"Haley Bros. Coal, Inc."	"P.O. Box 322, Haleyvill, AL 35565"		"43,366"	15	"19,228"
2006	103342	Reese's Branch	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Cedar Lake Mining Inc	"2361 Cumberland Lake Drive, Pinson, AL 35126"		"78,255"	27	"17,629"
2006	102639	Hickory Grove	Alabama	Winston	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Mann Steel Products Inc	"P.O. Box 531044, Birmingham, AL 35253"		"3,462"	16	"2,805"
2006	103207	Crossroads	Alabama	Winston	Appalachia Southern	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Birmingham Coal & Coke Company	"2477 Valleydale Rd S #b3, Birmingham, AL 35244"		"37,135"	7	"8,005"
2006	103321	Poplar Springs	Alabama	Winston	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Mann Steel Products, Inc."	"P.O. Box 531044, Birmingham, AL 35253"		"318,594"	35	"103,954"
2006	5000030	Usibelli	Alaska	Yukon-Koyukuk	Western	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Usibelli Coal Mine Inc	"P.O. Box 1000, Healy, AK 99743"	Teamsters	"1,425,023"	96	"220,067"
2006	201047	Kayenta Preparation Plant	Arizona	Navajo	Western	Mine closed by MSHA	Surface	Operating Subsidiary	Preparation Plant	Black Mesa Pipeline Operations	"P.O. Box 130, Kayenta, AZ 86033"	United Mine Workers of America	0	7	"12,839"
2006	201195	Kayenta Mine	Arizona	Navajo	Western	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Peabody Western Coal Company	"P.O. Box 650, Kayenta, AZ 86033"	United Mine Workers of America	"8,216,255"	411	"1,055,381"
2006	301569	Penny #1	Arkansas	Sebastian	Interior	Active	Surface	Indepedent Producer Operator	Mine only	Comer Mining Company	"P.O. Box 986, Greenwood, AR 72936"		"5,187"	2	"2,093"
2006	301736	Sebastian County Coal Mine	Arkansas	Sebastian	Interior	Active	Underground	Indepedent Producer Operator	Mine only	"Heidtman Mining, Llc"	"P.O. Box 312, Hartford, AR 72938"		"17,565"	41	"93,599"
2006	503818	Terror Creek Loadout	Colorado	Delta	Uinta Region	Active	Underground	Operating Subsidiary	Preparation Plant	Terror Creek Company	"43440 Bowie Rd, Paonia, CO 81428"		0	6	"8,730"
2006	504591	Bowie No 2 Mine	Colorado	Delta	Uinta Region	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Bowie Resources Llc	"P.O. Box 1488, Paonia, CO 81428"		"4,420,073"	263	"486,892"
2006	503013	Mc Clane Canyon Mine	Colorado	Garfield	Uinta Region	Active	Underground	Indepedent Producer Operator	Mine only	Cam Mining Llc	"P.O. Box 98, Loma, CO 81524"		"262,634"	25	"52,282"
2006	503672	West Elk Mine	Colorado	Gunnison	Uinta Region	Active	Underground	Operating Subsidiary	Mine only	"Mountain Coal Company, L.L.C."	"P.O. Box 591, Somerset, CO 81434"		"6,011,620"	395	"851,406"
2006	504674	Elk Creek Mine	Colorado	Gunnison	Uinta Region	Active	Underground	Operating Subsidiary	Mine only	"Oxbow Mining, Llc"	"P.O. Box 535, Somerset, CO 81434"		"5,128,389"	304	"570,999"
2006	500266	King Coal Mine	Colorado	La Plata	Western	Active	Underground	Indepedent Producer Operator	Mine only	"National King Coal, Llc"	"4424 County Road 120, Hesperus, CO 81326"		"488,327"	55	"121,055"
2006	502838	Trapper Mine	Colorado	Moffat	Uinta Region	Active	Surface	Indepedent Producer Operator	Mine only	Trapper Mining Inc	"P.O. Box 187, Craig, CO 81626"	International Union of Operation Engineers	"2,080,372"	157	"336,658"
2006	502962	Colowyo Mine	Colorado	Moffat	Uinta Region	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Colowyo Coal Company L P	"5731 State Highway 13, Meeker, CO 81641"		"6,222,002"	301	"624,176"
2006	504775	Colowyo Mine Hwm	Colorado	Moffat	Uinta Region	Active	Surface	Indepedent Producer Operator	Mine only	Icg Addcar Systems Llc	"1414 Addington Circle, Ashland, KY 41102"		"897,481"	20	"42,229"
2006	500299	New Horizon Mine	Colorado	Montrose	Western	Active	Surface	Operating Subsidiary	Mine only	"Western Fuels-Colorado, Llc"	"P.O. Box 628, Nucla, CO 81424"	United Mine Workers of America	"405,640"	28	"60,265"
2006	503505	Deserado Mine	Colorado	Rio Blanco	Uinta Region	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Blue Mountain Energy Inc	"3607 County Road #65, Rangely, CO 81648"	United Mine Workers of America	"1,712,553"	143	"278,557"
2006	500304	Seneca	Colorado	Routt	Uinta Region	"Active, men working, not producing"	Surface	Operating Subsidiary	Mine only	Seneca Coal Company	"P.O. Box 670, Hayden, CO 81639"	United Mine Workers of America	"57,131"	41	"78,773"
2006	503836	Foidel Creek Mine	Colorado	Routt	Uinta Region	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Twentymile Coal Company	"29515 Routt County Rd#27, Oak Creek, CO 80467"		"8,635,561"	491	"1,083,813"
2006	1103017	Wildcat Hills Mine	Illinois	Gallatin	Illinois Basin	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Black Beauty Coal Company	"7100 Eagle Crest Blvd., Suite, Evansville, IN 47715"		"2,045,743"	194	"486,127"
2006	1103020	Creek Paum Mine	Illinois	Jackson	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Knight Hawk Coal Llc	"500 Cuttler-Trico Road, Percy, IL 62272"		"1,407,621"	74	"180,163"
2006	1103121	S. Coal Company Elkville No.1	Illinois	Jackson	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine only	S Coal Company	"770 Coal Rd, Elkville, IL 62932"		"403,593"	39	"91,326"
2006	1103140	Cora Terminal	Illinois	Jackson	Illinois Basin	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Kinder Morgan Operating Ltd. """	"262 Cora Road, Rockwood, IL 62280"	International Union of Operation Engineers	0	23	"52,564"
2006	1103140	Cora Terminal	Illinois	Jackson	Illinois Basin	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Kinder Morgan Operating Ltd. """	"262 Cora Road, Rockwood, IL 62280"	International Union of Operation Engineers	0	22	"52,564"
2006	1100601	Rend Lake	Illinois	Jefferson	Illinois Basin	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Preparation Plant	Consolidation Coal Company	"P.O. Box 566, Sesser, IL 62884"		0	17	"26,199"
2006	1100726	No 1 Mine	Illinois	Macoupin	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Monterey Coal Company	"14300 Brushy Mound Rd, Carlinville, IL 62626"	United Mine Workers of America	"2,766,831"	351	"719,482"
2006	1102236	Crown Ii Mine	Illinois	Macoupin	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Freeman United Coal Mining Co.	"4440 Ash Grove, Suite A, Springfield, IL 62711"	United Mine Workers of America	"1,325,500"	201	"455,952"
2006	1102632	Crown Iii Mine	Illinois	Macoupin	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Freeman United Coal Mining Com	"4440 Ash Grove, Suite A, Springfield, IL 62711"	United Mine Workers of America	"1,589,922"	239	"539,745"
2006	1103045	Red Hawk	Illinois	Perry	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		"708,669"	28	"67,867"
2006	1103119	A M No 3	Illinois	Perry	Illinois Basin	Active	Surface	Contractor	Mine only	Auger Mining Inc	"P.O. Box 195, Freeburg, IL 62243"		"27,629"	2	"2,432"
2006	1103143	Prairie Eagle	Illinois	Perry	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		"675,916"	39	"93,907"
2006	1103147	Prairie Eagle - Underground	Illinois	Perry	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine only	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Rd, Percy, IL 62272"		"64,542"	10	"12,401"
2006	1102408	Gateway Mine	Illinois	Randolph	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine only	Black Beauty Coal Company	"P.O. Box 397, Coulterville, IL 62237"		"2,439,317"	173	"388,613"
2006	1102546	Preparation Plant	Illinois	Randolph	Illinois Basin	Active	Underground	Indepedent Producer Operator	Preparation Plant	Black Beauty Coal Company	"P.O. Box 397, Coulterville, IL 62237"		0	24	"53,167"
2006	1101999	Randolph Prep Plant	Illinois	St Clair	Illinois Basin	Temporarily closed	Surface	Indepedent Producer Operator	Preparation Plant	Peabody Coal Company	"P.O. Box 148, Graham, KY 42344"		0	3	"6,075"
2006	1101999	Randolph Prep Plant	Illinois	St Clair	Illinois Basin	Temporarily closed	Underground	Indepedent Producer Operator	Preparation Plant	Peabody Coal Company	"P.O. Box 148, Graham, KY 42344"		0	3	"6,074"
2006	1102636	Liberty Mine	Illinois	Saline	Illinois Basin	"Active, men working, not producing"	Surface	Contractor	Mine and Preparation Plant	P&k Business Corp Dba Workforc	"4270 North America Road, Galatia, IL 62935"	United Mine Workers of America	0	7	"12,563"
2006	1102636	Liberty Mine	Illinois	Saline	Illinois Basin	"Active, men working, not producing"	Underground	Contractor	Mine and Preparation Plant	P&k Business Corp Dba Workforc	"4270 North America Road, Galatia, IL 62935"	United Mine Workers of America	"298,300"	113	"287,146"
2006	1102752	Galatia Mine	Illinois	Saline	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	The American Coal Company	"P.O. Box 727, Harrisburg, IL 62946"		"7,214,080"	788	"1,721,136"
2006	1103054	Willow Lake Portal	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Mine only	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"	AFCI	"3,638,950"	383	"794,802"
2006	1103098	Lakeside Synfuel Plant	Illinois	Saline	Illinois Basin	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Lakeside Synfuel, Llc"	"422 Long Lane Road, Equality, IL 62934"		0	2	"4,521"
2006	1103098	Lakeside Synfuel Plant	Illinois	Saline	Illinois Basin	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Lakeside Synfuel, Llc"	"422 Long Lane Road, Equality, IL 62934"		0	20	"40,686"
2006	1103099	Willow Lake Central Preparatio	Illinois	Saline	Illinois Basin	Active	Surface	Operating Subsidiary	Preparation Plant	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"	AFCI	0	20	"43,074"
2006	1103099	Willow Lake Central Preparatio	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Preparation Plant	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"	AFCI	0	29	"64,611"
2006	1103156	Wildcat Hills Mine - Undergrou	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Mine only	Black Beauty Coal Company	"7100 Eagle Crst Blvd #200, Evansville, IN 47715"		"494,367"	55	"134,072"
2006	1102664	Viper Mine	Illinois	Sangamon	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	"Icg Illinois, Llc"	"8100 East Main, Williamsville, IL 62693"		"2,085,401"	257	"510,933"
2006	1102971	Riola Mine Complex - Riola Por	Illinois	Vermilion	Illinois Basin	Mine closed by MSHA	Underground	Operating Subsidiary	Mine and Preparation Plant	Black Beauty Coal Company	"8282 Catlin Indianola Road, Catlin, IL 61817"		"204,193"	59	"102,421"
2006	1103060	Riola Mine Complex-Vermilion G	Illinois	Vermilion	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Black Beauty Coal Company	"4500 N. 1500 E. Rd., Ridge Farm, IL 61870"		"1,223,993"	153	"379,430"
2006	1100877	Wabash Mine	Illinois	Wabash	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Wabash Mine Holding Company	"P.O. Box 144, Keensburg, IL 62852"	United Mine Workers of America	"1,175,444"	272	"599,452"
2006	1103064	Friendsville Mine	Illinois	Wabash	Illinois Basin	Active	Surface	Operating Subsidiary	Mine only	Friendsville Mine Llc	"528 Main St, Ste 202, Evansville, IN 47708"		"339,349"	39	"107,226"
2006	1103058	Pattiki	Illinois	White	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	"White County Coal, Llc"	"P.O. Box 457, Carmi, IL 62821"		"2,505,269"	293	"714,096"
