Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Coal Supply Region	Production (short tons)	Average Employees	Labor Hours
2013	103437	Black Warrior Mine No 1	Alabama	Jefferson	Active	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals, Inc.	P.O. Box 1190, Sumiton, AL 35148	 	Appalachia Southern	145,924	27	70,926
2013	102976	Piney Woods Preparation Plant	Alabama	Shelby	Active	Surface	Indepedent Producer Operator	Preparation Plant	Jesse Creek Mining, Llc	1615 Kent Dairy Rd, Alabaster, AL 35007	 	Appalachia Southern	0	5	14,828
2013	102976	Piney Woods Preparation Plant	Alabama	Shelby	Active	Underground	Indepedent Producer Operator	Preparation Plant	Jesse Creek Mining, Llc	1615 Kent Dairy Rd, Alabaster, AL 35007	 	Appalachia Southern	0	9	23,193
2013	103380	Calera	Alabama	Shelby	Active	Surface	Indepedent Producer Operator	Preparation Plant	Conrad Yelvington Distributors	13101 Telecom Dr #101, Tampa, FL 33637	 	Appalachia Southern	0	6	12,621
2013	103380	Calera	Alabama	Shelby	Active	Underground	Indepedent Producer Operator	Preparation Plant	Conrad Yelvington Distributors	13101 Telecom Dr #101, Tampa, FL 33637	 	Appalachia Southern	0	1	1,402
2013	103422	Clark No 1 Mine	Alabama	Shelby	Active	Underground	Indepedent Producer Operator	Mine only	Jesse Creek Mining Llc	1615 Kent Dairy Road, Alabaster, AL 35117	 	Appalachia Southern	122,727	61	140,250
2013	103467	Helena Surface Mine	Alabama	Shelby	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Jesse Creek Mining,	1615 Kent Diary Rd, Alabaster, AL 35007	 	Appalachia Southern	59,664	16	30,539
2013	101247	No 4 Mine	Alabama	Tuscaloosa	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Jim Walter Resources Inc	P.O. Box 133, Brookwood, AL 35444	UNIT	Appalachia Southern	2,622,528	643	1,551,141
2013	101401	No 7 Mine	Alabama	Tuscaloosa	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Jim Walter Resources Inc	P.O. Box 133, Brookwood, AL 35444	UNIT	Appalachia Southern	5,405,412	989	2,464,719
2013	103172	Searles Mine No. 2, 3, 4, 5, 6	Alabama	Tuscaloosa	Active	Surface	Indepedent Producer Operator	Mine only	Southland Resources, Inc.	P.O. Box 770, Cottondale, AL 35453	 	Appalachia Southern	258,078	54	119,542
2013	103179	Fleetwood Mine No 1	Alabama	Tuscaloosa	Active	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals Inc	P.O. Box 1190, Sumiton, AL 35148	 	Appalachia Southern	75,937	22	63,745
2013	103303	Shannon Mine	Alabama	Tuscaloosa	Active, men working, not producing	Surface	Operating Subsidiary	Mine only	Shannon, Llc	120 N Walston Bridge Rd Bldg 2, Jasper, AL 35504	 	Appalachia Southern	317,491	155	164,388
2013	103323	Deerlick Mine	Alabama	Tuscaloosa	Active	Surface	Indepedent Producer Operator	Mine only	Cahaba Resources, Llc	P.O. Box 122, Vance, AL 35490	 	Appalachia Southern	133,452	24	46,381
2013	103364	Brc Alabama No. 7 Llc	Alabama	Tuscaloosa	Active	Underground	Indepedent Producer Operator	Preparation Plant	Brc Alabama No. 7 Llc	P.O. Box 157, Brookwood, AL 35444	 	Appalachia Southern	0	12	14,324
2013	103436	Swann's Crossing	Alabama	Tuscaloosa	Temporarily closed	Surface	Operating Subsidiary	Mine only	Tuscaloosa Resources, Inc.	3000 Riverchase Galleria, Suit, Birmingham, AL 35244	UNIT	Appalachia Southern	137,511	38	77,190
2013	100347	Choctaw Mine	Alabama	Walker	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Taft Coal Sales & Associates I	3000 Riverchase Galleria Ste 1, Birmingham, AL 35244	UNIT	Appalachia Southern	537,429	82	215,295
2013	101362	Manchester Mine	Alabama	Walker	Active	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals Inc	P.O. Box 1190, Sumiton, AL 35148	 	Appalachia Southern	219,457	41	116,914
2013	102996	Jap Creek Mine	Alabama	Walker	Active	Surface	Operating Subsidiary	Mine only	Reed Minerals Inc	3699 Industrial Pkwy, Jasper, AL 35501	 	Appalachia Southern	375,715	61	164,093
2013	103155	Corinth Prep Plant	Alabama	Walker	Active	Surface	Indepedent Producer Operator	Preparation Plant	Warrior Investment Company Inc	218 Highway 195, Jasper, AL 35503	 	Appalachia Southern	0	12	27,996
2013	103155	Corinth Prep Plant	Alabama	Walker	Active	Underground	Indepedent Producer Operator	Preparation Plant	Warrior Investment Company Inc	218 Highway 195, Jasper, AL 35503	 	Appalachia Southern	0	22	51,994
2013	103195	Mccollum/Sparks Branch Mine	Alabama	Walker	Active	Surface	Indepedent Producer Operator	Mine only	Quality Coal, Inc.	17405 Hwy 69 S, Jasper, AL 35501	 	Appalachia Southern	71,910	10	17,411
2013	103342	Reese's Branch Mine	Alabama	Walker	Active	Surface	Contractor	Mine only	Cedar Lake Mining, Inc	2600 Warrior Jasper Road, Warrior, AL 35180	 	Appalachia Southern	263,888	56	115,123
2013	103370	Cresent Valley Mine	Alabama	Walker	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Reed Minerals, Inc	P.O. Box 2420, Jasper, AL 35502	 	Appalachia Southern	2,860	1	621
2013	103372	Cane Creek Mine	Alabama	Walker	Active	Surface	Indepedent Producer Operator	Mine only	Cane Creek Llc	P.O. Box 1253, Cullman, AL 35056	 	Appalachia Southern	66,258	13	32,401
2013	103376	Town Creek	Alabama	Walker	Active	Surface	Operating Subsidiary	Mine only	Reed Minerals Inc	3699 Industrial Parkway, Jasper, AL 35501	 	Appalachia Southern	299,167	60	176,499
2013	103389	Carbon Hill Mine	Alabama	Walker	Active	Underground	Indepedent Producer Operator	Mine only	Prospect Mining And Developmen	218 Hwy 195, Jasper, AL 35503	 	Appalachia Southern	76,241	37	84,966
2013	103410	Coal Valley Mine	Alabama	Walker	Active	Surface	Operating Subsidiary	Mine only	Xinergy Of Alabama, Inc.	2600 Warrior Jasper Rd, Warrior, AL 35180	 	Appalachia Southern	407,841	59	158,591
2013	103423	Dutton Hill Mine	Alabama	Walker	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Quality Coal Company, Inc.	17405 Hwy 69 S, Jasper, AL 35501	 	Appalachia Southern	37,275	5	9,162
2013	1519322	Ghm #25	Alabama	Walker	Active	Surface	Indepedent Producer Operator	Mine only	Green Hill Mining Inc	3699 Industrial Parkway, Jasper, AL 35501	 	Appalachia Southern	25,054	2	3,108
2013	103321	Poplar Springs	Alabama	Winston	Active	Surface	Indepedent Producer Operator	Mine only	Reed Minerals, Inc.	P.O. Box 2420, Jasper, AL 35502	 	Appalachia Southern	189,370	41	76,366
2013	103358	Old Union	Alabama	Winston	Active	Surface	Indepedent Producer Operator	Mine only	Birmingham Coal & Coke Co Inc	912 Edenton St, Birmingham, AL 35242	 	Appalachia Southern	284,563	60	161,805
2013	5000030	Usibelli	Alaska	Fairbanks North Star	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Usibelli Coal Mine I	P.O. Box 1000, Healy, AK 99743	INTE	Western	1,631,584	125	286,079
2013	201195	Kayenta Mine	Arizona	Navajo	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Peabody Western Coal Company	P.O. Box 650, Kayenta, AZ 86033	United Mine Workers of America	Western	7,602,722	405	1,015,333
2013	301569	Penny #1	Arkansas	Sebastian	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Comer Mining Company	P.O. Box 986, Greenwood, AR 72936	 	Interior	3,973	2	2,790
2013	301736	Sebastian Mine	Arkansas	Sebastian	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Sebastian Management Llc	P.O. Box 339, Hartford, AR 72938	 	Interior	54,605	52	116,473
2013	504591	Bowie No 2 Mine	Colorado	Delta	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Bowie Resources Llc	P.O. Box 1488, Paonia, CO 81428	 	Uinta Region	3,320,696	365	760,650
2013	503672	West Elk Mine	Colorado	Gunnison	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Mountain Coal Company, L.L.C.	P.O. Box 591, Somerset, CO 81434	 	Uinta Region	5,826,798	357	747,608
2013	504674	Elk Creek Mine	Colorado	Gunnison	Active, men working, not producing	Underground	Operating Subsidiary	Mine only	Oxbow Mining, Llc	P.O. Box 535, Somerset, CO 81434	 	Uinta Region	436,381	262	411,836
2013	504864	King Ii	Colorado	La Plata	Active	Underground	Operating Subsidiary	Mine only	Gcc Energy Llc	6473 County Road 120, Hesperus, CO 81326	 	Western	734,993	104	240,773
2013	504461	New Elk Prep Plant	Colorado	Las Animas	Active, men working, not producing	Underground	Indepedent Producer Operator	Preparation Plant	New Elk Coal Company Llc	12250 Hwy 12, Weston, CO 81091	 	Western	0	18	33,939
2013	502838	Trapper Mine	Colorado	Moffat	Active	Surface	Indepedent Producer Operator	Mine only	Trapper Mining Inc	P.O. Box 187, Craig, CO 81626	International Union of Operation Engineers	Uinta Region	1,944,633	183	349,809
2013	502962	Colowyo Mine	Colorado	Moffat	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Colowyo Coal Company L P	5731 State Highway 13, Meeker, CO 81641	 	Uinta Region	2,309,118	243	485,411
2013	500299	New Horizon Mine	Colorado	Montrose	Active	Surface	Operating Subsidiary	Mine only	Western Fuels-Colorado, Llc	P.O. Box 628, Nucla, CO 81424	UNIT	Western	216,486	27	51,133
2013	503505	Deserado Mine	Colorado	Rio Blanco	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Blue Mountain Energy Inc	3607 County Road #65, Rangely, CO 81648	UNIT	Uinta Region	1,861,494	164	324,818
2013	4801645	Addcar System 18 Hwm Serial No	Colorado	Rio Blanco	Active	Surface	Indepedent Producer Operator	Mine only	Ugm Addcar Systems Llc	No. 1 Hwm Drive, Ashland, KY 41102	 	Uinta Region	350,060	17	35,687
2013	503836	Foidel Creek Mine	Colorado	Routt	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Peabody Twentymile Mining Llc	29515 Routt Cnty Rd#27, Oak Creek, CO 80467	 	Uinta Region	7,235,627	435	970,682
2013	1103189	Mc#1 Mine	Illinois	Franklin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	M-Class Mining Llc	11351 N. Thompsonville Rd., Macedonia, IL 62860	 	Illinois Basin	6,493,536	244	586,485
2013	1103017	Wildcat Hills Mine - Cottage G	Illinois	Gallatin	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Peabody Midwest Mining, Llc	7100 Eagle Crest Blvd., Suite, Evansville, IN 47715	 	Illinois Basin	2,016,232	190	454,881
2013	1103203	White Oak Mine No. 1	Illinois	Hamilton	Active	Underground	Indepedent Producer Operator	Mine only	White Oak Resources Llc	P.O. Box 339, Mcleansboro, IL 62859	 	Illinois Basin	185,566	104	218,915
2013	1103242	Alliance Wor Processing	Illinois	Hamilton	Active	Underground	Indepedent Producer Operator	Preparation Plant	Alliance Wor Processing	Rt. 1,  Bocx 184-B, Dahlgren, IL 62828	 	Illinois Basin	0	11	17,414
2013	1103020	Creek Paum Mine	Illinois	Jackson	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Knight Hawk Coal Llc	500 Cuttler-Trico Road, Percy, IL 62272	 	Illinois Basin	35,522	8	16,327
2013	1103140	Cora Terminal	Illinois	Jackson	Temporarily closed	Surface	Indepedent Producer Operator	Preparation Plant	Kinder Morgan Operating Lp B	262 Cora Road, Rockwood, IL 62280	International Union of Operation Engineers	Illinois Basin	0	34	49,443
2013	1100726	Shay #1 Mine	Illinois	Macoupin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Maryan Mining Llc	14300 Brushy Mound Rd, Carlinville, IL 62626	 	Illinois Basin	739,514	59	128,506
2013	1102632	Crown Iii Mine	Illinois	Macoupin	Active, men working, not producing	Underground	Contractor	Mine and Preparation Plant	Springfield Coal Company Llc	3008 Happy Landing Drive, Springfield, IL 62711	United Mine Workers of America	Illinois Basin	930,272	192	417,291
2013	1103182	Deer Run Mine	Illinois	Montgomery	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Patton Mining Llc	211 N Broadway,ste 2600, St. Louis, MO 63102	 	Illinois Basin	4,845,308	162	368,011
2013	1103045	Red Hawk	Illinois	Perry	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Knight Hawk Coal, Llc	500 Cutler-Trico Road, Percy, IL 62272	 	Illinois Basin	539,118	38	86,679
2013	1103143	Prairie Eagle	Illinois	Perry	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Knight Hawk Coal, Llc	500 Cutler-Trico Road, Percy, IL 62272	 	Illinois Basin	158,575	20	52,614
2013	1103143	Prairie Eagle	Illinois	Perry	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Knight Hawk Coal, Llc	500 Cutler-Trico Road, Percy, IL 62272	 	Illinois Basin	0	18	38,430
2013	1103147	Prairie Eagle-Underground	Illinois	Perry	Active	Underground	Indepedent Producer Operator	Mine only	Knight Hawk Coal, Llc	500 Cutler-Trico Rd, Percy, IL 62272	 	Illinois Basin	2,274,984	169	376,225
2013	1103205	Prairie Eagle South Undergroun	Illinois	Perry	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Knight Hawk Coal Llc	500 Cutler-Trico Road, Percy, IL 62272	 	Illinois Basin	491,476	45	65,811
2013	1103241	Jordan	Illinois	Perry	Active	Surface	Indepedent Producer Operator	Mine only	Elk Land Holdings, Llc	2206 Samuel Stuart Ct., Chesterfield, MO 63005	 	Illinois Basin	23,557	4	7,372
2013	1103254	Fidelity Mine	Illinois	Perry	Active, men working, not producing	Surface	Operating Subsidiary	Mine and Preparation Plant	Energy Recovery, Llc	P.O. Box 483, Benton, IL 62812	 	Illinois Basin	0	1	300
2013	1102408	Gateway Mine	Illinois	Randolph	Active	Underground	Operating Subsidiary	Mine only	Peabody Midwest Mining, Llc	7100 Eagle Crest Blvd., Suite, Evansville, IN 47715	 	Illinois Basin	2,834,382	214	436,005
2013	1102546	Preparation Plant	Illinois	Randolph	Active	Underground	Indepedent Producer Operator	Preparation Plant	Peabody Midwest Mining, Llc	P.O. Box 397, Coulterville, IL 62237	 	Illinois Basin	0	29	67,372
2013	1103226	Hawkeye Mine	Illinois	Randolph	Active	Surface	Indepedent Producer Operator	Mine only	Knight Hawk Coal, Llc	500 Cutler-Trico Road, Percy, IL 62272	 	Illinois Basin	340,077	21	48,306
2013	1103248	Black Hawk	Illinois	Randolph	Active	Surface	Indepedent Producer Operator	Mine only	Knight Hawk Coal Llc	500 Cutler/Trico Road, Percy, IL 62272	 	Illinois Basin	640,865	27	56,975
2013	1103225	Kinder Morgan Cahokia Terminal	Illinois	St Clair	Active	Surface	Indepedent Producer Operator	Preparation Plant	Kinder Morgan Operating Lp, C	#2 Monsanto Avenute, Sauget, IL 62201	 	Illinois Basin	0	22	46,842
2013	1103225	Kinder Morgan Cahokia Terminal	Illinois	St Clair	Active	Underground	Indepedent Producer Operator	Preparation Plant	Kinder Morgan Operating Lp, C	#2 Monsanto Avenute, Sauget, IL 62201	 	Illinois Basin	0	21	46,841
2013	1102752	The American Coal Company New	Illinois	Saline	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	The American Coal Company	P.O. Box 727, Harrisburg, IL 62946	 	Illinois Basin	4,419,659	606	1,442,872
2013	1103099	Willow Lake Central Preparatio	Illinois	Saline	Active	Surface	Operating Subsidiary	Preparation Plant	Big Ridge Inc	420 Long Lane Road, Equality, IL 62934	UNIT	Illinois Basin	0	9	19,621
2013	1103099	Willow Lake Central Preparatio	Illinois	Saline	Active	Underground	Operating Subsidiary	Preparation Plant	Big Ridge Inc	420 Long Lane Road, Equality, IL 62934	UNIT	Illinois Basin	0	15	34,881
2013	1103156	Wildcat Hills Mine-Underground	Illinois	Saline	Active	Underground	Operating Subsidiary	Mine only	Peabody Midwest Mining, Llc	7100 Eagle Crst Blvd, #100, Evansville, IN 47715	 	Illinois Basin	1,579,031	233	551,324
2013	1103212	Eagle River Coal Llc Mine No 1	Illinois	Saline	Active	Surface	Indepedent Producer Operator	Mine only	Eagle River Coal Llc	29 W. Raymond St, Harrisburg, IL 62946	 	Illinois Basin	694,608	50	121,765
2013	1103232	New Future Mine	Illinois	Saline	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	The American Coal Company	P.O. Box 727, Harrisburg, IL 62946	 	Illinois Basin	5,450,222	354	839,778
2013	1102664	Viper Mine	Illinois	Sangamon	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Icg Illinois, Llc	5945 Lester Road, Williamsville, IL 62693	 	Illinois Basin	2,281,446	311	617,035
2013	1103064	Friendsville Mine	Illinois	Wabash	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Friendsville Mine Llc	528 Main St. Ste 202, Evansville, IN 47708	 	Illinois Basin	1,252,092	80	194,217
2013	1103193	Lively Grove Mine	Illinois	Washington	Active	Underground	Indepedent Producer Operator	Mine only	Prairie State Generating Compa	4274 County Hwy 12, Marissa, IL 62257	 	Illinois Basin	4,629,720	374	808,421
2013	1103058	Pattiki	Illinois	White	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	White County Coal, Llc	P.O. Box 457, Carmi, IL 62821	 	Illinois Basin	2,596,801	322	805,720
2013	1103141	Mach #1 Mine	Illinois	Williamson	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Mach Mining Llc	P.O. Box 300, Johnston City, IL 62951	 	Illinois Basin	6,694,630	177	448,008
2013	1202397	Brc Chinook Llc	Indiana	Clay	Active, men working, not producing	Surface	Indepedent Producer Operator	Preparation Plant	Brc Chinook Llc	3589 N County Rd 500 W, Brazil, IN 47834	 	Illinois Basin	0	8	18,515
2013	1202460	Ace In The Hole	Indiana	Clay	Active	Surface	Indepedent Producer Operator	Mine only	Sunrise Coal, Llc	1183 E Canvasback Dr, Terre Haute, IN 47802	 	Illinois Basin	119,886	9	23,331
2013	1201732	Craney Mine	Indiana	Daviess	Temporarily closed	Surface	Indepedent Producer Operator	Preparation Plant	Solar Sources Inc	Post Office Box 7, Petersburg, IN 47567	 	Illinois Basin	0	10	22,676
2013	1201946	Viking Mine - Corning Pit	Indiana	Daviess	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Peabody Midwest Mining, Llc	P.O. Box 28, Montgomery, IN 47558	 	Illinois Basin	1,114,914	109	253,534
2013	1202372	Antioch Mine	Indiana	Daviess	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Solar Sources, Inc.	P.O. Box 7, Petersburg, IN 47567	 	Illinois Basin	991,309	83	205,212
2013	1202374	Shamrock Mine	Indiana	Dubois	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Solar Sources, Inc.	625 N. Ninth St., Petersburg, IN 47567	 	Illinois Basin	1,159,798	105	258,962
2013	1202147	Francisco Mine	Indiana	Gibson	Active, men working, not producing	Underground	Operating Subsidiary	Preparation Plant	Peabody Midwest Mining, Llc	7100 Eagle Crest Blvd. Ste 100, Evansville, IN 47715	 	Illinois Basin	0	40	85,658
2013	1202207	Somerville	Indiana	Gibson	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	United Minerals Co Llc	P.O. Box 400, Huntingburg, IN 47542	 	Illinois Basin	587,931	34	102,642
2013	1202215	Gibson Mine	Indiana	Gibson	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Gibson County Coal Llc	P.O. Box 1269, Princeton, IN 47670	 	Illinois Basin	3,938,521	357	928,889
2013	1202258	Somerville Central Mine	Indiana	Gibson	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Peabody Midwest Mining, Llc	7100 Eagle Crest Blvd  Ste 100, Evansville, IN 47715	 	Illinois Basin	2,607,983	175	425,477
2013	1202295	Francisco Underground Pit	Indiana	Gibson	Active	Underground	Operating Subsidiary	Mine only	Peabody Midwest Mining, Llc	P.O. Box 347, Francisco, IN 47649	 	Illinois Basin	2,914,792	287	646,505
2013	1202325	Hurricane Creek	Indiana	Gibson	Active	Surface	Operating Subsidiary	Mine only	Triad Mining Inc	14521 E St Rd 58, Edwardsport, IN 47528	 	Illinois Basin	234,638	18	45,764
2013	1202097	Switz City	Indiana	Greene	Active	Surface	Operating Subsidiary	Preparation Plant	Triad Mining Inc	14521 W State Road 58, Edwardsport, IN 47528	 	Illinois Basin	0	2	5,102
2013	1202167	Freelandville Mine	Indiana	Knox	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Triad Mining Inc	14521 E State Road 58, Edwardsport, IN 47528	 	Illinois Basin	130,715	23	54,455
2013	1202167	Freelandville Mine	Indiana	Knox	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Triad Mining Inc	14521 E State Road 58, Edwardsport, IN 47528	 	Illinois Basin	0	12	26,805
2013	1202316	Freelandville Underground	Indiana	Knox	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Triad Underground Mining, L.L.	14972 East S.R. 58, Edwardsport, IN 47528	 	Illinois Basin	16,273	15	7,359
2013	1202339	Freelandville East	Indiana	Knox	Active	Surface	Operating Subsidiary	Mine only	Triad Mining Inc	14521 E State Road 58, Edwardsport, IN 47528	 	Illinois Basin	414,810	25	53,907
2013	1202394	Oaktown Fuels Mine No 1	Indiana	Knox	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Black Panther Mining Llc	12661 N. Agricare Road, Oaktown, IN 47561	 	Illinois Basin	3,376,144	290	741,289
2013	1202418	Oaktown Fuels Mine No 2	Indiana	Knox	Active	Underground	Indepedent Producer Operator	Mine only	Black Panther Mining Llc	12661 N. Agricare Road, Oaktown, IN 47561	 	Illinois Basin	1,038,597	71	175,722
2013	1202423	Freelandville West Underground	Indiana	Knox	Active	Underground	Indepedent Producer Operator	Mine only	Triad Underground Mining L.L.C	13333 E Hartsburg Rd, Edwardsport, IN 47528	 	Illinois Basin	598,937	107	239,158
2013	1202462	Oaktown Fuels Preparation Plan	Indiana	Knox	Active	Underground	Indepedent Producer Operator	Preparation Plant	Black Panther Mining Llc	12661 Agricare Rd, Oaktown, IN 47561	 	Illinois Basin	0	59	118,601
2013	1200330	Log Creek Loadout Facility	Indiana	Pike	Active	Surface	Operating Subsidiary	Preparation Plant	Triad Mining Inc.	14521 E State Rd 58, Edwardsport, IN 47528	 	Illinois Basin	0	13	34,097
2013	1201978	Solar Sources Preparation Plan	Indiana	Pike	Active, men working, not producing	Surface	Indepedent Producer Operator	Preparation Plant	Solar Sources Inc	Post Office Box 7, Petersburg, IN 47567	 	Illinois Basin	0	9	23,326
2013	1202249	Prosperity Mine	Indiana	Pike	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Five Star Mining Inc	6594 W State Rd 56, Petersburg, IN 47567	 	Illinois Basin	1,795,632	375	1,006,312
2013	1202368	Charter #1	Indiana	Pike	Active	Surface	Indepedent Producer Operator	Preparation Plant	T & T Washing Co. Inc.	P.O. Box 183, Madisonville, KY 42431	 	Illinois Basin	0	7	11,773
2013	1202410	Log Creek Surface	Indiana	Pike	Active	Surface	Operating Subsidiary	Mine only	Triad Mining Inc.	14521 E. State Road 58, Edwardsport, IN 47528	 	Illinois Basin	940,789	65	179,183
2013	1202433	Hilsmeyer #2	Indiana	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Loudermilk Contracting Inc.	101 W. Main St., Jasonville, IN 47438	 	Illinois Basin	139,790	17	29,414
2013	1202446	Cardinal Mine	Indiana	Pike	Active	Surface	Indepedent Producer Operator	Mine only	United Minerals Co, Llc	P.O. Box 400, Huntingburg, IN 47542	 	Illinois Basin	888,785	30	87,319
