Historic Coal Production Data: 2011															
Source: The U.S. Energy Information Administration (EIA) and the U.S. Mine Safety and Health Administration															
															
Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Basin	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Production (short tons)	Average Employees	Labor Hours
2011	102976	Piney Woods Preparation Plant	Alabama	Shelby	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Tacoa Minerals, Llc"	"1669 Mission Hills Road, Alabaster, AL 35007"		0	9	"27,766"
2011	102976	Piney Woods Preparation Plant	Alabama	Shelby	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Tacoa Minerals, Llc"	"1669 Mission Hills Road, Alabaster, AL 35007"		0	4	"10,798"
2011	103380	Calera	Alabama	Shelby	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Preparation Plant	Conrad Yelvington Distributors	"P.O. Box 11637, Daytona Beach, FL 32120"		0	9	"14,337"
2011	103417	Yeshic Mine	Alabama	Shelby	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	"Yeshic, Llc"	"74 Industrial Parkway, Jasper, AL 35501"		"256,824"	40	"103,522"
2011	103422	Clark No 1 Mine	Alabama	Shelby	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Mine only	Tacoa Minerals Llc	"1669 Mission Hills Road, Alabaster, AL 35117"		"66,264"	49	"118,953"
2011	100563	Greenfuels Processing Plant	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Covol Fuels No 5 Llc	"P.O. Box 425, Brookwood, AL 35444"		0	19	"42,320"
2011	101247	No 4 Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Jim Walter Resources Inc	"P.O. Box 133, Brookwood, AL 35444"	United Mine Workers of America	"2,122,806"	605	"1,461,166"
2011	101401	No 7 Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Jim Walter Resources Inc	"P.O. Box 133, Brookwood, AL 35444"	United Mine Workers of America	"3,610,246"	896	"2,232,845"
2011	103172	"Searles Mine No. 2, 3, 4, 5, 6"	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Southland Resources, Inc."	"P.O. Box 770, Cottondale, AL 35453"		"382,887"	83	"223,286"
2011	103179	Fleetwood Mine No 1	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals Inc	"P.O. Box 1190, Sumiton, AL 35148"		"115,915"	19	"54,383"
2011	103196	East Brookwood Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Tuscaloosa Resources Inc	"3000 Riverchase Galleria, Ste, Birmingham, AL 35244"		"102,408"	46	"98,495"
2011	103303	Shannon Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	"Shannon, Llc"	"74 Industrial Parkway, Jasper, AL 35501"		"1,515,972"	206	"533,645"
2011	103323	Deerlick Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Cahaba Resources, Llc"	"15567 Hwy 216, Brookwood, AL 35444"		"24,641"	11	"16,076"
2011	103362	"Covol Fuels Alabama No.4, Llc"	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Covol Fuels Alabama No.4, Llc"	"P.O. Box 157, Brookwood, AL 35444"		0	20	"42,145"
2011	103364	"Covol Fuels Alabama No.7, Llc"	Alabama	Tuscaloosa	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Covol Fuels Alabama No.7, Llc"	"P.O. Box 425, Brookwood, AL 35444"		0	17	"45,512"
2011	103390	Highway 59 Mine No. 1	Alabama	Tuscaloosa	Appalachia Southern	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	"Tuscaloosa Resources, Inc"	"3000 Riverchase Galleria, Ste, Birmingham, AL 35244"		"208,655"	33	"74,311"
2011	103436	Swann's Crossing	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Tuscaloosa Resources, Inc."	"3000 Riverchase Galleria, Ste, Birmingham, AL 35244"		"204,381"	61	"147,260"
2011	100347	Choctaw Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Taft Coal Sales & Associates I	"3000 Riverchase Galleria Ste 1, Birmingham, AL 35244"		"603,409"	101	"313,790"
2011	101362	Manchester Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals Inc	"P.O. Box 1190, Sumiton, AL 35148"		"180,371"	39	"112,641"
2011	102996	Jap Creek Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Reed Minerals Inc	"3699 Industrial Pkwy/P.O. Box, Jasper, AL 35502"		"294,122"	42	"121,077"
2011	103002	Corinth Mine	Alabama	Walker	Appalachia Southern	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Warrior Investment Co Inc	"218 Hwy 195 N, Jasper, AL 35503"		"6,951"	17	"6,738"
2011	103128	Spring Branch Mine	Alabama	Walker	Appalachia Southern	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	"Haley Bros. Coal, Inc."	"P.O. Box 56, Carbon Hill, AL 35549"		"14,880"	11	"18,436"
2011	103155	Corinth Prep Plant	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Preparation Plant	Warrior Investment Company Inc	"218 Highway 195, Jasper, AL 35503"		0	14	"34,721"
2011	103155	Corinth Prep Plant	Alabama	Walker	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Preparation Plant	Warrior Investment Company Inc	"218 Highway 195, Jasper, AL 35503"		0	13	"34,720"
2011	103195	Mccollum/Sparks Branch Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Quality Coal, Inc."	"17405 Hwy 69 S, Jasper, AL 35501"		"42,977"	4	"6,445"
2011	103337	Gooden Creek	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Birmingham Coal & Coke Co Inc	"912 Edenton St, Birmingham, AL 35242"		"134,739"	17	"44,390"
2011	103339	Mallards Creek Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Haley Brothers Coal Inc	"P.O. Box 56, Carbon Hill, AL 35549"		"59,704"	22	"28,677"
2011	103342	Reese's Branch Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Contractor	Mine only	"Cedar Lake Mining, Inc"	"2600 Warrior Jasper Road, Warrior, AL 35180"		"603,013"	59	"127,998"
2011	103370	Cresent Valley Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	National Coal Of Alabama Inc	"1810 Birmingham Ave, Suite 101, Jasper, AL 35501"		"121,786"	17	"42,582"
2011	103376	Town Creek	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Reed Minerals Inc	"3699 Industrial Parkway, Jasper, AL 35501"		"285,796"	44	"129,501"
2011	103389	Carbon Hill Mine	Alabama	Walker	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Mine only	Prospect Mining And Developmen	"218 Hwy 195, Jasper, AL 35503"		"26,362"	18	"43,477"
2011	103397	Parrish Mine	Alabama	Walker	Appalachia Southern	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals Inc	"P.O. Box 1190, Sumiton, AL 35148"		"6,929"	8	"5,062"
2011	103398	Kansas Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"National Coal Of Alabama, Inc"	"1810 Birmingham Ave, Suite 101, Jasper, AL 35501"		"142,764"	30	"54,137"
2011	103410	Coal Valley Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Xinergy Of Alabama, Inc."	"2600 Warrior Jasper Rd, Warrior, AL 35180"		"171,689"	41	"58,040"
2011	103423	Dutton Hill Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Quality Coal Company, Inc."	"17405 Hwy 69 S, Jasper, AL 35501"		"112,044"	20	"45,020"
2011	103321	Poplar Springs	Alabama	Winston	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	National Coal Of Alabama Inc	"1810 Birmingham Ave, Suite 101, Jasper, AL 35501"		"449,055"	73	"207,516"
2011	103358	Old Union	Alabama	Winston	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Birmingham Coal & Coke Co Inc	"912 Edenton St, Birmingham, AL 35242"		"248,368"	41	"93,764"
2011	5000030	Usibelli	Alaska	Yukon-Koyukuk	Western	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Usibelli Coal Mine Inc	"P.O. Box 1000, Healy, AK 99743"	Teamsters	"2,148,926"	136	"331,784"
2011	201195	Kayenta Mine	Arizona	Navajo	Western	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Peabody Western Coal Company	"P.O. Box 650, Kayenta, AZ 86033"	United Mine Workers of America	"8,110,942"	419	"961,579"
2011	301569	Penny #1	Arkansas	Sebastian	Interior	Active	Surface	Indepedent Producer Operator	Mine only	Comer Mining Company	"P.O. Box 986, Greenwood, AR 72936"		"6,719"	3	"5,072"
2011	301736	Sebastian Mine	Arkansas	Sebastian	Interior	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	South Central Coal Co. Inc.	"P.O. Box 6, Spiro, OK 74959"		"126,628"	67	"186,355"
2011	503818	Terror Creek Loadout	Colorado	Delta	Uinta Region	Active	Underground	Operating Subsidiary	Preparation Plant	Terror Creek Llc	"1840 Hwy 133, Paonia, CO 81428"		0	7	"12,762"
2011	504591	Bowie No 2 Mine	Colorado	Delta	Uinta Region	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Bowie Resources Llc	"P.O. Box 1488, Paonia, CO 81428"		"2,235,055"	306	"657,340"
2011	503672	West Elk Mine	Colorado	Gunnison	Uinta Region	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	"Mountain Coal Company, L.L.C."	"P.O. Box 591, Somerset, CO 81434"		"5,896,402"	368	"824,337"
2011	504674	Elk Creek Mine	Colorado	Gunnison	Uinta Region	Active	Underground	Operating Subsidiary	Mine only	"Oxbow Mining, Llc"	"P.O. Box 535, Somerset, CO 81434"		"3,007,833"	349	"679,998"
2011	504864	King Ii	Colorado	La Plata	Western	Active	Underground	Indepedent Producer Operator	Mine only	Gcc Energy Llc	"6473 County Road 120, Hesperus, CO 81326"		"618,132"	70	"161,320"
2011	500296	New Elk Mine	Colorado	Las Animas	Western	Active	Underground	Indepedent Producer Operator	Mine only	New Elk Coal Company Llc	"122 W. 1st Street, Trinidad, CO 81082"		"17,701"	188	"386,565"
2011	504461	New Elk Prep Plant	Colorado	Las Animas	Western	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Preparation Plant	New Elk Coal Company Llc	"21250 Hwy 12, Weston, CO 81091"		0	19	"36,778"
2011	502838	Trapper Mine	Colorado	Moffat	Uinta Region	Active	Surface	Indepedent Producer Operator	Mine only	Trapper Mining Inc	"P.O. Box 187, Craig, CO 81626"	International Union of Operation Engineers	"2,484,106"	189	"396,928"
2011	502962	Colowyo Mine	Colorado	Moffat	Uinta Region	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Colowyo Coal Company L P	"5731 State Highway 13, Meeker, CO 81641"		"2,537,904"	262	"498,819"
2011	500299	New Horizon Mine	Colorado	Montrose	Western	Active	Surface	Indepedent Producer Operator	Mine only	"Western Fuels-Colorado, Llc"	"P.O. Box 628, Nucla, CO 81424"	United Mine Workers of America	"360,009"	27	"50,571"
2011	503505	Deserado Mine	Colorado	Rio Blanco	Uinta Region	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Blue Mountain Energy	"3607 County Road #65, Rangely, CO 81648"	United Mine Workers of America	"1,983,581"	169	"300,545"
2011	503836	Foidel Creek Mine	Colorado	Routt	Uinta Region	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Peabody Twentymile Mining Llc	"29515 Routt County Rd#27, Oak Creek, CO 80467"		"7,748,909"	451	"905,287"
2011	1103189	Mc#1 Mine	Illinois	Franklin	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	M-Class Mining Llc	"11351 N. Thompsonville Rd., Macedonia, IL 62860"		"892,612"	137	"329,645"
2011	1103207	Old Ben #25	Illinois	Franklin	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	S.I. Energy Llc	"1867 Antioch Road, West Frankfor, IL 62896"		0	4	"5,195"
2011	1103207	Old Ben #25	Illinois	Franklin	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	S.I. Energy Llc	"1867 Antioch Road, West Frankfor, IL 62896"		0	4	"5,194"
2011	1102751	I-1 Mine	Illinois	Gallatin	Illinois Basin	"Active, men working, not producing"	Surface	Operating Subsidiary	Mine and Preparation Plant	Illinois Fuel Company Llc	"P.O. Box 7, Herod, IL 62947"		"52,923"	17	"36,021"
2011	1103017	Wildcat Hills Mine - Cottage G	Illinois	Gallatin	Illinois Basin	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	"Peabody Midwest Mining, Llc"	"7100 Eagle Crest Blvd., Suite, Evansville, IN 47715"		"1,897,146"	193	"463,308"
2011	1103020	Creek Paum Mine	Illinois	Jackson	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Knight Hawk Coal Llc	"500 Cuttler-Trico Road, Percy, IL 62272"		"381,479"	46	"98,440"
2011	1103020	Creek Paum Mine	Illinois	Jackson	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Knight Hawk Coal Llc	"500 Cuttler-Trico Road, Percy, IL 62272"		0	5	"12,995"
2011	1103140	Cora Terminal	Illinois	Jackson	Illinois Basin	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Kinder Morgan Operating Lp  ""b"	"262 Cora Road, Rockwood, IL 62280"	International Union of Operation Engineers	0	25	"47,806"
2011	1103140	Cora Terminal	Illinois	Jackson	Illinois Basin	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Kinder Morgan Operating Lp  ""b"	"262 Cora Road, Rockwood, IL 62280"	International Union of Operation Engineers	0	26	"47,806"
2011	1103209	North Grindstone Mine	Illinois	Mcdonough	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Black Nugget Llc	"P.O. Box 235, Industry, IL 61440"		"165,782"	26	"57,828"
2011	1100726	Shay #1 Mine	Illinois	Macoupin	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Maryan Mining Llc	"14300 Brushy Mound Rd, Carlinville, IL 62626"		"1,829,122"	111	"246,671"
2011	1102632	Crown Iii Mine	Illinois	Macoupin	Illinois Basin	Active	Underground	Contractor	Mine and Preparation Plant	"Tri County Coal, Llc"	"2 Mine Avenue/P. O. Box 139, Farmersville, IL 62533"	United Mine Workers of America	"934,682"	213	"502,981"
2011	1103182	Deer Run Mine	Illinois	Montgomery	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Patton Mining Llc	"211 N Broadway,ste 2600, St. Louis, MO 63102"		"491,227"	78	"186,086"
2011	1103045	Red Hawk	Illinois	Perry	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		"532,977"	36	"78,126"
2011	1103143	Prairie Eagle	Illinois	Perry	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		"306,871"	30	"63,133"
2011	1103143	Prairie Eagle	Illinois	Perry	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		0	17	"43,407"
2011	1103147	Prairie Eagle-Underground	Illinois	Perry	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine only	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Rd, Percy, IL 62272"		"1,750,702"	108	"229,804"
2011	1103205	Prairie Eagle South Undergroun	Illinois	Perry	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine only	Knight Hawk Coal Llc	"500 Cutler-Trico Road, Percy, IL 62272"		"958,919"	41	"130,159"
2011	1102408	Gateway Mine	Illinois	Randolph	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine only	"Peabody Midwest Mining, Llc"	"7100 Eagle Crest Blvd., Suite, Evansville, IN 47715"		"3,334,776"	227	"479,559"
2011	1102546	Preparation Plant	Illinois	Randolph	Illinois Basin	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Peabody Midwest Mining, Llc"	"P.O. Box 397, Coulterville, IL 62237"		0	29	"69,521"
2011	1103226	Hawkeye Mine	Illinois	Randolph	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine only	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		"140,113"	11	"15,621"
2011	1103225	Kinder Morgan Cahokia Terminal	Illinois	St Clair	Illinois Basin	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Kinder Morgan Operating Lp,"	"#2 Monsanto Avenute, Sauget, IL 62201"		0	33	"66,324"
2011	1103225	Kinder Morgan Cahokia Terminal	Illinois	St Clair	Illinois Basin	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Kinder Morgan Operating Lp,"	"#2 Monsanto Avenute, Sauget, IL 62201"		0	21	"44,216"
2011	1102752	The American Coal Company New	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	The American Coal Company	"P.O. Box 727, Harrisburg, IL 62946"		"4,963,211"	561	"1,320,420"
2011	1103054	Willow Lake Portal	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Mine only	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"		"2,234,623"	492	"1,053,679"
2011	1103099	Willow Lake Central Preparatio	Illinois	Saline	Illinois Basin	Active	Surface	Operating Subsidiary	Preparation Plant	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"		0	12	"22,115"
2011	1103099	Willow Lake Central Preparatio	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Preparation Plant	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"		0	38	"74,039"
2011	1103156	Wildcat Hills Mine-Underground	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Mine only	"Peabody Midwest Mining, Llc"	"7100 Eagle Crst Blvd, #100, Evansville, IN 47715"		"1,018,246"	122	"301,383"
2011	1103212	Eagle River Coal Llc Mine No 1	Illinois	Saline	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine only	Eagle River Coal Llc	"29 W. Raymond St, Harrisburg, IL 62946"		"300,914"	27	"63,308"
2011	1103232	New Future Mine	Illinois	Saline	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	The American Coal Company	"P.O. Box 727, Harrisburg, IL 62946"		"1,783,046"	361	"811,853"
2011	1102664	Viper Mine	Illinois	Sangamon	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	"Icg Illinois, Llc"	"8100 East Main, Williamsville, IL 62693"		"2,098,366"	314	"637,523"
2011	1103064	Friendsville Mine	Illinois	Wabash	Illinois Basin	Active	Surface	Operating Subsidiary	Mine only	Friendsville Mine Llc	"528 Main St, Ste 202, Evansville, IN 47708"		"1,275,023"	82	"237,576"
2011	1103193	Lively Grove Mine	Illinois	Washington	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine only	Prairie State Generating Compa	"4274 County Hwy 12, Marissa, IL 62257"		"1,002,059"	177	"367,583"
2011	1103058	Pattiki	Illinois	White	Illinois Basin	Active	Underground	Contractor	Mine and Preparation Plant	"White County Coal, Llc"	"P.O. Box 457, Carmi, IL 62821"		"2,199,078"	327	"853,168"
2011	1103141	Mach #1 Mine	Illinois	Williamson	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Mach Mining Llc	"P.O. Box 300, Johnston City, IL 62951"		"7,226,500"	154	"367,372"
2011	1202397	Chinook Plant	Indiana	Clay	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Covol Engineered Fuels	"3589 N County Rd 500 W, Brazil, IN 47834"		0	12	"28,910"
2011	1201732	Craney Mine	Indiana	Daviess	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Solar Sources Inc	"Post Office Box 7, Petersburg, IN 47567"		"427,185"	51	"146,531"
2011	1201946	Viking Mine - Corning Pit	Indiana	Daviess	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Peabody Midwest Mining, Llc"	"P.O. Box 28, Montgomery, IN 47558"		"1,491,751"	148	"350,486"
2011	1202372	Antioch Mine	Indiana	Daviess	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Solar Sources, Inc."	"P.O. Box 7, Petersburg, IN 47567"		"824,404"	67	"199,049"
