Historic Coal Production Data: 2009
Source: The U.S. Energy Information Administration (EIA) and the U.S. Mine Safety and Health Administration

Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Basin	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Production (short tons)	Average Employees	Labor Hours
2009	100851	Oak Grove Mine	Alabama	Jefferson	Appalachia Southern	Active	Underground	Operating Subsidiary	Mine only	Oak Grove Resources Llc	"8800 Oak Grove Mine Rd, Adger, AL 35006"	United Mine Workers of America	"871,239"	309	"698,526"
2009	102354	Lindbergh	Alabama	Jefferson	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	C & H Mining Company Inc	"3699 Industrial Parkway, Jasper, AL 35502"		"326,059"	39	"95,046"
2009	102901	Shoal Creek Mine	Alabama	Jefferson	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Drummond Company Inc	"P.O. Box 1549, Jasper, AL 35501"	United Mine Workers of America	0	1	"1,258"
2009	102901	Shoal Creek Mine	Alabama	Jefferson	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Drummond Company Inc	"P.O. Box 1549, Jasper, AL 35501"	United Mine Workers of America	"1,615,116"	558	"1,230,346"
2009	103180	Sloan Mountain Mine	Alabama	Jefferson	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"M S & R Equipment Company, Inc"	"2600 Warrior Jasper Road, Warrior, AL 35180"		"253,333"	59	"118,157"
2009	103182	Fishtrap	Alabama	Jefferson	Appalachia Southern	"Active, men working, not producing"	Surface	Contractor	Mine only	"Wb Mining, Llc."	"4788 Highway 78, Cordova, AL 35550"		"66,788"	21	"35,329"
2009	103271	Praco Mine	Alabama	Jefferson	Appalachia Southern	Temporarily closed	Surface	Operating Subsidiary	Mine only	Cherokee Mining Llc	"74 Industrial Pkwy, Jasper, AL 35501"		"116,862"	22	"31,294"
2009	103278	Cef Alabama #3	Alabama	Jefferson	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Covol Engineered Fuels Lc	"P.O. Box 60, Adger, AL 35006"		"63,240"	19	"35,330"
2009	103285	Narley Mine	Alabama	Jefferson	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	Best Coal Inc	"P.O. Box 1253, Cullman, AL 35058"		"195,284"	33	"81,021"
2009	103332	Powhatan Mine	Alabama	Jefferson	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Job Land & Mineral Inc	"378 Old Dora Road, Sumiton, AL 35148"		"53,496"	21	"42,746"
2009	103375	Johnson Mine	Alabama	Jefferson	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Cahaba Resources Llc	"P.O. Box 122, Vance, AL 35490"		"97,067"	24	"52,749"
2009	103279	Burleson North Mine	Alabama	Marion	Appalachia Southern	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	"M.E. Group, Inc."	"P.O. Box 10, Delmar, AL 35551"		"31,144"	29	"18,309"
2009	103393	Buttahatchee Mine No 1	Alabama	Marion	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Hope Coal Company Inc	"1401 Doug Baker Blvd 107-181, Birmingham, AL 35242"		"167,286"	26	"59,785"
2009	102976	Piney Woods Preparation Plant	Alabama	Shelby	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Tacoa Minerals, Llc"	"1669 Mission Hills Road, Alabaster, AL 35007"		0	7	"16,703"
2009	102976	Piney Woods Preparation Plant	Alabama	Shelby	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Tacoa Minerals, Llc"	"1669 Mission Hills Road, Alabaster, AL 35007"		0	11	"27,253"
2009	103205	Alliance Mine No 1	Alabama	Shelby	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Hope Coal Company Inc	"1401 Doug Baker Blvd, Suite 10, Birmingham, AL 35242"		"82,544"	10	"22,785"
2009	103245	Thompson Mine No 1	Alabama	Shelby	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Mine only	"Tacoa Minerals, Llc"	"1669 Mission Hills Road, Alabaster, AL 35007"		"125,961"	49	"144,469"
2009	103334	Segco/Toby Mine	Alabama	Shelby	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	"Twin Pines Coal Company, Inc."	"74 Industrial Parkway, Jasper, AL 35501"		"179,883"	43	"85,840"
2009	103366	Thompson Surface Mine	Alabama	Shelby	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	"Tacoa Minerals, Llc"	"1669 Mission Hills Road, Alabaster, AL 35007"		"10,048"	16	"37,941"
2009	103380	Calera	Alabama	Shelby	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Preparation Plant	Conrad Yelvington Dist.	"P.O. Box 11637, Daytona Beach, FL 32120"		0	7	"15,279"
2009	103380	Calera	Alabama	Shelby	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Preparation Plant	Conrad Yelvington Dist.	"P.O. Box 11637, Daytona Beach, FL 32120"		0	7	"15,279"
2009	103381	Tacoa Highwall Miner	Alabama	Shelby	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	"Tacoa Minerals,llc"	"1669 Mission Hills Road, Alabaster, AL 35007"		"55,275"	15	"48,593"
2009	103417	Yeshic Mine	Alabama	Shelby	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	"Twin Pines Coal Company, Inc."	"74 Industrial Parkway, Jasper, AL 35501"		"60,657"	50	"45,152"
2009	100563	Greenfuels Processing Plant	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Covol Fuels No 5 Llc	"P.O. Box 457, Brookwood, AL 35444"		0	14	"33,082"
2009	101247	No 4 Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Jim Walter Resources Inc	"14730 Lock 17 Rd, Brookwood, AL 35444"	United Mine Workers of America	"2,718,597"	519	"1,219,648"
2009	101401	No 7 Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Jim Walter Resources Inc	"P.O. Box 133, Brookwood, AL 35444"	United Mine Workers of America	"3,366,235"	756	"1,837,646"
2009	103172	"Searles Mine No. 2, 3, 4, 5 &"	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Southland Resources, Inc."	"P.O. Box 770, Cottondale, AL 35453"		"426,736"	82	"219,357"
2009	103196	East Brookwood Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Tuscaloosa Resources Inc	"3500 35th Avenue North, Birmingham, AL 35207"		"447,397"	78	"168,076"
2009	103196	East Brookwood Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Tuscaloosa Resources Inc	"3500 35th Avenue North, Birmingham, AL 35207"		0	1	"1,056"
2009	103260	Howton Mine	Alabama	Tuscaloosa	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	"Tuscaloosa Resources, Inc."	"3500 35th Ave. North, Birmingham, AL 35207"		"122,856"	37	"49,689"
2009	103303	Shannon	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Rock Mountain Mining-Div/Twin	"P.O. Box 621, Jasper, AL 35502"		"384,727"	54	"155,372"
2009	103320	Davis Creek Mine	Alabama	Tuscaloosa	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	National Coal Of Alabama Inc	"1810 Birmingham Ave, Suite 101, Jasper, AL 35501"		"24,300"	8	"12,115"
2009	103323	Deerlick Mine	Alabama	Tuscaloosa	Appalachia Southern	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Terrequip Mining Llc	"201 Tucker Rd, Ste101, Helena, AL 35080"		"11,445"	11	"2,374"
2009	103362	Cef Alabama #4	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Covol Engineered Fuels Lc	"P.O. Box 157, Brookwood, AL 35444"		0	6	"13,624"
2009	103364	Cef Alabama #7	Alabama	Tuscaloosa	Appalachia Southern	Temporarily closed	Surface	Indepedent Producer Operator	Preparation Plant	Covol Engineered Fuels Lc	"P.O. Box 486, Brookwood, AL 35444"		0	20	"8,385"
2009	103365	Cef Alabama #5	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Covol Engineered Fuels Lc	"P.O. Box 425, Brookwood, AL 35444"		0	15	"32,485"
2009	103390	Highway 59 Mine No. 1	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Tuscaloosa Resources, Inc"	"3500 35th Ave. North, Birmingham, AL 35207"		"73,533"	41	"34,980"
2009	100347	Choctaw Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Taft Coal Sales & Associates I	"107 N. Walston Bridge Road, Jasper, AL 35504"		"646,010"	100	"277,549"
2009	101362	Manchester Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals Inc	"P.O. Box 1190, Sumiton, AL 35148"		"125,525"	32	"87,041"
2009	102996	Jap Creek Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Reed Minerals Inc	"3699 Industrial Pkwy/P.O. Box, Jasper, AL 35502"		"254,999"	39	"106,048"
2009	103002	Corinth Mine	Alabama	Walker	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Mine only	Warrior Investment Co Inc	"218 Hwy 195 N, Jasper, AL 35503"		"101,427"	29	"70,225"
2009	103004	Miner Hollow Mine #2	Alabama	Walker	Appalachia Southern	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Kennedy Brothers Construction	"912 Edenton Street, Birmingham, AL 35242"		"3,163"	5	"4,597"
2009	103019	Surface Mine #1	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Drummond Company Inc	"3000 Highway 78 West, Jasper, AL 35501"	United Mine Workers of America	"317,283"	49	"131,758"
2009	103116	L Massey Mine	Alabama	Walker	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	National Coal Of Alabama Inc	"1810 Birmingham Ave, Suite 101, Jasper, AL 35501"		"57,237"	14	"27,298"
2009	103155	Corinth Prep Plant	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Preparation Plant	Warrior Investment Company Inc	"218 Highway 195, Jasper, AL 35503"		0	9	"23,478"
2009	103155	Corinth Prep Plant	Alabama	Walker	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Preparation Plant	Warrior Investment Company Inc	"218 Highway 195, Jasper, AL 35503"		0	9	"23,478"
2009	103195	Mccollum Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Quality Coal, Inc."	"P.O. Box 2705, Jasper, AL 35502"		"111,548"	22	"43,947"
2009	103292	Redstar	Alabama	Walker	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	Cherokee Mining Llc	"74 Industrial Parkway, Jasper, AL 35501"		"255,915"	39	"95,568"
2009	103305	Blue Creek Mine	Alabama	Walker	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	"Quality Coal Co., Inc."	"3801 N. Airport Road, Jasper, AL 35504"		"34,809"	11	"15,436"
2009	103322	Pleasant Grove South	Alabama	Walker	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	"Quality Coal, Inc."	"3801 N. Airport Road, Jasper, AL 35504"		"13,030"	10	"13,459"
2009	103336	Sugar Town Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Haley Bros. Coal, Inc."	"P.O. Box 56, 414 5th Ave Nw, Carbon Hill, AL 35549"		"158,530"	24	"63,170"
2009	103337	Gooden Creek	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Birmingham Coal & Coke Co Inc	"912 Edenton Street, Birmingham, AL 35242"		"109,981"	26	"59,279"
2009	103339	Mallards Creek Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Haley Brothers Coal Inc	"P.O. Box 56, Carbon Hill, AL 35549"		"17,028"	6	"14,082"
2009	103342	Reese's Branch Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Contractor	Mine only	"Cedar Lake Mining, Inc"	"2600 Warrior Jasper Road, Warrior, AL 35180"		"312,719"	48	"104,328"
2009	103370	Cresent Valley Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	National Coal Of Alabama Inc	"1810 Birmingham Ave, Suite 101, Jasper, AL 35501"		"113,521"	20	"41,142"
2009	103372	Cane Creek Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Cane Creek Llc	"P.O. Box 2322, Jasper, AL 35504"		"140,199"	21	"58,332"
2009	103376	Town Creek	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Reed Minerals Inc	"3699 Industrial Parkway, Jasper, AL 35501"		"241,355"	60	"136,668"
2009	103397	Parrish Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals Inc	"P.O. Box 1190, Sumiton, AL 35148"		"72,558"	18	"49,982"
2009	103398	Kansas Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"National Coal Of Alabama, Inc"	"P.O. Box 147, Eldridge, AL 35554"		"162,904"	22	"33,347"
2009	103321	Poplar Springs	Alabama	Winston	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	National Coal Of Alabama Inc	"1810 Birmingham Ave, Suite 101, Jasper, AL 35501"		"257,033"	53	"115,266"
2009	103358	Old Union	Alabama	Winston	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Birmingham Coal & Coke Co Inc	"912 Edenton St, Birmingham, AL 35242"		"171,627"	27	"63,031"
2009	5000030	Usibelli	Alaska	Yukon-Koyukuk	Western	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Usibelli Coal Mine Inc	"P.O. Box 1000, Healy, AK 99743"	Teamsters	"1,860,363"	119	"282,582"
2009	201195	Kayenta Mine	Arizona	Navajo	Western	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Peabody Western Coal Company	"P.O. Box 650, Kayenta, AZ 86033"	United Mine Workers of America	"7,474,029"	425	"1,000,693"
2009	301569	Penny #1	Arkansas	Sebastian	Interior	Active	Surface	Indepedent Producer Operator	Mine only	Comer Mining Company	"P.O. Box 986, Greenwood, AR 72936"		658	2	"2,501"
2009	301736	Sebastian County Coal Mine	Arkansas	Sebastian	Interior	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Heidtman Mining Llc	"P.O. Box 339, Hartford, AR 72938"		"3,980"	16	"32,136"
2009	503818	Terror Creek Loadout	Colorado	Delta	Uinta Region	Active	Underground	Operating Subsidiary	Preparation Plant	Terror Creek Company	"43440 Bowie Rd, Paonia, CO 81428"		0	5	"9,465"
2009	504591	Bowie No 2 Mine	Colorado	Delta	Uinta Region	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Bowie Resources Llc	"P.O. Box 1488, Paonia, CO 81428"		"1,212,977"	308	"619,128"
2009	503013	Mc Clane Canyon Mine	Colorado	Garfield	Uinta Region	Active	Underground	Indepedent Producer Operator	Mine only	"Mcclane Canyon Mining, Llc"	"P.O. Box 98, Loma, CO 81524"		"259,476"	27	"65,149"
2009	503672	West Elk Mine	Colorado	Gunnison	Uinta Region	Active	Underground	Operating Subsidiary	Mine only	"Mountain Coal Company, L.L.C."	"P.O. Box 591, Somerset, CO 81434"		"4,475,344"	400	"872,256"
2009	504674	Elk Creek Mine	Colorado	Gunnison	Uinta Region	Active	Underground	Operating Subsidiary	Mine only	"Oxbow Mining, Llc"	"P.O. Box 535, Somerset, CO 81434"		"5,702,875"	351	"683,546"
2009	500266	King I	Colorado	La Plata	Western	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Gcc Energy Llc	"6473 County Road 120, Hesperus, CO 81326"		"2,019"	16	"9,356"
2009	504864	King Ii	Colorado	La Plata	Western	Active	Underground	Indepedent Producer Operator	Mine only	Gcc Energy Llc	"6473 County Road 120, Hesperus, CO 81326"		"505,277"	57	"116,981"
2009	504461	New Elk Prep Plant	Colorado	Las Animas	Western	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Preparation Plant	New Elk Coal Company Llc	"122 W First St, Trinidad, CO 81082"		0	15	"7,537"
2009	502838	Trapper Mine	Colorado	Moffat	Uinta Region	Active	Surface	Indepedent Producer Operator	Mine only	Trapper Mining Inc	"P.O. Box 187, Craig, CO 81626"	International Union of Operation Engineers	"2,109,670"	177	"370,913"
2009	502962	Colowyo Mine	Colorado	Moffat	Uinta Region	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Colowyo Coal Company L P	"5731 State Highway 13, Meeker, CO 81641"		"3,584,344"	324	"662,817"
2009	500299	New Horizon Mine	Colorado	Montrose	Western	Active	Surface	Operating Subsidiary	Mine only	"Western Fuels-Colorado, Llc"	"P.O. Box 628, Nucla, CO 81424"	United Mine Workers of America	"373,758"	28	"53,274"
2009	503505	Deserado Mine	Colorado	Rio Blanco	Uinta Region	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Blue Mountain Energy Inc	"3607 County Road #65, Rangely, CO 81648"	United Mine Workers of America	"2,214,388"	173	"343,844"
2009	503836	Foidel Creek Mine	Colorado	Routt	Uinta Region	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Twentymile Coal Company	"29515 Routt County Rd#27, Oak Creek, CO 80467"		"7,827,079"	564	"1,263,827"
2009	1103207	Old Ben #25	Illinois	Franklin	Illinois Basin	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine and Preparation Plant	S.I. Energy Llc	"1867 Antioch Road, West Frankfor, IL 62896"		0	4	"7,550"
2009	1103207	Old Ben #25	Illinois	Franklin	Illinois Basin	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine and Preparation Plant	S.I. Energy Llc	"1867 Antioch Road, West Frankfor, IL 62896"		0	4	"7,550"
2009	1102751	I-1 Mine	Illinois	Gallatin	Illinois Basin	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Illinois Fuel Company Llc	"P.O. Box 7, Herod, IL 62947"		"273,622"	34	"84,555"
2009	1103017	Wildcat Hills Mine - Cottage G	Illinois	Gallatin	Illinois Basin	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	"Peabody Midwest Mining, Llc"	"7100 Eagle Crest Blvd., Suite, Evansville, IN 47715"		"2,116,574"	152	"360,604"
2009	1103020	Creek Paum Mine	Illinois	Jackson	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Knight Hawk Coal Llc	"500 Cuttler-Trico Road, Percy, IL 62272"		"557,109"	56	"124,804"
2009	1103020	Creek Paum Mine	Illinois	Jackson	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Knight Hawk Coal Llc	"500 Cuttler-Trico Road, Percy, IL 62272"		0	4	"10,333"
2009	1103121	Elkville No.1 Mine	Illinois	Jackson	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine only	S Coal Company	"770 Coal Rd, Elkville, IL 62932"		"287,425"	43	"102,083"
2009	1103140	Cora Terminal	Illinois	Jackson	Illinois Basin	Active	Surface	Indepedent Producer Operator	Preparation Plant	Kinder Morgan Operating Ltd	"262 Cora Road, Rockwood, IL 62280"	International Union of Operation Engineers	0	26	"53,486"
2009	1103140	Cora Terminal	Illinois	Jackson	Illinois Basin	Active	Underground	Indepedent Producer Operator	Preparation Plant	Kinder Morgan Operating Ltd	"262 Cora Road, Rockwood, IL 62280"	International Union of Operation Engineers	0	26	"53,485"
2009	1103162	Royal Falcon Mine	Illinois	Jackson	Illinois Basin	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		"366,773"	51	"110,571"
2009	1103209	North Grindstone Mine	Illinois	Mcdonough	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Black Nugget Llc	"P.O. Box 235, Industry, IL 61440"		"137,468"	26	"46,144"
2009	1100726	Shay #1 Mine	Illinois	Macoupin	Illinois Basin	Active	Underground	Contractor	Mine and Preparation Plant	Maryan Mining Llc	"14300 Brushy Mound Rd, Carlinville, IL 62626"		"167,967"	33	"70,845"
2009	1102632	Crown Iii Mine	Illinois	Macoupin	Illinois Basin	Active	Underground	Contractor	Mine and Preparation Plant	"Tri County Coal, Llc"	"2 Mine Avenue/P. O. Box 139, Farmersville, IL 62533"	United Mine Workers of America	"1,360,392"	293	"671,656"
2009	1103045	Red Hawk	Illinois	Perry	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		"504,943"	32	"74,940"
2009	1103045	Red Hawk	Illinois	Perry	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		0	1	"1,051"
2009	1103119	A M No 3	Illinois	Perry	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine only	Auger Mining Inc	"P.O. Box 195, Freeburg, IL 62243"		"15,100"	2	"2,298"
2009	1103143	Prairie Eagle	Illinois	Perry	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		"472,002"	38	"82,612"
2009	1103143	Prairie Eagle	Illinois	Perry	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		0	11	"29,471"
2009	1103147	Prairie Eagle - Underground	Illinois	Perry	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine only	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Rd, Percy, IL 62272"		"1,720,076"	93	"197,626"
2009	1103205	Prairie Eagle South Undergroun	Illinois	Perry	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine only	Knight Hawk Coal Llc	"500 Cutler-Trico Road, Percy, IL 62272"		"166,428"	19	"24,292"
2009	1102408	Gateway Mine	Illinois	Randolph	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine only	"Peabody Midwest Mining, Llc"	"7100 Eagle Crest Blvd., Suite, Evansville, IN 47715"		"3,347,916"	217	"499,061"
2009	1102546	Preparation Plant	Illinois	Randolph	Illinois Basin	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Peabody Midwest Mining, Llc"	"P.O. Box 397, Coulterville, IL 62237"		0	29	"64,032"
2009	1102752	Galatia Mine	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	American Coal Company	"P.O. Box 727, Harrisburg, IL 62946"		"6,267,253"	885	"2,101,777"
2009	1103054	Willow Lake Portal	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Mine only	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"	AFCI	"3,447,491"	427	"936,140"
2009	1103099	Willow Lake Central Preparatio	Illinois	Saline	Illinois Basin	Active	Surface	Operating Subsidiary	Preparation Plant	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"	AFCI	0	12	"24,668"
2009	1103099	Willow Lake Central Preparatio	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Preparation Plant	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"	AFCI	0	39	"78,115"
2009	1103156	Wildcat Hills Mine - Undergrou	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Mine only	"Peabody Midwest Mining, Llc"	"7100 Eagle Crst Blvd, #100, Evansville, IN 47715"		"701,946"	89	"218,279"
2009	1102664	Viper Mine	Illinois	Sangamon	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	"Icg Illinois, Llc"	"8100 East Main, Williamsville, IL 62693"		"2,251,948"	291	"616,805"
2009	1103060	Riola Complex Vermilion Grove	Illinois	Vermilion	Illinois Basin	"Active, men working, not producing"	Underground	Operating Subsidiary	Mine and Preparation Plant	"Peabody Midwest Mining, Llc"	"4500 N. 1500 E. Rd., Ridge Farm, IL 61870"		"214,627"	54	"121,897"
2009	1103064	Friendsville Mine	Illinois	Wabash	Illinois Basin	Active	Surface	Operating Subsidiary	Mine only	Friendsville Mine Llc	"528 Main St, Ste 202, Evansville, IN 47708"		"977,582"	55	"143,631"
