Year	State	County	FIPS	Commodity	Product	Volume
2008	CA	Contra Costa County	06013		Oil (bbl)	12.34
2007	OK	Logan County	40083		Oil (bbl)	12.38
2014	NE	Kimball County	31105		Gas (mcf)	12.6
2007	CO	Bent County	08011		Oil (bbl)	12.64
2006	CA	Contra Costa County	06013		Oil (bbl)	12.74
2007	MT	Stillwater County	30095		Oil (bbl)	13
2007	TX	Newton County	48351		Oil (bbl)	13.04
2012	CO	Arapahoe County	08005		Gas (mcf)	13.1
2007	LA	Bienville Parish	22013		Oil (bbl)	13.5
2008	CO	Arapahoe County	08005		Gas (mcf)	13.59
2006	CO	Kit Carson County	08063		Oil (bbl)	13.89
2009	LA	Lincoln Parish	22061		Oil (bbl)	13.95
2010	MS	Wilkinson County	28157		Gas (mcf)	14
2008	LA	Lincoln Parish	22061		Oil (bbl)	14
2011	WV	Lewis County	54041		Oil (bbl)	14
2012	OH	Athens County	39009		Oil (bbl)	14
2010	TX	Wheeler County	48483		Oil (bbl)	14.1
2013	NE	Kimball County	31105		Gas (mcf)	14.24
2007	CA	Contra Costa County	06013		Oil (bbl)	14.25
2006	TX	Freestone County	48161		Oil (bbl)	14.43
2009	CO	Kit Carson County	08063		Oil (bbl)	14.5
2013	CO	Arapahoe County	08005		Oil (bbl)	14.81
2010	CO	Kit Carson County	08063		Oil (bbl)	15.15
2014	MI	Grand Traverse County	26055		Oil (bbl)	15.29
2011	AL	Baldwin County	01003		Oil (bbl)	15.37
2014	AL	Baldwin County	01003		Oil (bbl)	15.55
2005	AL	Baldwin County	01003		Oil (bbl)	15.57
2008	CO	Bent County	08011		Oil (bbl)	15.84
2008	CO	Kit Carson County	08063		Oil (bbl)	15.96
2011	MS	Wilkinson County	28157		Gas (mcf)	16
2012	MS	Wilkinson County	28157		Gas (mcf)	16
2007	CA	San Benito County	06069		Oil (bbl)	16
2010	CO	Arapahoe County	08005		Gas (mcf)	16.14
2005	TX	Hemphill County	48211		Oil (bbl)	16.15
2013	TX	Hemphill County	48211		Oil (bbl)	16.15
2008	LA	Lafourche Parish	22057		Gas (mcf)	16.31
2012	NE	Kimball County	31105		Gas (mcf)	16.4
2012	TX	Starr County	48427		Oil (bbl)	17
2007	WY	Park County	56029		Oil (bbl)	17
2012	CO	Kit Carson County	08063		Gas (mcf)	17.03
2009	MS	Jasper County	28061		Oil (bbl)	17.08
2006	TX	Newton County	48351		Gas (mcf)	17.12
2006	CO	Kit Carson County	08063		Gas (mcf)	17.25
2010	NE	Kimball County	31105		Gas (mcf)	17.28
2009	NE	Kimball County	31105		Gas (mcf)	17.52
2010	LA	Lincoln Parish	22061		Oil (bbl)	17.64
2012	OK	McClain County	40087		Oil (bbl)	17.69
2011	NE	Kimball County	31105		Gas (mcf)	17.74
2005	TX	Newton County	48351		Oil (bbl)	17.85
2011	CO	Kit Carson County	08063		Gas (mcf)	18.07
2005	MS	Hancock County	28045		Gas (mcf)	18.26
2007	CO	Kit Carson County	08063		Oil (bbl)	18.29
2011	CO	Arapahoe County	08005		Oil (bbl)	18.36
2009	TX	Wheeler County	48483		Oil (bbl)	18.63
2012	AL	Baldwin County	01003		Oil (bbl)	18.88
2007	MT	Dawson County	30021		Oil (bbl)	19
2007	MT	Prairie County	30079		Oil (bbl)	19
2007	MT	Wibaux County	30109		Oil (bbl)	19
2014	LA	Bienville Parish	22013		Oil (bbl)	19.12
2013	AL	Baldwin County	01003		Oil (bbl)	19.38
2009	OK	Caddo County	40015		Oil (bbl)	19.4
2013	LA	Natchitoches Parish	22069		Oil (bbl)	19.88
2012	MI	Grand Traverse County	26055		Oil (bbl)	19.93
2005	CO	Kit Carson County	08063		Oil (bbl)	19.96
2006	LA	Bienville Parish	22013		Oil (bbl)	20.25
2005	VA	Dickenson County	51051		Oil (bbl)	20.73
2014	MS	Monroe County	28095		Oil (bbl)	20.75
2009	CO	Delta County	08029		Oil (bbl)	20.83
2007	AR	Columbia County	05027		Oil (bbl)	20.96
2005	MT	Yellowstone County	30111		Oil (bbl)	21.31
2005	TX	Freestone County	48161		Oil (bbl)	21.35
2013	TX	Freestone County	48161		Oil (bbl)	21.35
2006	CO	Gunnison County	08051		Oil (bbl)	21.46
2008	NE	Kimball County	31105		Gas (mcf)	21.8
2011	TX	Nueces County	48355		Oil (bbl)	21.89
2007	MT	Dawson County	30021		Gas (mcf)	22
2007	MT	Prairie County	30079		Gas (mcf)	22
2007	MT	Wibaux County	30109		Gas (mcf)	22
2009	CO	Kit Carson County	08063		Gas (mcf)	22.39
2011	LA	Bienville Parish	22013		Oil (bbl)	22.4
2012	CO	Delta County	08029		Oil (bbl)	22.87
2014	LA	Beauregard Parish	22011		Oil (bbl)	22.98
2009	OK	Creek County	40037		Gas (mcf)	23
2011	Withheld	Withheld	Withheld		Gold and Silver Products (oz)	23
2006	TX	Starr County	48427		Oil (bbl)	23.23
2006	AR	Columbia County	05027		Oil (bbl)	23.47
2010	AL	Baldwin County	01003		Oil (bbl)	23.62
2005	CO	Kit Carson County	08063		Gas (mcf)	23.68
2007	TX	Ochiltree County	48357		Oil (bbl)	24
2012	TX	Ochiltree County	48357		Oil (bbl)	24
2011	TX	Hemphill County	48211		Oil (bbl)	24.57
2007	NE	Kimball County	31105		Gas (mcf)	24.75
2007	CO	Kit Carson County	08063		Gas (mcf)	24.88
2013	LA	Beauregard Parish	22011		Oil (bbl)	25.11
2014	OK	Caddo County	40015		Oil (bbl)	26.11
2013	LA	Beauregard Parish	22011		Gas (mcf)	26.24
2010	TX	Hemphill County	48211		Oil (bbl)	26.68
2006	NE	Kimball County	31105		Gas (mcf)	26.75
2005	CA	Contra Costa County	06013		Oil (bbl)	26.92
2005	TX	Newton County	48351		Gas (mcf)	27.33
2005	OK	Caddo County	40015		Oil (bbl)	27.36
2012	TX	Jasper County	48241		Oil (bbl)	27.36
2012	LA	Beauregard Parish	22011		Gas (mcf)	27.55
2008	OK	Creek County	40037		Gas (mcf)	28
2013	MI	Grand Traverse County	26055		Oil (bbl)	28.27
2011	OK	Caddo County	40015		Oil (bbl)	28.35
2010	CO	Kit Carson County	08063		Gas (mcf)	28.41
2005	CO	Mesa County	08077		Oil (bbl)	28.5
2008	TX	Wheeler County	48483		Oil (bbl)	28.59
2010	CO	Delta County	08029		Oil (bbl)	28.83
2013	OK	Caddo County	40015		Oil (bbl)	28.85
2013	OK	Payne County	40119		Oil (bbl)	29
2008	LA	Beauregard Parish	22011		Oil (bbl)	29.1
2011	OK	McClain County	40087		Oil (bbl)	29.31
2006	OK	Caddo County	40015		Oil (bbl)	29.35
2007	LA	Beauregard Parish	22011		Oil (bbl)	29.42
2008	CO	Kit Carson County	08063		Gas (mcf)	29.85
2007	TX	Hemphill County	48211		Oil (bbl)	30.19
2012	TX	Freestone County	48161		Oil (bbl)	30.42
2008	MS	Jasper County	28061		Oil (bbl)	30.73
2005	NE	Kimball County	31105		Gas (mcf)	31.17
2013	MS	Monroe County	28095		Oil (bbl)	31.4
2011	LA	Beauregard Parish	22011		Oil (bbl)	31.98
2009	CO	San Miguel County	08113		Oil (bbl)	32
2005	AR	Columbia County	05027		Oil (bbl)	32.14
2011	KY	Morgan County	21175		Gas (mcf)	32.22
2009	LA	Beauregard Parish	22011		Oil (bbl)	33.04
2009	CO	La Plata County	08067		Oil (bbl)	33.17
2008	TX	Starr County	48427		Oil (bbl)	33.55
2012	TX	Hemphill County	48211		Oil (bbl)	33.7
2010	MO	Crawford County	29055		Zinc Concentrate (tons)	34.15
2007	CO	Fremont County	08043		Gas (mcf)	34.22
2010	LA	Natchitoches Parish	22069		Oil (bbl)	34.3
2014	OK	Harper County	40059		Oil (bbl)	34.35
2007	TX	Wheeler County	48483		Oil (bbl)	34.47
2008	OK	Atoka County	40005		Oil (bbl)	34.51
2008	OK	Caddo County	40015		Oil (bbl)	34.82
2008	MT	Stillwater County	30095		Oil (bbl)	35
2010	CO	Delta County	08029		Oil (bbl)	35
2013	OK	Harper County	40059		Oil (bbl)	35.07
2010	LA	Bienville Parish	22013		Oil (bbl)	35.11
2005	LA	Bienville Parish	22013		Oil (bbl)	35.31
2012	LA	Bienville Parish	22013		Oil (bbl)	35.63
2007	OH	Athens County	39009		Oil (bbl)	36
2005	MO	Crawford County	29055		Lead Concentrate (tons)	36.12
2008	TX	Hemphill County	48211		Oil (bbl)	36.5
2007	OK	Creek County	40037		Gas (mcf)	37
2010	CO	Broomfield County	08014		Gas (mcf)	37.07
2012	LA	La Salle Parish	22059		Oil (bbl)	37.1
2009	MT	Yellowstone County	30111		Oil (bbl)	37.29
2013	CO	La Plata County	08067		Oil (bbl)	38
2010	LA	Beauregard Parish	22011		Oil (bbl)	38.47
2014	TX	Nueces County	48355		Oil (bbl)	38.52
2008	LA	St. Mary Parish	22101		Oil (bbl)	38.84
2006	OK	Creek County	40037		Gas (mcf)	39
2012	OK	Caddo County	40015		Oil (bbl)	39.05
2010	TX	Wilbarger County	48487		Oil (bbl)	39.06
2007	KS	Meade County	20119		Oil (bbl)	39.1
2010	MI	Lake County	26085		Oil (bbl)	39.33
2010	KY	Morgan County	21175		Gas (mcf)	39.6
2011	CO	Gunnison County	08051		Oil (bbl)	39.95
2005	OK	Creek County	40037		Gas (mcf)	40
2006	TX	Parker County	48367		Oil (bbl)	40
2007	Withheld	Withheld	Withheld		Gold and Silver Products (oz)	40
2010	CO	La Plata County	08067		Oil (bbl)	40.16
2012	CO	Bent County	08011		Oil (bbl)	40.39
2014	CO	La Plata County	08067		Oil (bbl)	40.55
2008	LA	Beauregard Parish	22011		Gas (mcf)	40.75
2005	CA	San Benito County	06069		Gas (mcf)	41
2008	KS	Stevens County	20189		Oil (bbl)	41
2006	LA	Lincoln Parish	22061		Oil (bbl)	41.19
2012	KY	Morgan County	21175		Gas (mcf)	41.54
2014	CO	Delta County	08029		Oil (bbl)	41.55
2012	UT	Daggett County	49009		Oil (bbl)	41.58
2012	CO	Arapahoe County	08005		Oil (bbl)	41.71
2010	MT	Yellowstone County	30111		Oil (bbl)	42.09
2008	CO	Arapahoe County	08005		Oil (bbl)	42.47
2013	CA	San Benito County	06069		Oil (bbl)	43
2005	Withheld	Withheld	Withheld		Gold and Silver Products (oz)	43
2010	OK	Caddo County	40015		Oil (bbl)	43.42
2007	CO	Arapahoe County	08005		Gas (mcf)	44.18
2007	LA	Cameron Parish	22023		Oil (bbl)	44.18
2014	CO	Broomfield County	08014		Oil (bbl)	44.64
2012	OK	Harper County	40059		Oil (bbl)	44.91
2014	KY	Morgan County	21175		Gas (mcf)	45.03
2007	UT	Daggett County	49009		Oil (bbl)	45.96
2012	CO	Fremont County	08043		Oil (bbl)	45.98
2011	LA	Lafourche Parish	22057		Oil (bbl)	46.66
2006	TX	Wheeler County	48483		Oil (bbl)	46.89
2006	Withheld	Withheld	Withheld		Zinc Concentrate (tons)	47
2011	TX	Jasper County	48241		Oil (bbl)	47.41
2009	UT	Daggett County	49009		Oil (bbl)	47.62
2006	CO	La Plata County	08067		Oil (bbl)	47.63
2013	KY	Morgan County	21175		Gas (mcf)	47.75
2011	CO	La Plata County	08067		Oil (bbl)	47.87
2007	KY	Lawrence County	21127		Gas (mcf)	48
2010	CO	Arapahoe County	08005		Oil (bbl)	48.84
2007	CO	Arapahoe County	08005		Oil (bbl)	48.95
2014	CO	San Miguel County	08113		Oil (bbl)	49
2007	CO	La Plata County	08067		Oil (bbl)	49.23
2011	LA	Beauregard Parish	22011		Gas (mcf)	49.34
2012	LA	Natchitoches Parish	22069		Oil (bbl)	49.57
2009	CO	Arapahoe County	08005		Oil (bbl)	50.13
2009	TX	Zapata County	48505		Oil (bbl)	50.79
2012	LA	Beauregard Parish	22011		Oil (bbl)	51.51
2011	CO	Delta County	08029		Oil (bbl)	51.61
2005	LA	Lincoln Parish	22061		Oil (bbl)	51.63
2006	LA	Beauregard Parish	22011		Oil (bbl)	51.81
2009	CA	San Luis Obispo County	06079		Gas (mcf)	52.47
2013	UT	Daggett County	49009		Oil (bbl)	52.47
2011	OK	Logan County	40083		Gas (mcf)	52.82
2010	MO	Washington County	29221		Zinc Concentrate (tons)	52.85
2008	CO	Delta County	08029		Oil (bbl)	52.92
2010	MS	Scott County	28123		Oil (bbl)	53
2006	CO	Arapahoe County	08005		Gas (mcf)	53.32
2006	CO	Arapahoe County	08005		Oil (bbl)	53.32
2005	LA	Beauregard Parish	22011		Oil (bbl)	53.35
2012	CO	Gunnison County	08051		Oil (bbl)	53.5
2014	CO	Fremont County	08043		Oil (bbl)	53.68
2011	LA	Natchitoches Parish	22069		Oil (bbl)	53.97
2009	CO	Mesa County	08077		Oil (bbl)	54.67
2014	TX	Hemphill County	48211		Oil (bbl)	54.76
2012	MS	Monroe County	28095		Oil (bbl)	55.4
2005	MO	Washington County	29221		Lead Concentrate (tons)	55.88
2009	MI	Lake County	26085		Oil (bbl)	56
2011	MT	Yellowstone County	30111		Oil (bbl)	56.21
2014	LA	Beauregard Parish	22011		Gas (mcf)	57.16
2010	UT	Daggett County	49009		Oil (bbl)	57.33
2011	CO	Fremont County	08043		Oil (bbl)	57.63
2009	TX	Freestone County	48161		Oil (bbl)	58.13
2007	LA	Beauregard Parish	22011		Gas (mcf)	59.31
2012	OH	Trumbull County	39155		Oil (bbl)	59.38
2006	LA	St. Mary Parish	22101		Oil (bbl)	59.75
2011	MS	Monroe County	28095		Oil (bbl)	60.46
2010	LA	Beauregard Parish	22011		Gas (mcf)	60.57
2010	OK	Harper County	40059		Oil (bbl)	61.13
2005	UT	Carbon County	49007		Oil (bbl)	62
2011	OK	Harper County	40059		Oil (bbl)	62.17
2011	MO	Crawford County	29055		Zinc Concentrate (tons)	62.42
2006	LA	Cameron Parish	22023		Oil (bbl)	62.78
2006	CO	Gunnison County	08051		Oil (bbl)	64
2008	TX	Zapata County	48505		Oil (bbl)	64.35
2010	CO	Fremont County	08043		Oil (bbl)	65.43
2010	TX	Freestone County	48161		Oil (bbl)	65.63
2012	CO	La Plata County	08067		Oil (bbl)	65.74
2012	MS	Lawrence County	28077		Gas (mcf)	66
2013	TX	Parker County	48367		Oil (bbl)	66
2005	CO	La Plata County	08067		Oil (bbl)	66.18
2013	CO	Fremont County	08043		Oil (bbl)	66.67
2010	MO	Crawford County	29055		Copper Concentrate (tons)	67.13
2012	MO	Crawford County	29055		Zinc Concentrate (tons)	67.91
2013	CO	Broomfield County	08014		Oil (bbl)	68
2009	Withheld	Withheld	Withheld		Zinc Concentrate (tons)	68
2005	CO	Arapahoe County	08005		Gas (mcf)	68.58
2005	CO	Arapahoe County	08005		Oil (bbl)	68.58
2005	TX	Wheeler County	48483		Oil (bbl)	68.58
2011	WY	Natrona County	56025		Oil (bbl)	69.02
2013	TX	Nueces County	48355		Oil (bbl)	70.03
2014	TX	Parker County	48367		Oil (bbl)	71
2011	TX	Freestone County	48161		Oil (bbl)	71.05
2008	Withheld	Withheld	Withheld		Zinc Concentrate (tons)	72
2006	CO	Delta County	08029		Oil (bbl)	72.9
2009	CO	Fremont County	08043		Oil (bbl)	73.04
2007	CO	Fremont County	08043		Oil (bbl)	73.23
2008	CO	Gunnison County	08051		Oil (bbl)	74
2006	Withheld	Withheld	Withheld		Gold and Silver Products (oz)	74
2011	UT	Daggett County	49009		Oil (bbl)	74.15
2005	CO	Fremont County	08043		Oil (bbl)	74.86
2008	OK	McClain County	40087		Oil (bbl)	74.95
2011	Withheld	Withheld	Withheld		Zinc Concentrate (tons)	75
2005	AL	Choctaw County	01023		Oil (bbl)	75.11
2006	FL	Santa Rosa County	12113		Oil (bbl)	77
2010	LA	La Salle Parish	22059		Oil (bbl)	77.12
2011	LA	La Salle Parish	22059		Oil (bbl)	78.21
2007	OK	McClain County	40087		Oil (bbl)	78.78
2012	TX	Nueces County	48355		Oil (bbl)	78.79
2006	LA	Beauregard Parish	22011		Gas (mcf)	81.46
2009	MS	Monroe County	28095		Oil (bbl)	81.57
2010	TX	Harrison County	48203		Oil (bbl)	83
2008	CO	Fremont County	08043		Oil (bbl)	83.01
2014	TX	Hidalgo County	48215		Oil (bbl)	84.35
2008	CO	La Plata County	08067		Oil (bbl)	84.41
2009	OK	Harper County	40059		Oil (bbl)	85.82
2005	CO	Delta County	08029		Oil (bbl)	85.93
2012	TX	Hidalgo County	48215		Oil (bbl)	86.06
2006	MS	Monroe County	28095		Oil (bbl)	86.08
2013	TX	Hidalgo County	48215		Oil (bbl)	86.12
2005	MS	Monroe County	28095		Oil (bbl)	86.81
2010	MS	Monroe County	28095		Oil (bbl)	86.81
2007	CO	Delta County	08029		Oil (bbl)	87.19
2005	LA	Beauregard Parish	22011		Gas (mcf)	87.8
2013	TX	Nacogdoches County	48347		Oil (bbl)	89.46
2008	MS	Monroe County	28095		Oil (bbl)	89.87
2006	OK	McClain County	40087		Oil (bbl)	90.65
2008	KY	Lawrence County	21127		Gas (mcf)	91
2005	UT	San Juan County	49037		Oil (bbl)	91
