Historic Coal Production Data: 2008
Source: The U.S. Energy Information Administration (EIA) and the U.S. Mine Safety and Health Administration

Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Basin	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Production (short tons)	Average Employees	Labor Hours
2008	103320	Davis Creek Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	National Coal Of Alabama Inc	"9 Office Park Circle, Suite 21, Birmingham, AL 35253"		"24,012"	10	"10,520"
2008	103323	Deerlick Mine	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Cahaba Resources Llc	"P.O. Box 122, Vance, AL 35490"		"120,830"	17	"46,776"
2008	103362	Cef Alabama #4	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Covol Engineered Fuels Lc	"P.O. Box 157, Brookwood, AL 35444"		0	20	"47,358"
2008	103364	Cef Alabama #7	Alabama	Tuscaloosa	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Covol Engineered Fuels Lc	"13702 Milldale Rd, Brookwood, AL 35444"		0	13	"24,561"
2008	103365	Cef Alabama #5	Alabama	Tuscaloosa	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Covol Engineered Fuels Lc	"13108 Covol #5 Plant Road, Brookwood, AL 35444"		0	16	"33,357"
2008	100347	Choctaw Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Taft Coal Sales & Associates I	"3500 35th Ave. North, Birmingham, AL 35207"		"642,109"	95	"266,440"
2008	101362	Manchester Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals Inc	"P.O. Box 1190, Sumiton, AL 35148"		"147,914"	28	"74,305"
2008	102996	Jap Creek Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Reed Minerals Inc	"3699 Industrial Pkwy/P.O. Box, Jasper, AL 35502"		"393,203"	65	"162,848"
2008	103002	Corinth Mine	Alabama	Walker	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Mine only	Warrior Investment Co Inc	"218 Hwy 195 N, Jasper, AL 35503"		"140,604"	26	"63,896"
2008	103004	Miner Hollow Mine #2	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Kennedy Brothers Construction	"912 Edenton Street, Birmingham, AL 35242"		917	4	150
2008	103019	Surface Mine #1	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Drummond Company Inc	"3000 Highway 78 West, Jasper, AL 35501"	United Mine Workers of America	"168,835"	31	"49,186"
2008	103116	L Massey Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	National Coal Of Alabama Inc	"9 Office Park, Suite 216, Birmingham, AL 35253"		"359,424"	29	"99,907"
2008	103155	Corinth Prep Plant	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Preparation Plant	Warrior Investment Company Inc	"218 Highway 195, Jasper, AL 35503"		0	11	"28,474"
2008	103155	Corinth Prep Plant	Alabama	Walker	Appalachia Southern	Active	Underground	Indepedent Producer Operator	Preparation Plant	Warrior Investment Company Inc	"218 Highway 195, Jasper, AL 35503"		0	10	"28,473"
2008	103195	Mccollum Mine	Alabama	Walker	Appalachia Southern	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	"Quality Coal, Inc."	"P.O. Box 2705, Jasper, AL 35502"		"40,005"	7	"9,429"
2008	103292	Redstar	Alabama	Walker	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	Cherokee Mining Llc	"74 Industrial Parkway, Jasper, AL 35501"		"224,869"	38	"109,468"
2008	103305	Blue Creek Mine	Alabama	Walker	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	"Quality Coal Co., Inc."	"3801 N. Airport Road, Jasper, AL 35504"		"15,008"	16	"6,511"
2008	103319	Nicholas Mine	Alabama	Walker	Appalachia Southern	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Reed Minerals Inc	"3699 Industrial Pkwy, Japser, AL 35501"		"38,918"	13	"27,187"
2008	103322	Pleasant Grove South	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Quality Coal, Inc."	"3801 N. Airport Road, Jasper, AL 35504"		"147,548"	26	"53,345"
2008	103336	Sugar Town Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	"Haley Bros. Coal, Inc."	"414 5th Ave Nw, Carbon Hill, AL 35594"		"162,050"	26	"68,200"
2008	103337	Gooden Creek	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Birmingham Coal & Coke Co Inc	"912 Edenton Street, Birmingham, AL 35242"		"141,824"	19	"50,932"
2008	103339	Mallards Creek Mine	Alabama	Walker	Appalachia Southern	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Haley Brothers Coal Inc	"P.O. Box 147, Eldridge, AL 35554"		371	9	810
2008	103342	Reese's Branch	Alabama	Walker	Appalachia Southern	Active	Surface	Contractor	Mine only	Cedar Lake Mining Inc	"2361 Cumberland Lake Drive, Pinson, AL 35126"		"392,685"	49	"99,085"
2008	103370	Cresent Valley Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	National Coal Of Alabama Inc	"P.O. Box 531044, Birmingham, AL 35233"		"108,871"	19	"22,651"
2008	103372	Cane Creek Mine	Alabama	Walker	Appalachia Southern	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Cane Creek Llc	"P.O. Box 2322, Jasper, AL 35504"		"2,400"	5	448
2008	103376	Town Creek	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Reed Minerals Inc	"3699 Industrial Parkway, Jasper, AL 35501"		"190,503"	41	"84,992"
2008	103397	Parrish Mine	Alabama	Walker	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Black Warrior Minerals Inc	"P.O. Box 1190, Sumiton, AL 35148"		"12,567"	14	"1,536"
2008	102639	Hickory Grove	Alabama	Winston	Appalachia Southern	Permanently abandoned	Surface	Operating Subsidiary	Mine only	National Coal Of Alabama Inc	"P.O. Box 531044, Birmingham, AL 35253"		"21,664"	12	"4,065"
2008	103321	Poplar Springs	Alabama	Winston	Appalachia Southern	Active	Surface	Operating Subsidiary	Mine only	National Coal Of Alabama Inc	"P.O. Box 531044, Birmingham, AL 35253"		"355,947"	45	"137,065"
2008	103358	Old Union	Alabama	Winston	Appalachia Southern	Active	Surface	Indepedent Producer Operator	Mine only	Birmingham Coal & Coke Co Inc	"912 Edenton St, Birmingham, AL 35242"		"238,353"	28	"71,880"
2008	5000030	Usibelli	Alaska	Yukon-Koyukuk	Western	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Usibelli Coal Mine Inc	"P.O. Box 1000, Healy, AK 99743"	Teamsters	"1,477,015"	104	"234,809"
2008	201195	Kayenta Mine	Arizona	Navajo	Western	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Peabody Western Coal Company	"P.O. Box 650, Kayenta, AZ 86033"	United Mine Workers of America	"8,024,973"	419	"999,459"
2008	301569	Penny #1	Arkansas	Sebastian	Interior	Active	Surface	Indepedent Producer Operator	Mine only	Comer Mining Company	"P.O. Box 986, Greenwood, AR 72936"		"1,789"	2	"1,310"
2008	301736	Sebastian County Coal Mine	Arkansas	Sebastian	Interior	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine and Preparation Plant	"Heidtman Mining, Llc"	"P.O. Box 312, Hartford, AR 72938"		"67,392"	91	"211,455"
2008	504775	Isaacs Run Hwm	Colorado	Adams	Western	Permanently abandoned	Surface	Contractor	Mine only	Icg Addcar Systems Llc	"No. 1 Hwm Drive, Ashland, KY 41102"		"21,090"	8	"5,112"
2008	503818	Terror Creek Loadout	Colorado	Delta	Uinta Region	Active	Underground	Operating Subsidiary	Preparation Plant	Terror Creek Company	"43440 Bowie Rd, Paonia, CO 81428"		0	5	"9,649"
2008	504591	Bowie No 2 Mine	Colorado	Delta	Uinta Region	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Bowie Resources Llc	"P.O. Box 1488, Paonia, CO 81428"		"2,861,938"	272	"563,184"
2008	503013	Mc Clane Canyon Mine	Colorado	Garfield	Uinta Region	Active	Underground	Indepedent Producer Operator	Mine only	"Mcclane Canyon Mining, Llc"	"P.O. Box 98, Loma, CO 81524"		"283,150"	26	"66,985"
2008	503672	West Elk Mine	Colorado	Gunnison	Uinta Region	Active	Underground	Operating Subsidiary	Mine only	"Mountain Coal Company, L.L.C."	"P.O. Box 591, Somerset, CO 81434"		"5,858,789"	408	"921,864"
2008	504674	Elk Creek Mine	Colorado	Gunnison	Uinta Region	Active	Underground	Operating Subsidiary	Mine only	"Oxbow Mining, Llc"	"P.O. Box 535, Somerset, CO 81434"		"4,902,633"	329	"639,371"
2008	500266	King I	Colorado	La Plata	Western	Active	Underground	Operating Subsidiary	Mine only	"National King Coal, Llc"	"4424 County Road 120, Hesperus, CO 81326"		"236,253"	48	"113,652"
2008	504864	King Ii	Colorado	La Plata	Western	Active	Underground	Indepedent Producer Operator	Mine only	"National King Coal, Llc"	"4424 County Road 120, Hesperus, CO 81326"		"155,665"	18	"43,164"
2008	502838	Trapper Mine	Colorado	Moffat	Uinta Region	Active	Surface	Indepedent Producer Operator	Mine only	Trapper Mining Inc	"P.O. Box 187, Craig, CO 81626"	International Union of Operation Engineers	"2,320,452"	170	"359,386"
2008	502962	Colowyo Mine	Colorado	Moffat	Uinta Region	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Colowyo Coal Company L P	"5731 State Highway 13, Meeker, CO 81641"		"4,914,363"	320	"659,497"
2008	500299	New Horizon Mine	Colorado	Montrose	Western	Active	Surface	Operating Subsidiary	Mine only	"Western Fuels-Colorado, Llc"	"P.O. Box 628, Nucla, CO 81424"	United Mine Workers of America	"402,942"	28	"54,113"
2008	503505	Deserado Mine	Colorado	Rio Blanco	Uinta Region	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Blue Mountain Energy Inc	"3607 County Road #65, Rangely, CO 81648"	United Mine Workers of America	"2,067,009"	157	"339,569"
2008	503836	Foidel Creek Mine	Colorado	Routt	Uinta Region	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Twentymile Coal Company	"29515 Routt County Rd#27, Oak Creek, CO 80467"		"8,004,176"	496	"1,094,171"
2008	1102751	I-1 Mine	Illinois	Gallatin	Illinois Basin	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Illinois Fuel Company Llc	"920 Gape Hollow Rd, Herod, IL 62947"		"91,138"	24	"47,999"
2008	1103017	Wildcat Hills Mine	Illinois	Gallatin	Illinois Basin	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Black Beauty Coal Company	"7100 Eagle Crest Blvd., Suite, Evansville, IN 47715"		"2,230,577"	166	"407,733"
2008	1103020	Creek Paum Mine	Illinois	Jackson	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Knight Hawk Coal Llc	"500 Cuttler-Trico Road, Percy, IL 62272"		"1,068,071"	73	"171,561"
2008	1103020	Creek Paum Mine	Illinois	Jackson	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Knight Hawk Coal Llc	"500 Cuttler-Trico Road, Percy, IL 62272"		0	1	"2,064"
2008	1103121	Elkville No.1 Mine	Illinois	Jackson	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine only	S Coal Company	"770 Coal Rd, Elkville, IL 62932"		"318,549"	44	"87,904"
2008	1103140	Cora Terminal	Illinois	Jackson	Illinois Basin	Active	Surface	Indepedent Producer Operator	Preparation Plant	Kinder Morgan Operating Ltd	"262 Cora Road, Rockwood, IL 62280"	International Union of Operation Engineers	0	25	"52,158"
2008	1103140	Cora Terminal	Illinois	Jackson	Illinois Basin	Active	Underground	Indepedent Producer Operator	Preparation Plant	Kinder Morgan Operating Ltd	"262 Cora Road, Rockwood, IL 62280"	International Union of Operation Engineers	0	24	"52,157"
2008	1103162	Royal Falcon Mine	Illinois	Jackson	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine only	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		"195,753"	27	"68,705"
2008	1102632	Crown Iii Mine	Illinois	Macoupin	Illinois Basin	Active	Underground	Contractor	Mine and Preparation Plant	Centre Crown Mining Llc	"2 Mine Avenue, Farmersville, IL 62533"	United Mine Workers of America	"1,407,552"	261	"593,333"
2008	1103045	Red Hawk	Illinois	Perry	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		"660,126"	33	"78,552"
2008	1103119	A M No 3	Illinois	Perry	Illinois Basin	Active	Surface	Contractor	Mine only	Auger Mining Inc	"P.O. Box 195, Freeburg, IL 62243"		"24,337"	2	"2,200"
2008	1103143	Prairie Eagle	Illinois	Perry	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine only	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Road, Percy, IL 62272"		"433,234"	23	"62,843"
2008	1103147	Prairie Eagle - Underground	Illinois	Perry	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Rd, Percy, IL 62272"		0	3	"6,761"
2008	1103147	Prairie Eagle - Underground	Illinois	Perry	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	"Knight Hawk Coal, Llc"	"500 Cutler-Trico Rd, Percy, IL 62272"		"1,112,101"	71	"156,175"
2008	1102408	Gateway Mine	Illinois	Randolph	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine only	Black Beauty Coal Company	"7100 Eagle Crest Blvd., Suite, Evansville, IN 47715"		"3,198,251"	196	"479,243"
2008	1102546	Preparation Plant	Illinois	Randolph	Illinois Basin	Active	Underground	Indepedent Producer Operator	Preparation Plant	Black Beauty Coal Company	"P.O. Box 397, Coulterville, IL 62237"		0	29	"62,260"
2008	1102752	Galatia Mine	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	The American Coal Company	"P.O. Box 727, Harrisburg, IL 62946"		"5,263,019"	854	"1,929,636"
2008	1103054	Willow Lake Portal	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Mine only	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"	AFCI	"3,621,056"	414	"915,417"
2008	1103099	Willow Lake Central Preparatio	Illinois	Saline	Illinois Basin	Active	Surface	Operating Subsidiary	Preparation Plant	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"	AFCI	0	13	"27,596"
2008	1103099	Willow Lake Central Preparatio	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Preparation Plant	Big Ridge Inc	"420 Long Lane Road, Equality, IL 62934"	AFCI	0	36	"78,544"
2008	1103156	Wildcat Hills Mine - Undergrou	Illinois	Saline	Illinois Basin	Active	Underground	Operating Subsidiary	Mine only	Black Beauty Coal Company	"7100 Eagle Crst Blvd #200, Evansville, IN 47715"		"709,428"	79	"203,366"
2008	1102664	Viper Mine	Illinois	Sangamon	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	"Icg Illinois, Llc"	"8100 East Main, Williamsville, IL 62693"		"2,261,029"	268	"573,225"
2008	1103060	Riola Mine Complex-Vermilion G	Illinois	Vermilion	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Black Beauty Coal Company	"4500 N. 1500 E. Rd., Ridge Farm, IL 61870"		"1,129,783"	168	"410,750"
2008	1103064	Friendsville Mine	Illinois	Wabash	Illinois Basin	Active	Surface	Operating Subsidiary	Mine only	Friendsville Mine Llc	"528 Main St, Ste 202, Evansville, IN 47708"		"1,037,125"	55	"152,981"
2008	1103058	Pattiki	Illinois	White	Illinois Basin	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	"White County Coal, Llc"	"P.O. Box 457, Carmi, IL 62821"		"2,653,250"	313	"803,738"
2008	1103141	Mach #1 Mine	Illinois	Williamson	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Mach Mining Llc	"P.O. Box 300, Johnston City, IL 62951"		"5,503,665"	166	"392,158"
2008	1202397	Chinook Plant	Indiana	Clay	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Covol Engineered Fuels	"3589 N County Rd 500 W, Brazil, IN 47834"		0	6	"14,829"
2008	1202397	Chinook Plant	Indiana	Clay	Illinois Basin	Active	Underground	Indepedent Producer Operator	Mine and Preparation Plant	Covol Engineered Fuels	"3589 N County Rd 500 W, Brazil, IN 47834"		0	6	"14,829"
2008	1201732	Craney Mine	Indiana	Daviess	Illinois Basin	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Solar Sources Inc	"Post Office Box 7, Petersburg, IN 47567"		"1,959,444"	116	"330,362"
2008	1201946	Viking Mine	Indiana	Daviess	Illinois Basin	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Black Beauty Coal Company	"P.O. Box 28, Montgomery, IN 47558"		"1,575,624"	146	"367,953"
