State	County	Year	Volume	Commodity	Product
PA	Lycoming County	2008	256810		Coal (short tons)
PA	Northumberland County	2008	67343		Coal (short tons)
PA	Schuylkill County	2008	3325		Coal (short tons)
PA	Somerset County	2008	14320		Coal (short tons)
PA	Tioga County	2008	1839		Coal (short tons)
PA	Venango County	2008	12694		Coal (short tons)
PA	Washington County	2008	67937		Coal (short tons)
PA	Westmoreland County	2008	9084		Coal (short tons)
PA	Allegheny County	2009	2362		Coal (short tons)
PA	Armstrong County	2009	14037		Coal (short tons)
PA	Beaver County	2009	25797		Coal (short tons)
PA	Bedford County	2009	26132		Coal (short tons)
PA	Butler County	2009	11610		Coal (short tons)
PA	Cambria County	2009	5208		Coal (short tons)
PA	Cameron County	2009	13415		Coal (short tons)
PA	Centre County	2009	3445		Coal (short tons)
PA	Clarion County	2009	42605		Coal (short tons)
PA	Clearfield County	2009	3409		Coal (short tons)
PA	Columbia County	2009	10509		Coal (short tons)
PA	Dauphin County	2009	3526		Coal (short tons)
PA	Elk County	2009	14786		Coal (short tons)
PA	Fayette County	2009	13573		Coal (short tons)
PA	Greene County	2009	764214		Coal (short tons)
PA	Monongalia County	2009	3768844		Coal (short tons)
PA	Jefferson County	2009	34881		Coal (short tons)
PA	Lackawanna County	2009	7189		Coal (short tons)
PA	Luzerne County	2009	225		Coal (short tons)
PA	Lycoming County	2009	244535		Coal (short tons)
PA	Northumberland County	2009	125		Coal (short tons)
PA	Schuylkill County	2009	1979		Coal (short tons)
PA	Somerset County	2009	4216		Coal (short tons)
PA	Tioga County	2009	1481		Coal (short tons)
PA	Washington County	2009	159891		Coal (short tons)
PA	Westmoreland County	2009	2858		Coal (short tons)
PA	Allegheny County	2010	8386		Coal (short tons)
PA	Armstrong County	2010	8260		Coal (short tons)
PA	Beaver County	2010	179386		Coal (short tons)
PA	Bedford County	2010	37939		Coal (short tons)
PA	Butler County	2010	12010		Coal (short tons)
PA	Cambria County	2010	5217		Coal (short tons)
PA	Cameron County	2010	39412		Coal (short tons)
PA	Centre County	2010	98436		Coal (short tons)
PA	Clarion County	2010	52113		Coal (short tons)
PA	Clearfield County	2010	18019		Coal (short tons)
PA	Columbia County	2010	11218		Coal (short tons)
PA	Dauphin County	2010	2129		Coal (short tons)
PA	Elk County	2010	43476		Coal (short tons)
PA	Fayette County	2010	13773		Coal (short tons)
PA	Greene County	2010	972838		Coal (short tons)
PA	Monongalia County	2010	4507606		Coal (short tons)
PA	Jefferson County	2010	241861		Coal (short tons)
PA	Lackawanna County	2010	14609		Coal (short tons)
PA	Lycoming County	2010	251818		Coal (short tons)
PA	Mercer County	2010	89532		Coal (short tons)
PA	Northumberland County	2010	56338		Coal (short tons)
PA	Schuylkill County	2010	24728		Coal (short tons)
PA	Somerset County	2010	18185		Coal (short tons)
PA	Venango County	2010	5417		Coal (short tons)
PA	Washington County	2010	272729		Coal (short tons)
PA	Westmoreland County	2010	8556		Coal (short tons)
PA	Allegheny County	2011	12186		Coal (short tons)
PA	Armstrong County	2011	11706		Coal (short tons)
PA	Beaver County	2011	188609		Coal (short tons)
PA	Bedford County	2011	30539		Coal (short tons)
PA	Blair County	2011	29577		Coal (short tons)
PA	Butler County	2011	24761		Coal (short tons)
PA	Cambria County	2011	10834		Coal (short tons)
PA	Cameron County	2011	43261		Coal (short tons)
PA	Centre County	2011	101300		Coal (short tons)
PA	Clarion County	2011	19191		Coal (short tons)
PA	Clearfield County	2011	2832		Coal (short tons)
PA	Columbia County	2011	11822		Coal (short tons)
PA	Dauphin County	2011	4009		Coal (short tons)
PA	Elk County	2011	47811		Coal (short tons)
PA	Fayette County	2011	22553		Coal (short tons)
PA	Monongalia County	2011	4341984		Coal (short tons)
PA	Indiana County	2011	7387		Coal (short tons)
PA	Jefferson County	2011	346639		Coal (short tons)
PA	Lackawanna County	2011	14522		Coal (short tons)
PA	Luzerne County	2011	868		Coal (short tons)
PA	Lycoming County	2011	222923		Coal (short tons)
PA	Mercer County	2011	55272		Coal (short tons)
PA	Schuylkill County	2011	1410		Coal (short tons)
PA	Somerset County	2011	2078		Coal (short tons)
PA	Venango County	2011	19594		Coal (short tons)
PA	Washington County	2011	141155		Coal (short tons)
PA	Westmoreland County	2011	5517		Coal (short tons)
PA	Allegheny County	2012	12267		Coal (short tons)
PA	Armstrong County	2012	12162		Coal (short tons)
PA	Beaver County	2012	231756		Coal (short tons)
PA	Bedford County	2012	97982		Coal (short tons)
PA	Blair County	2012	31137		Coal (short tons)
PA	Butler County	2012	33321		Coal (short tons)
PA	Cambria County	2012	18294		Coal (short tons)
PA	Cameron County	2012	13770		Coal (short tons)
PA	Centre County	2012	148371		Coal (short tons)
PA	Clarion County	2012	15134		Coal (short tons)
PA	Clearfield County	2012	3229		Coal (short tons)
PA	Columbia County	2012	8526		Coal (short tons)
PA	Dauphin County	2012	5603		Coal (short tons)
PA	Elk County	2012	19436		Coal (short tons)
PA	Fayette County	2012	10050		Coal (short tons)
PA	Greene County	2012	3231148		Coal (short tons)
PA	Indiana County	2012	11843		Coal (short tons)
PA	Jefferson County	2012	273253		Coal (short tons)
PA	Lackawanna County	2012	13677		Coal (short tons)
PA	Luzerne County	2012	315		Coal (short tons)
PA	Lycoming County	2012	216357		Coal (short tons)
PA	Mercer County	2012	9298		Coal (short tons)
PA	Northumberland County	2012	87		Coal (short tons)
PA	Schuylkill County	2012	10408		Coal (short tons)
PA	Somerset County	2012	2523		Coal (short tons)
PA	Venango County	2012	57526		Coal (short tons)
PA	Washington County	2012	120082		Coal (short tons)
PA	Westmoreland County	2012	24069		Coal (short tons)
PA	Allegheny County	2013	21665		Coal (short tons)
PA	Armstrong County	2013	5239		Coal (short tons)
PA	Beaver County	2013	206524		Coal (short tons)
PA	Bedford County	2013	129795		Coal (short tons)
PA	Blair County	2013	31677		Coal (short tons)
PA	Butler County	2013	30679		Coal (short tons)
PA	Cambria County	2013	98355		Coal (short tons)
PA	Carbon County	2013	22040		Coal (short tons)
PA	Centre County	2013	152907		Coal (short tons)
PA	Clarion County	2013	18755		Coal (short tons)
PA	Columbia County	2013	32940		Coal (short tons)
PA	Dauphin County	2013	5122		Coal (short tons)
PA	Elk County	2013	35759		Coal (short tons)
PA	Fayette County	2013	5129		Coal (short tons)
PA	Greene County	2013	157289		Coal (short tons)
PA	Huntingdon County	2013	2918		Coal (short tons)
PA	Indiana County	2013	24554		Coal (short tons)
PA	Jefferson County	2013	479918		Coal (short tons)
PA	Lackawanna County	2013	6044		Coal (short tons)
PA	Luzerne County	2013	25473		Coal (short tons)
PA	Lycoming County	2013	228232		Coal (short tons)
PA	Mercer County	2013	38544		Coal (short tons)
PA	Northumberland County	2013	7512		Coal (short tons)
PA	Schuylkill County	2013	19185		Coal (short tons)
PA	Somerset County	2013	2780		Coal (short tons)
PA	Venango County	2013	28307		Coal (short tons)
PA	Washington County	2013	98968		Coal (short tons)
PA	Westmoreland County	2013	15344		Coal (short tons)
TN	Campbell County	2004	10455		Coal (short tons)
TN	Claiborne County	2004	12890		Coal (short tons)
TN	Cumberland County	2004	90281		Coal (short tons)
TN	Fentress County	2004	111314		Coal (short tons)
TN	Scott County	2004	172515		Coal (short tons)
TN	Anderson County	2005	19335		Coal (short tons)
TN	Campbell County	2005	332		Coal (short tons)
TN	Claiborne County	2005	31252		Coal (short tons)
TN	Cumberland County	2005	9588		Coal (short tons)
TN	Fentress County	2005	33413		Coal (short tons)
TN	Grundy County	2005	7870		Coal (short tons)
TN	Scott County	2005	35871		Coal (short tons)
TN	Anderson County	2006	26662		Coal (short tons)
TN	Campbell County	2006	370597		Coal (short tons)
TN	Claiborne County	2006	27936		Coal (short tons)
TN	Cumberland County	2006	12986		Coal (short tons)
TN	Morgan County	2006	500		Coal (short tons)
TN	Anderson County	2007	81047		Coal (short tons)
TN	Campbell County	2007	357753		Coal (short tons)
TN	Claiborne County	2007	31967		Coal (short tons)
TN	Fentress County	2007	3274		Coal (short tons)
TN	Anderson County	2008	37292		Coal (short tons)
TN	Campbell County	2008	62849		Coal (short tons)
TN	Claiborne County	2008	54665		Coal (short tons)
TN	Fentress County	2008	21703		Coal (short tons)
TN	Anderson County	2009	113341		Coal (short tons)
TN	Campbell County	2009	65950		Coal (short tons)
TN	Claiborne County	2009	21028		Coal (short tons)
TN	Fentress County	2009	21356		Coal (short tons)
TN	Anderson County	2010	34518		Coal (short tons)
TN	Campbell County	2010	29803		Coal (short tons)
TN	Claiborne County	2010	196663		Coal (short tons)
TN	Fentress County	2010	16789		Coal (short tons)
TN	Anderson County	2011	12663		Coal (short tons)
TN	Campbell County	2011	63006		Coal (short tons)
TN	Claiborne County	2011	138985		Coal (short tons)
TN	Fentress County	2011	203		Coal (short tons)
TN	Anderson County	2012	5369		Coal (short tons)
TN	Campbell County	2012	71352		Coal (short tons)
TN	Claiborne County	2012	34375		Coal (short tons)
TN	Anderson County	2013	18250		Coal (short tons)
TN	Campbell County	2013	51020		Coal (short tons)
TN	Claiborne County	2013	173221		Coal (short tons)
TX	Atascosa County	2004	3089624		Coal (short tons)
TX	Freestone County	2004	4339582		Coal (short tons)
TX	Harrison County	2004	4275227		Coal (short tons)
TX	Hopkins County	2004	2580770		Coal (short tons)
TX	Leon County	2004	6456625		Coal (short tons)
TX	Milam County	2004	6105182		Coal (short tons)
TX	Panola County	2004	1470683		Coal (short tons)
TX	Robertson County	2004	1944757		Coal (short tons)
TX	Rusk County	2004	5975453		Coal (short tons)
TX	Titus County	2004	2778878		Coal (short tons)
TX	Webb County	2004	39818		Coal (short tons)
TX	Atascosa County	2005	3328840		Coal (short tons)
TX	Bastrop County	2005	2551615		Coal (short tons)
TX	Freestone County	2005	4438449		Coal (short tons)
TX	Harrison County	2005	4602752		Coal (short tons)
TX	Hopkins County	2005	2508860		Coal (short tons)
TX	Leon County	2005	6916386		Coal (short tons)
TX	Milam County	2005	3202356		Coal (short tons)
TX	Panola County	2005	1502979		Coal (short tons)
TX	Robertson County	2005	2178792		Coal (short tons)
TX	Rusk County	2005	5983205		Coal (short tons)
TX	Titus County	2005	2607152		Coal (short tons)
TX	Atascosa County	2006	3637167		Coal (short tons)
TX	Bastrop County	2006	6724731		Coal (short tons)
TX	Freestone County	2006	4462066		Coal (short tons)
TX	Harrison County	2006	3972626		Coal (short tons)
TX	Hopkins County	2006	2534549		Coal (short tons)
TX	Leon County	2006	6781523		Coal (short tons)
TX	Panola County	2006	1090377		Coal (short tons)
TX	Robertson County	2006	1788496		Coal (short tons)
TX	Rusk County	2006	4843839		Coal (short tons)
TX	Titus County	2006	2860434		Coal (short tons)
TX	Atascosa County	2007	3121114		Coal (short tons)
TX	Bastrop County	2007	4120619		Coal (short tons)
TX	Freestone County	2007	3873359		Coal (short tons)
TX	Harrison County	2007	4153485		Coal (short tons)
TX	Hopkins County	2007	2134207		Coal (short tons)
TX	Leon County	2007	6779166		Coal (short tons)
TX	Panola County	2007	2157359		Coal (short tons)
TX	Robertson County	2007	1902877		Coal (short tons)
TX	Rusk County	2007	4108562		Coal (short tons)
TX	Titus County	2007	3425360		Coal (short tons)
TX	Atascosa County	2008	3078762		Coal (short tons)
TX	Freestone County	2008	3338979		Coal (short tons)
TX	Harrison County	2008	4054916		Coal (short tons)
TX	Hopkins County	2008	1943419		Coal (short tons)
TX	Lee County	2008	3754012		Coal (short tons)
TX	Leon County	2008	6453799		Coal (short tons)
TX	Panola County	2008	1792031		Coal (short tons)
TX	Robertson County	2008	2121961		Coal (short tons)
TX	Rusk County	2008	4655079		Coal (short tons)
TX	Titus County	2008	2730260		Coal (short tons)
TX	Atascosa County	2009	3158885		Coal (short tons)
TX	Freestone County	2009	3253584		Coal (short tons)
TX	Harrison County	2009	3845279		Coal (short tons)
TX	Hopkins County	2009	1967617		Coal (short tons)
TX	Lee County	2009	4887765		Coal (short tons)
TX	Leon County	2009	5092532		Coal (short tons)
TX	Limestone County	2009	875433		Coal (short tons)
TX	Panola County	2009	904837		Coal (short tons)
TX	Robertson County	2009	1724612		Coal (short tons)
TX	Rusk County	2009	4225852		Coal (short tons)
TX	Titus County	2009	641252		Coal (short tons)
TX	Atascosa County	2010	3294198		Coal (short tons)
TX	Freestone County	2010	2619451		Coal (short tons)
TX	Harrison County	2010	4568991		Coal (short tons)
TX	Hopkins County	2010	1858244		Coal (short tons)
TX	Lee County	2010	5364236		Coal (short tons)
TX	Leon County	2010	4170923		Coal (short tons)
TX	Limestone County	2010	6303847		Coal (short tons)
TX	Panola County	2010	3082752		Coal (short tons)
TX	Robertson County	2010	1869981		Coal (short tons)
TX	Rusk County	2010	2977556		Coal (short tons)
TX	Titus County	2010	748921		Coal (short tons)
TX	Atascosa County	2011	3204153		Coal (short tons)
TX	Freestone County	2011	1815582		Coal (short tons)
TX	Harrison County	2011	4041305		Coal (short tons)
TX	Hopkins County	2011	1267357		Coal (short tons)
TX	Lee County	2011	7192404		Coal (short tons)
TX	Leon County	2011	4221546		Coal (short tons)
TX	Limestone County	2011	8630793		Coal (short tons)
TX	Panola County	2011	2537285		Coal (short tons)
TX	Robertson County	2011	1826445		Coal (short tons)
TX	Rusk County	2011	3227650		Coal (short tons)
TX	Titus County	2011	1584019		Coal (short tons)
TX	Atascosa County	2012	3308314		Coal (short tons)
TX	Freestone County	2012	3005616		Coal (short tons)
TX	Harrison County	2012	4252226		Coal (short tons)
TX	Hopkins County	2012	863143		Coal (short tons)
TX	Lee County	2012	7760301		Coal (short tons)
TX	Leon County	2012	4227779		Coal (short tons)
TX	Limestone County	2012	8236336		Coal (short tons)
TX	Panola County	2012	2385146		Coal (short tons)
TX	Robertson County	2012	1357420		Coal (short tons)
TX	Rusk County	2012	3061443		Coal (short tons)
TX	Titus County	2012	1413200		Coal (short tons)
TX	Atascosa County	2013	3172282		Coal (short tons)
TX	Freestone County	2013	3232521		Coal (short tons)
TX	Harrison County	2013	3913377		Coal (short tons)
TX	Lee County	2013	7189178		Coal (short tons)
TX	Leon County	2013	4978299		Coal (short tons)
TX	Limestone County	2013	8769129		Coal (short tons)
TX	Panola County	2013	2218998		Coal (short tons)
TX	Robertson County	2013	1712679		Coal (short tons)
TX	Rusk County	2013	3431486		Coal (short tons)
TX	Titus County	2013	1027817		Coal (short tons)
UT	Emery County	2004	103355		Coal (short tons)
UT	Sevier County	2004	7568276		Coal (short tons)
UT	Sevier County	2005	7568934		Coal (short tons)
UT	Sevier County	2006	7907935		Coal (short tons)
UT	Sevier County	2007	6711925		Coal (short tons)
UT	Sevier County	2008	6946075		Coal (short tons)
UT	Sevier County	2009	6748311		Coal (short tons)
UT	Sevier County	2010	6398350		Coal (short tons)
UT	Sevier County	2011	6498011		Coal (short tons)
UT	Kane County	2012	570138		Coal (short tons)
UT	Sevier County	2012	5650446		Coal (short tons)
UT	Kane County	2013	741178		Coal (short tons)
UT	Sevier County	2013	5960266		Coal (short tons)
VA	Buchanan County	2004	11041		Coal (short tons)
VA	Dickenson County	2004	624		Coal (short tons)
VA	Lee County	2004	293374		Coal (short tons)
VA	Russell County	2004	18953		Coal (short tons)
VA	Tazewell County	2004	182100		Coal (short tons)
VA	Buchanan County	2005	9777		Coal (short tons)
VA	Dickenson County	2005	98228		Coal (short tons)
VA	Lee County	2005	2283		Coal (short tons)
VA	Russell County	2005	26624		Coal (short tons)
VA	Tazewell County	2005	92814		Coal (short tons)
VA	Wise County	2005	713		Coal (short tons)
VA	Buchanan County	2006	618		Coal (short tons)
VA	Dickenson County	2006	11574		Coal (short tons)
VA	Lee County	2006	6600		Coal (short tons)
VA	Russell County	2006	918		Coal (short tons)
VA	Tazewell County	2006	7243		Coal (short tons)
VA	Wise County	2006	41405		Coal (short tons)
VA	Buchanan County	2007	1598		Coal (short tons)
VA	Dickenson County	2007	160859		Coal (short tons)
VA	Lee County	2007	832		Coal (short tons)
VA	Russell County	2007	26353		Coal (short tons)
VA	Tazewell County	2007	25579		Coal (short tons)
VA	Wise County	2007	297477		Coal (short tons)
VA	Buchanan County	2008	16946		Coal (short tons)
VA	Dickenson County	2008	5193		Coal (short tons)
VA	Lee County	2008	8466		Coal (short tons)
VA	Russell County	2008	43096		Coal (short tons)
VA	Tazewell County	2008	95255		Coal (short tons)
VA	Wise County	2008	2237		Coal (short tons)
VA	Buchanan County	2009	234474		Coal (short tons)
VA	Dickenson County	2009	54160		Coal (short tons)
VA	Lee County	2009	519		Coal (short tons)
VA	Russell County	2009	191612		Coal (short tons)
VA	Tazewell County	2009	488891		Coal (short tons)
VA	Wise County	2009	368236		Coal (short tons)
VA	Buchanan County	2010	2849		Coal (short tons)
VA	Dickenson County	2010	128209		Coal (short tons)
VA	Giles County	2010	141110		Coal (short tons)
VA	Lee County	2010	10603		Coal (short tons)
VA	Russell County	2010	8264		Coal (short tons)
VA	Tazewell County	2010	575177		Coal (short tons)
VA	Wise County	2010	741434		Coal (short tons)
VA	Buchanan County	2011	7844		Coal (short tons)
VA	Dickenson County	2011	6287		Coal (short tons)
VA	Giles County	2011	151260		Coal (short tons)
VA	Lee County	2011	185288		Coal (short tons)
VA	Russell County	2011	120582		Coal (short tons)
VA	Tazewell County	2011	52274		Coal (short tons)
VA	Wise County	2011	54280		Coal (short tons)
VA	Buchanan County	2012	115761		Coal (short tons)
VA	Dickenson County	2012	59671		Coal (short tons)
VA	Giles County	2012	174807		Coal (short tons)
VA	Lee County	2012	58820		Coal (short tons)
VA	Russell County	2012	73542		Coal (short tons)
VA	Tazewell County	2012	228312		Coal (short tons)
VA	Wise County	2012	110999		Coal (short tons)
VA	Buchanan County	2013	13314		Coal (short tons)
VA	Dickenson County	2013	211604		Coal (short tons)
VA	Lee County	2013	10056		Coal (short tons)
VA	Russell County	2013	89623		Coal (short tons)
VA	Tazewell County	2013	355917		Coal (short tons)
WA	Lewis County	2004	5653221		Coal (short tons)
WA	Lewis County	2005	5265672		Coal (short tons)
WA	Lewis County	2006	2579549		Coal (short tons)
WV	Barbour County	2004	143776		Coal (short tons)
WV	Boone County	2004	646		Coal (short tons)
WV	Clay County	2004	24952		Coal (short tons)
WV	Fayette County	2004	8956		Coal (short tons)
WV	Grant County	2004	200266		Coal (short tons)
WV	Greenbrier County	2004	176067		Coal (short tons)
WV	Harrison County	2004	517582		Coal (short tons)
WV	Kanawha County	2004	53767		Coal (short tons)
WV	Lincoln County	2004	10594		Coal (short tons)
WV	Logan County	2004	481635		Coal (short tons)
WV	Mcdowell County	2004	1009		Coal (short tons)
WV	Marion County	2004	98441		Coal (short tons)
WV	Marshall County	2004	8357061		Coal (short tons)
WV	Mingo County	2004	5156		Coal (short tons)
WV	Monongalia County	2004	23346		Coal (short tons)
WV	Nicholas County	2004	18691		Coal (short tons)
WV	Preston County	2004	17556		Coal (short tons)
WV	Raleigh County	2004	60814		Coal (short tons)
WV	Randolph County	2004	608		Coal (short tons)
WV	Upshur County	2004	3166		Coal (short tons)
WV	Webster County	2004	4687		Coal (short tons)
WV	Wyoming County	2004	26447		Coal (short tons)
WV	Barbour County	2005	12942		Coal (short tons)
WV	Boone County	2005	22739		Coal (short tons)
WV	Brooke County	2005	220639		Coal (short tons)
WV	Clay County	2005	154619		Coal (short tons)
WV	Fayette County	2005	1494		Coal (short tons)
WV	Grant County	2005	33407		Coal (short tons)
WV	Greenbrier County	2005	40279		Coal (short tons)
WV	Harrison County	2005	20781		Coal (short tons)
WV	Kanawha County	2005	48048		Coal (short tons)
WV	Lincoln County	2005	288786		Coal (short tons)
WV	Logan County	2005	326482		Coal (short tons)
WV	Mcdowell County	2005	2238		Coal (short tons)
WV	Marion County	2005	57003		Coal (short tons)
WV	Marshall County	2005	10419128		Coal (short tons)
WV	Mercer County	2005	8068		Coal (short tons)
WV	Mingo County	2005	4631		Coal (short tons)
WV	Monongalia County	2005	32929		Coal (short tons)
WV	Nicholas County	2005	15625		Coal (short tons)
WV	Raleigh County	2005	537010		Coal (short tons)
WV	Randolph County	2005	202716		Coal (short tons)
WV	Tucker County	2005	114586		Coal (short tons)
WV	Upshur County	2005	57351		Coal (short tons)
WV	Webster County	2005	583271		Coal (short tons)
WV	Wyoming County	2005	6026		Coal (short tons)
WV	Barbour County	2006	234597		Coal (short tons)
WV	Boone County	2006	2295		Coal (short tons)
WV	Brooke County	2006	417816		Coal (short tons)
WV	Clay County	2006	141971		Coal (short tons)
WV	Fayette County	2006	3017		Coal (short tons)
WV	Grant County	2006	62808		Coal (short tons)
WV	Greenbrier County	2006	52860		Coal (short tons)
WV	Harrison County	2006	6441		Coal (short tons)
WV	Kanawha County	2006	129637		Coal (short tons)
WV	Lincoln County	2006	411131		Coal (short tons)
WV	Logan County	2006	1810640		Coal (short tons)
WV	Mcdowell County	2006	1218		Coal (short tons)
WV	Marion County	2006	47932		Coal (short tons)
WV	Marshall County	2006	10477398		Coal (short tons)
WV	Mason County	2006	15483		Coal (short tons)
WV	Mercer County	2006	12649		Coal (short tons)
WV	Mineral County	2006	48303		Coal (short tons)
WV	Mingo County	2006	61708		Coal (short tons)
WV	Monongalia County	2006	41500		Coal (short tons)
WV	Nicholas County	2006	69296		Coal (short tons)
WV	Raleigh County	2006	245231		Coal (short tons)
WV	Randolph County	2006	923111		Coal (short tons)
WV	Tucker County	2006	560919		Coal (short tons)
WV	Upshur County	2006	48499		Coal (short tons)
WV	Webster County	2006	1265074		Coal (short tons)
WV	Barbour County	2007	374286		Coal (short tons)
WV	Boone County	2007	540795		Coal (short tons)
WV	Brooke County	2007	78297		Coal (short tons)
WV	Clay County	2007	143259		Coal (short tons)
WV	Fayette County	2007	13054		Coal (short tons)
WV	Grant County	2007	124757		Coal (short tons)
WV	Greenbrier County	2007	40368		Coal (short tons)
WV	Harrison County	2007	2305		Coal (short tons)
WV	Kanawha County	2007	99		Coal (short tons)
WV	Lincoln County	2007	35727		Coal (short tons)
WV	Logan County	2007	3337		Coal (short tons)
WV	Mcdowell County	2007	113823		Coal (short tons)
WV	Marion County	2007	50148		Coal (short tons)
WV	Marshall County	2007	9667258		Coal (short tons)
WV	Mason County	2007	600724		Coal (short tons)
WV	Mineral County	2007	21180		Coal (short tons)
WV	Mingo County	2007	6379		Coal (short tons)
WV	Monongalia County	2007	13310		Coal (short tons)
WV	Nicholas County	2007	299221		Coal (short tons)
WV	Raleigh County	2007	94763		Coal (short tons)
WV	Randolph County	2007	2454		Coal (short tons)
WV	Tucker County	2007	2785794		Coal (short tons)
WV	Webster County	2007	1187472		Coal (short tons)
WV	Wyoming County	2007	55230		Coal (short tons)
WV	Barbour County	2008	7739		Coal (short tons)
WV	Boone County	2008	280120		Coal (short tons)
WV	Brooke County	2008	116290		Coal (short tons)
WV	Clay County	2008	290582		Coal (short tons)
WV	Fayette County	2008	171561		Coal (short tons)
WV	Greenbrier County	2008	43466		Coal (short tons)
WV	Harrison County	2008	5932		Coal (short tons)
WV	Kanawha County	2008	7238		Coal (short tons)
WV	Lincoln County	2008	308805		Coal (short tons)
WV	Logan County	2008	4573		Coal (short tons)
WV	Mcdowell County	2008	8846		Coal (short tons)
WV	Marion County	2008	25570		Coal (short tons)
WV	Marshall County	2008	9636827		Coal (short tons)
WV	Mineral County	2008	61581		Coal (short tons)
WV	Mingo County	2008	2000		Coal (short tons)
WV	Monongalia County	2008	20015		Coal (short tons)
WV	Nicholas County	2008	67221		Coal (short tons)
WV	Preston County	2008	171048		Coal (short tons)
WV	Raleigh County	2008	320648		Coal (short tons)
WV	Randolph County	2008	4329		Coal (short tons)
WV	Tucker County	2008	2560616		Coal (short tons)
WV	Webster County	2008	2138		Coal (short tons)
WV	Wyoming County	2008	114576		Coal (short tons)
WV	Boone County	2009	87880		Coal (short tons)
WV	Brooke County	2009	32002		Coal (short tons)
WV	Clay County	2009	517844		Coal (short tons)
WV	Fayette County	2009	126639		Coal (short tons)
WV	Greenbrier County	2009	199855		Coal (short tons)
WV	Harrison County	2009	47065		Coal (short tons)
WV	Kanawha County	2009	2224		Coal (short tons)
WV	Lincoln County	2009	636302		Coal (short tons)
WV	Logan County	2009	166036		Coal (short tons)
WV	Mcdowell County	2009	38824		Coal (short tons)
WV	Marion County	2009	7172		Coal (short tons)
WV	Marshall County	2009	9863588		Coal (short tons)
WV	Mercer County	2009	45000		Coal (short tons)
WV	Mineral County	2009	46215		Coal (short tons)
WV	Mingo County	2009	264327		Coal (short tons)
WV	Monongalia County	2009	1228		Coal (short tons)
WV	Nicholas County	2009	144875		Coal (short tons)
WV	Preston County	2009	92551		Coal (short tons)
WV	Raleigh County	2009	15320		Coal (short tons)
WV	Randolph County	2009	910		Coal (short tons)
WV	Tucker County	2009	2215064		Coal (short tons)
WV	Webster County	2009	214585		Coal (short tons)
WV	Wyoming County	2009	131372		Coal (short tons)
WV	Barbour County	2010	166248		Coal (short tons)
WV	Boone County	2010	251290		Coal (short tons)
WV	Clay County	2010	522875		Coal (short tons)
WV	Fayette County	2010	6231		Coal (short tons)
WV	Grant County	2010	5017		Coal (short tons)
WV	Greenbrier County	2010	165912		Coal (short tons)
WV	Harrison County	2010	30167		Coal (short tons)
WV	Kanawha County	2010	18198		Coal (short tons)
WV	Lincoln County	2010	665070		Coal (short tons)
WV	Marion County	2010	5869034		Coal (short tons)
WV	Marshall County	2010	10094681		Coal (short tons)
WV	Mercer County	2010	68836		Coal (short tons)
WV	Mineral County	2010	57729		Coal (short tons)
WV	Mingo County	2010	511944		Coal (short tons)
WV	Monongalia County	2010	2923		Coal (short tons)
WV	Nicholas County	2010	224651		Coal (short tons)
WV	Ohio County	2010	162328		Coal (short tons)
WV	Preston County	2010	88443		Coal (short tons)
WV	Raleigh County	2010	20969		Coal (short tons)
WV	Randolph County	2010	491336		Coal (short tons)
WV	Tucker County	2010	2449174		Coal (short tons)
WV	Upshur County	2010	542832		Coal (short tons)
WV	Webster County	2010	2265		Coal (short tons)
WV	Barbour County	2011	29694		Coal (short tons)
WV	Boone County	2011	114815		Coal (short tons)
WV	Brooke County	2011	124389		Coal (short tons)
WV	Clay County	2011	338787		Coal (short tons)
WV	Fayette County	2011	7469		Coal (short tons)
WV	Grant County	2011	119574		Coal (short tons)
WV	Greenbrier County	2011	88887		Coal (short tons)
WV	Harrison County	2011	81054		Coal (short tons)
WV	Kanawha County	2011	10035		Coal (short tons)
WV	Lincoln County	2011	361930		Coal (short tons)
WV	Logan County	2011	16734		Coal (short tons)
WV	Mcdowell County	2011	8152		Coal (short tons)
WV	Marion County	2011	17457		Coal (short tons)
WV	Marshall County	2011	9253481		Coal (short tons)
WV	Mercer County	2011	82274		Coal (short tons)
WV	Mineral County	2011	64591		Coal (short tons)
WV	Mingo County	2011	394727		Coal (short tons)
WV	Monongalia County	2011	23620		Coal (short tons)
WV	Nicholas County	2011	152563		Coal (short tons)
WV	Ohio County	2011	275227		Coal (short tons)
WV	Preston County	2011	29585		Coal (short tons)
WV	Raleigh County	2011	41158		Coal (short tons)
WV	Randolph County	2011	606361		Coal (short tons)
WV	Taylor County	2011	3676		Coal (short tons)
WV	Tucker County	2011	67378		Coal (short tons)
WV	Upshur County	2011	648062		Coal (short tons)
WV	Wayne County	2011	76587		Coal (short tons)
WV	Webster County	2011	216323		Coal (short tons)
WV	Wyoming County	2011	60974		Coal (short tons)
WV	Boone County	2012	183043		Coal (short tons)
WV	Brooke County	2012	279837		Coal (short tons)
WV	Clay County	2012	91545		Coal (short tons)
WV	Fayette County	2012	14464		Coal (short tons)
WV	Grant County	2012	132974		Coal (short tons)
WV	Greenbrier County	2012	103166		Coal (short tons)
WV	Harrison County	2012	3880		Coal (short tons)
WV	Kanawha County	2012	182640		Coal (short tons)
WV	Lincoln County	2012	386349		Coal (short tons)
WV	Logan County	2012	221694		Coal (short tons)
WV	Mcdowell County	2012	7907		Coal (short tons)
WV	Marion County	2012	162127		Coal (short tons)
WV	Marshall County	2012	2554		Coal (short tons)
