Company Name,Revenue Type,Commodity,Revenue,
STATOIL,Bonus,Oil & Gas,106091454.00,
STATOIL,Other Revenues,Oil & Gas,47134.38,
STATOIL,Rents,Oil & Gas,10063963.72,
STATOIL,Royalties,Gas,3023026.87,
STATOIL,Royalties,Oil,89584930.72,
ENERGY XXI LLC,Bonus,Oil & Gas,302242.00,
ENERGY XXI LLC,Other Revenues,Oil & Gas,1884717.26,
ENERGY XXI LLC,Rents,Oil & Gas,188600.00,
ENERGY XXI LLC,Royalties,Gas,19632273.44,
ENERGY XXI LLC,Royalties,Oil,186483937.27,
HESS CORP,Bonus,Oil & Gas,4000000.00,
HESS CORP,Other Revenues,Oil & Gas,829173.65,
HESS CORP,Rents,Oil & Gas,7172563.50,
HESS CORP,Royalties,Gas,21102878.18,
HESS CORP,Royalties,Oil,171750070.92,
HESS CORP,Royalties,Other Commodities,1080122.28,
CLOUD PEAK ENERGY INC,Bonus,Coal,79026630.40,
CLOUD PEAK ENERGY INC,Rents,Coal,100997.00,
CLOUD PEAK ENERGY INC,Royalties,Coal,120674727.46,
STONE ENERGY,Bonus,Oil & Gas,40711693.00,
STONE ENERGY,Other Revenues,Oil & Gas,2450009.67,
STONE ENERGY,Rents,Oil & Gas,2808874.61,
STONE ENERGY,Royalties,Gas,15153596.90,
STONE ENERGY,Royalties,Oil,108893401.57,
MARATHON OIL CORP,Bonus,Oil & Gas,37194666.00,
MARATHON OIL CORP,Other Revenues,Oil & Gas,-271669.93,
MARATHON OIL CORP,Rents,Oil & Gas,3084666.45,
MARATHON OIL CORP,Royalties,Gas,8682909.00,
MARATHON OIL CORP,Royalties,Oil,117426410.41,
MARATHON OIL CORP,Royalties,Other Commodities,4438.63,
ENCANA CORP,Other Revenues,Oil & Gas,1422363.57,
ENCANA CORP,Rents,Oil & Gas,951661.00,
ENCANA CORP,Royalties,Gas,126001245.32,
ENCANA CORP,Royalties,Oil,32697352.09,
SANDRIDGE ENERGY INC,Bonus,Oil & Gas,458360.00,
SANDRIDGE ENERGY INC,Other Revenues,Oil & Gas,-2098563.69,
SANDRIDGE ENERGY INC,Rents,Oil & Gas,258266.00,
SANDRIDGE ENERGY INC,Royalties,Gas,26161968.50,
SANDRIDGE ENERGY INC,Royalties,Oil,106835695.17,
DEVON ENERGY CORP,Other Revenues,Oil & Gas,2150280.63,
DEVON ENERGY CORP,Rents,Oil & Gas,369273.25,
DEVON ENERGY CORP,Royalties,Gas,52939100.76,
DEVON ENERGY CORP,Royalties,Oil,69741499.65,
ENI USA INC,Bonus,Oil & Gas,4023000.00,
ENI USA INC,Other Revenues,Oil & Gas,-661229.38,
ENI USA INC,Rents,Oil & Gas,6711098.46,
ENI USA INC,Royalties,Gas,29986457.42,
ENI USA INC,Royalties,Oil,75762081.62,
W & T OFFSHORE INC,Bonus,Oil & Gas,392000.00,
W & T OFFSHORE INC,Other Revenues,Oil & Gas,1743235.06,
W & T OFFSHORE INC,Rents,Oil & Gas,1477614.00,
W & T OFFSHORE INC,Royalties,Gas,30006815.42,
W & T OFFSHORE INC,Royalties,Oil,82110870.91,
W & T OFFSHORE INC,Royalties,Other Commodities,115.24,
EPL OIL & GAS INC,Bonus,Oil & Gas,2143100.00,
EPL OIL & GAS INC,Other Revenues,Oil & Gas,1841804.66,
EPL OIL & GAS INC,Rents,Oil & Gas,377743.50,
EPL OIL & GAS INC,Royalties,Gas,10355927.80,
EPL OIL & GAS INC,Royalties,Oil,98259523.37,
ULTRA PETROLEUM,Rents,Oil & Gas,8698.50,
ULTRA PETROLEUM,Royalties,Gas,83092625.98,
ULTRA PETROLEUM,Royalties,Oil,18538768.94,
NOBLE ENERGY INC,Other Revenues,Oil & Gas,-2119957.89,
NOBLE ENERGY INC,Rents,Oil & Gas,4470351.50,
NOBLE ENERGY INC,Royalties,Gas,7128163.49,
NOBLE ENERGY INC,Royalties,Oil,88932503.85,
QEP RESOURCES COMPANY,Bonus,Oil & Gas,23710.00,
QEP RESOURCES COMPANY,Other Revenues,Oil & Gas,-362275.45,
QEP RESOURCES COMPANY,Rents,Oil & Gas,465352.50,
QEP RESOURCES COMPANY,Royalties,Gas,64169851.53,
QEP RESOURCES COMPANY,Royalties,Oil,31484095.35,
EOG RESOURCES INC,Other Revenues,Oil & Gas,-417747.81,
EOG RESOURCES INC,Rents,Oil & Gas,499372.50,
EOG RESOURCES INC,Royalties,Gas,28318078.93,
EOG RESOURCES INC,Royalties,Oil,63983885.34,
EOG RESOURCES INC,Royalties,Other Commodities,96917.37,
CONCHO RESOURCES INC,Other Revenues,Oil & Gas,-257166.82,
CONCHO RESOURCES INC,Other Revenues,Sodium,-9240.00,
CONCHO RESOURCES INC,Rents,Oil & Gas,102327.49,
CONCHO RESOURCES INC,Rents,Sodium,-2200.00,
CONCHO RESOURCES INC,Royalties,Gas,19028587.01,
CONCHO RESOURCES INC,Royalties,Oil,70407106.28,
ARENA ENERGY,Bonus,Oil & Gas,1307000.00,
ARENA ENERGY,Other Revenues,Oil & Gas,70560.60,
ARENA ENERGY,Rents,Oil & Gas,1147312.00,
ARENA ENERGY,Royalties,Gas,12154105.69,
ARENA ENERGY,Royalties,Oil,73382409.31,
WPX ENERGY INC,Other Revenues,Oil & Gas,-361863.76,
WPX ENERGY INC,Rents,Oil & Gas,154045.00,
WPX ENERGY INC,Royalties,Gas,81911452.35,
WPX ENERGY INC,Royalties,Oil,6163514.57,
WPX ENERGY INC,Royalties,Other Commodities,2860.35,
WALTER OIL & GAS CORP,Bonus,Oil & Gas,2822500.00,
WALTER OIL & GAS CORP,Other Revenues,Oil & Gas,-3405917.37,
WALTER OIL & GAS CORP,Rents,Oil & Gas,978936.80,
WALTER OIL & GAS CORP,Royalties,Gas,19895285.67,
WALTER OIL & GAS CORP,Royalties,Oil,64813255.48,
LINN ENERGY LLC,Other Revenues,Oil & Gas,538118.04,
LINN ENERGY LLC,Rents,Oil & Gas,10169.00,
LINN ENERGY LLC,Royalties,Gas,29001629.11,
LINN ENERGY LLC,Royalties,Oil,53820036.93,
BOPCO LP,Other Revenues,Oil & Gas,14194.25,
BOPCO LP,Rents,Oil & Gas,52115.00,
BOPCO LP,Royalties,Gas,14269898.01,
BOPCO LP,Royalties,Oil,64404678.25,
OCCIDENTAL PETROLEUM CORP,Bonus,Oil & Gas,280287.00,
OCCIDENTAL PETROLEUM CORP,Other Revenues,Oil & Gas,-267239.67,
OCCIDENTAL PETROLEUM CORP,Rents,Oil & Gas,332219.33,
OCCIDENTAL PETROLEUM CORP,Royalties,Gas,16568956.11,
OCCIDENTAL PETROLEUM CORP,Royalties,Oil,57464758.37,
OCCIDENTAL PETROLEUM CORP,Royalties,Other Commodities,938577.44,
ALPHA WYOMING LAND COMPANY LLC,Bonus,Coal,42129612.00,
ALPHA WYOMING LAND COMPANY LLC,Rents,Coal,38796.00,
ALPHA WYOMING LAND COMPANY LLC,Royalties,Coal,29672103.26,
CIMAREX ENERGY INC,Other Revenues,Oil & Gas,3713111.74,
CIMAREX ENERGY INC,Rents,Oil & Gas,45254.00,
CIMAREX ENERGY INC,Royalties,Gas,12570333.21,
CIMAREX ENERGY INC,Royalties,Oil,54449822.88,
VENARI OFFSHORE LLC,Bonus,Oil & Gas,67811424.00,
VENARI OFFSHORE LLC,Rents,Oil & Gas,633600.00,
TALOS ENERGY LLC,Other Revenues,Oil & Gas,-1284346.77,
TALOS ENERGY LLC,Rents,Oil & Gas,740868.00,
TALOS ENERGY LLC,Royalties,Gas,5079902.65,
TALOS ENERGY LLC,Royalties,Oil,60645838.40,
COBALT INTERNATIONAL ENERGY LP,Bonus,Oil & Gas,54536650.00,
COBALT INTERNATIONAL ENERGY LP,Rents,Oil & Gas,9652834.50,
NEWFIELD EXPLORATION COMPANY,Bonus,Oil & Gas,4180.00,
NEWFIELD EXPLORATION COMPANY,Other Revenues,Oil & Gas,1646790.69,
NEWFIELD EXPLORATION COMPANY,Rents,Oil & Gas,1758318.00,
NEWFIELD EXPLORATION COMPANY,Royalties,Gas,2599074.28,
NEWFIELD EXPLORATION COMPANY,Royalties,Oil,54286560.44,
ANKOR ENERGY LLC,Other Revenues,Oil & Gas,-13074.21,
ANKOR ENERGY LLC,Rents,Oil & Gas,176020.00,
ANKOR ENERGY LLC,Royalties,Gas,6475447.17,
ANKOR ENERGY LLC,Royalties,Oil,51616337.48,
CONTINENTAL RESOURCES INC,Bonus,Oil & Gas,26000510.00,
CONTINENTAL RESOURCES INC,Rents,Oil & Gas,96130.50,
CONTINENTAL RESOURCES INC,Royalties,Gas,1126773.80,
CONTINENTAL RESOURCES INC,Royalties,Oil,24625874.61,
REPSOL E&P USA INC,Bonus,Oil & Gas,611351.00,
REPSOL E&P USA INC,Rents,Oil & Gas,5699606.82,
REPSOL E&P USA INC,Royalties,Gas,963942.53,
REPSOL E&P USA INC,Royalties,Oil,43024090.87,
TOTAL E&P USA INC,Rents,Oil & Gas,640.00,
TOTAL E&P USA INC,Royalties,Gas,1523131.29,
TOTAL E&P USA INC,Royalties,Oil,47998040.14,
BLACK ELK ENERGY OFFSHORE OPERATIONS LLC,Other Revenues,Oil & Gas,-182768.81,
BLACK ELK ENERGY OFFSHORE OPERATIONS LLC,Rents,Oil & Gas,11520.00,
BLACK ELK ENERGY OFFSHORE OPERATIONS LLC,Royalties,Gas,10305139.55,
BLACK ELK ENERGY OFFSHORE OPERATIONS LLC,Royalties,Oil,32309483.97,
HOLLYFRONTIER CORP,Royalties,Oil,42436011.61,
RIDGEWOOD ENERGY CORP,Bonus,Oil & Gas,34900493.00,
RIDGEWOOD ENERGY CORP,Other Revenues,Oil & Gas,-360833.67,
RIDGEWOOD ENERGY CORP,Rents,Oil & Gas,253440.00,
RIDGEWOOD ENERGY CORP,Royalties,Gas,1811945.12,
RIDGEWOOD ENERGY CORP,Royalties,Oil,5175592.10,
KINDER MORGAN ENERGY PARTNERS LP,Other Revenues,Oil & Gas,364898.93,
KINDER MORGAN ENERGY PARTNERS LP,Rents,Oil & Gas,149954.00,
KINDER MORGAN ENERGY PARTNERS LP,Royalties,Oil,25225.77,
KINDER MORGAN ENERGY PARTNERS LP,Royalties,Other Commodities,39881066.74,
YATES PETROLEUM CORP,Bonus,Oil & Gas,832173.00,
YATES PETROLEUM CORP,Other Revenues,Oil & Gas,332416.67,
YATES PETROLEUM CORP,Rents,Oil & Gas,1392062.50,
YATES PETROLEUM CORP,Royalties,Gas,15306060.18,
YATES PETROLEUM CORP,Royalties,Oil,22236287.12,
AERA ENERGY LLC,Other Revenues,Oil & Gas,2334.00,
AERA ENERGY LLC,Rents,Oil & Gas,11358.00,
AERA ENERGY LLC,Royalties,Gas,49926.21,
AERA ENERGY LLC,Royalties,Oil,38137065.01,
MERIT ENERGY COMPANY,Other Revenues,Oil & Gas,10149.54,
MERIT ENERGY COMPANY,Rents,Oil & Gas,63631.25,
MERIT ENERGY COMPANY,Royalties,Gas,5935956.31,
MERIT ENERGY COMPANY,Royalties,Oil,30752202.67,
MERIT ENERGY COMPANY,Royalties,Other Commodities,3915.56,
MAERSK OIL,Bonus,Oil & Gas,28954939.00,
MAERSK OIL,Rents,Oil & Gas,6390720.00,
WHITING OIL AND GAS CORP,Other Revenues,Oil & Gas,526734.11,
WHITING OIL AND GAS CORP,Rents,Oil & Gas,411022.75,
WHITING OIL AND GAS CORP,Royalties,Gas,4332418.73,
WHITING OIL AND GAS CORP,Royalties,Oil,29904606.18,
BETA OPERATING COMPANY LLC,Royalties,Oil,34524340.11,
NEXEN PETROLEUM USA INC,Other Revenues,Oil & Gas,27965.46,
NEXEN PETROLEUM USA INC,Rents,Oil & Gas,3062445.00,
NEXEN PETROLEUM USA INC,Royalties,Gas,8632228.32,
NEXEN PETROLEUM USA INC,Royalties,Oil,21472527.90,
MARUBENI OIL & GAS (USA) INC,Other Revenues,Oil & Gas,572981.22,
MARUBENI OIL & GAS (USA) INC,Rents,Oil & Gas,477780.00,
MARUBENI OIL & GAS (USA) INC,Royalties,Gas,6079996.77,
MARUBENI OIL & GAS (USA) INC,Royalties,Oil,25245458.11,
DENBURY ONSHORE LLC,Bonus,Oil & Gas,178500.00,
DENBURY ONSHORE LLC,Other Revenues,Oil & Gas,95105.44,
DENBURY ONSHORE LLC,Rents,Oil & Gas,73445.50,
DENBURY ONSHORE LLC,Royalties,Gas,1549745.66,
DENBURY ONSHORE LLC,Royalties,Oil,30219217.10,
MEWBOURNE OIL COMPANY,Bonus,Oil & Gas,1278000.00,
MEWBOURNE OIL COMPANY,Other Revenues,Oil & Gas,700560.09,
MEWBOURNE OIL COMPANY,Rents,Oil & Gas,5379.00,
MEWBOURNE OIL COMPANY,Royalties,Gas,5310587.68,
MEWBOURNE OIL COMPANY,Royalties,Oil,24348347.06,
ATP OIL & GAS,Other Revenues,Oil & Gas,-190574.82,
ATP OIL & GAS,Rents,Oil & Gas,583340.00,
ATP OIL & GAS,Royalties,Gas,505095.10,
ATP OIL & GAS,Royalties,Oil,30488069.90,
BOWIE RESOURCES LLC,Bonus,Coal,-118.65,
BOWIE RESOURCES LLC,Rents,Coal,-68896.99,
BOWIE RESOURCES LLC,Royalties,Coal,31416536.58,
QUESTAR CORP,Other Revenues,Oil & Gas,1237356.88,
QUESTAR CORP,Rents,Oil & Gas,16240.50,
QUESTAR CORP,Royalties,Gas,25627037.10,
QUESTAR CORP,Royalties,Oil,3955612.51,
CASTEX OFFSHORE INC,Bonus,Oil & Gas,6207425.00,
CASTEX OFFSHORE INC,Other Revenues,Oil & Gas,153230.74,
CASTEX OFFSHORE INC,Rents,Oil & Gas,1019615.00,
CASTEX OFFSHORE INC,Royalties,Gas,6525891.81,
CASTEX OFFSHORE INC,Royalties,Oil,15514770.56,
SAMSON RESOURCES CO,Bonus,Oil & Gas,20800.00,
SAMSON RESOURCES CO,Other Revenues,Oil & Gas,436564.49,
SAMSON RESOURCES CO,Rents,Oil & Gas,1149281.50,
SAMSON RESOURCES CO,Royalties,Gas,14193792.73,
SAMSON RESOURCES CO,Royalties,Oil,12895495.23,
BILL BARRETT CORP,Bonus,Oil & Gas,54730.00,
BILL BARRETT CORP,Other Revenues,Oil & Gas,-2514778.53,
BILL BARRETT CORP,Rents,Oil & Gas,364275.00,
BILL BARRETT CORP,Royalties,Gas,18906767.74,
BILL BARRETT CORP,Royalties,Oil,10042925.95,
CONTANGO OPERATORS INC,Bonus,Oil & Gas,1743331.00,
CONTANGO OPERATORS INC,Other Revenues,Oil & Gas,564471.91,
CONTANGO OPERATORS INC,Rents,Oil & Gas,319184.00,
CONTANGO OPERATORS INC,Royalties,Gas,17060265.28,
CONTANGO OPERATORS INC,Royalties,Oil,6299535.15,
WESTMORELAND COAL COMPANY,Rents,Coal,77187.00,
WESTMORELAND COAL COMPANY,Royalties,Coal,25566749.75,
SM ENERGY COMPANY,Bonus,Oil & Gas,6922650.00,
SM ENERGY COMPANY,Other Revenues,Oil & Gas,573185.15,
SM ENERGY COMPANY,Rents,Oil & Gas,493226.00,
SM ENERGY COMPANY,Royalties,Gas,2495684.62,
SM ENERGY COMPANY,Royalties,Oil,14976478.95,
MURPHY OIL USA INC,Bonus,Oil & Gas,6338169.00,
MURPHY OIL USA INC,Other Revenues,Oil & Gas,817182.36,
MURPHY OIL USA INC,Rents,Oil & Gas,4614007.64,
MURPHY OIL USA INC,Royalties,Gas,4852011.46,
MURPHY OIL USA INC,Royalties,Oil,7754448.45,
ENERGEN RESOURCES CORP,Bonus,Oil & Gas,5324968.00,
ENERGEN RESOURCES CORP,Other Revenues,Oil & Gas,1105.30,
ENERGEN RESOURCES CORP,Rents,Oil & Gas,13529.00,
ENERGEN RESOURCES CORP,Royalties,Gas,17740221.58,
ENERGEN RESOURCES CORP,Royalties,Oil,490440.15,
PALM ENERGY PARTNERS LLC,Bonus,Oil & Gas,339150.00,
PALM ENERGY PARTNERS LLC,Other Revenues,Oil & Gas,-177589.44,
PALM ENERGY PARTNERS LLC,Rents,Oil & Gas,233776.00,
PALM ENERGY PARTNERS LLC,Royalties,Gas,4973219.28,
PALM ENERGY PARTNERS LLC,Royalties,Oil,18033549.96,
WOLVERINE GAS & OIL CORP,Rents,Oil & Gas,184183.00,
WOLVERINE GAS & OIL CORP,Royalties,Oil,22998779.82,
DCOR LLC,Rents,Oil & Gas,615.00,
DCOR LLC,Royalties,Gas,458483.41,
DCOR LLC,Royalties,Oil,22011918.41,
KIEWIT MINING GROUP INC,Rents,Coal,115092.00,
KIEWIT MINING GROUP INC,Royalties,Coal,20992622.15,
CHESAPEAKE EXPLORATION LLC,Bonus,Oil & Gas,646120.00,
CHESAPEAKE EXPLORATION LLC,Other Revenues,Oil & Gas,-201660.63,
CHESAPEAKE EXPLORATION LLC,Rents,Oil & Gas,1162445.00,
CHESAPEAKE EXPLORATION LLC,Royalties,Gas,9223454.84,
CHESAPEAKE EXPLORATION LLC,Royalties,Oil,10162579.58,
VENOCO INC,Other Revenues,Oil & Gas,26097.47,
VENOCO INC,Rents,Oil & Gas,14961.00,
VENOCO INC,Royalties,Gas,280569.53,
VENOCO INC,Royalties,Oil,20194762.23,
TANA EXPLORATION COMPANY LLC,Bonus,Oil & Gas,959917.00,
TANA EXPLORATION COMPANY LLC,Other Revenues,Oil & Gas,-214148.74,
TANA EXPLORATION COMPANY LLC,Rents,Oil & Gas,740134.75,
TANA EXPLORATION COMPANY LLC,Royalties,Gas,3552912.19,
TANA EXPLORATION COMPANY LLC,Royalties,Oil,14103076.35,
RKI EXPLORATION & PRODUCTION LLC,Other Revenues,Oil & Gas,1879004.00,
RKI EXPLORATION & PRODUCTION LLC,Royalties,Gas,3025062.82,
RKI EXPLORATION & PRODUCTION LLC,Royalties,Oil,13939222.95,
M21K LLC,Other Revenues,Oil & Gas,662283.32,
M21K LLC,Rents,Oil & Gas,14705.00,
M21K LLC,Royalties,Gas,9040915.17,
M21K LLC,Royalties,Oil,9123136.26,
RENAISSANCE OFFSHORE LLC,Bonus,Oil & Gas,818900.00,
RENAISSANCE OFFSHORE LLC,Other Revenues,Oil & Gas,1417000.00,
RENAISSANCE OFFSHORE LLC,Rents,Oil & Gas,44665.00,
RENAISSANCE OFFSHORE LLC,Royalties,Gas,1565306.12,
RENAISSANCE OFFSHORE LLC,Royalties,Oil,14042262.00,
SLAWSON EXPLORATION CO,Bonus,Oil & Gas,2713800.00,
SLAWSON EXPLORATION CO,Rents,Oil & Gas,57073.50,
SLAWSON EXPLORATION CO,Royalties,Gas,509610.02,
SLAWSON EXPLORATION CO,Royalties,Oil,14591477.25,
MIDAMERICAN ENERGY HOLDINGS COMPANY,Bonus,Coal,230000.00,
MIDAMERICAN ENERGY HOLDINGS COMPANY,Rents,Coal,94927.50,
MIDAMERICAN ENERGY HOLDINGS COMPANY,Rents,Oil & Gas,60.00,
MIDAMERICAN ENERGY HOLDINGS COMPANY,Royalties,Coal,16849005.57,
MIDAMERICAN ENERGY HOLDINGS COMPANY,Royalties,Geothermal,303753.38,
PETRO-HUNT LLC,Bonus,Oil & Gas,2820262.00,
PETRO-HUNT LLC,Other Revenues,Oil & Gas,98.00,
PETRO-HUNT LLC,Rents,Oil & Gas,510067.50,
PETRO-HUNT LLC,Royalties,Gas,994093.75,
PETRO-HUNT LLC,Royalties,Oil,11990868.50,
HELIS OIL & GAS LLC,Other Revenues,Oil & Gas,-300000.00,
HELIS OIL & GAS LLC,Rents,Oil & Gas,55002.00,
HELIS OIL & GAS LLC,Royalties,Gas,6525503.90,
HELIS OIL & GAS LLC,Royalties,Oil,9919863.68,
PHILLIPS 66 COMPANY,Rents,Oil & Gas,7350.00,
PHILLIPS 66 COMPANY,Royalties,Gas,2035550.07,
PHILLIPS 66 COMPANY,Royalties,Oil,13849157.90,
LEGACY RESERVES OPERATING LP,Other Revenues,Oil & Gas,250295.00,
LEGACY RESERVES OPERATING LP,Rents,Oil & Gas,19302.24,
LEGACY RESERVES OPERATING LP,Royalties,Gas,2202321.60,
LEGACY RESERVES OPERATING LP,Royalties,Oil,13049430.98,
WBI HOLDINGS INC,Bonus,Oil & Gas,5120.00,
WBI HOLDINGS INC,Other Revenues,Oil & Gas,172613.60,
WBI HOLDINGS INC,Rents,Oil & Gas,154274.25,
WBI HOLDINGS INC,Royalties,Gas,3817541.47,
WBI HOLDINGS INC,Royalties,Oil,11211196.57,
ENTERPRISE PRODUCTS PARTNERS LP,Rents,Oil & Gas,32985.00,
ENTERPRISE PRODUCTS PARTNERS LP,Royalties,Gas,215204.52,
ENTERPRISE PRODUCTS PARTNERS LP,Royalties,Oil,14616495.46,
GONZALES DANIEL E,Bonus,Oil & Gas,14237700.00,
GONZALES DANIEL E,Rents,Oil & Gas,67241.50,
PETROBRAS AMERICA INC,Other Revenues,Oil & Gas,1666895.40,
PETROBRAS AMERICA INC,Rents,Oil & Gas,6330075.00,
PETROBRAS AMERICA INC,Royalties,Gas,1009844.35,
PETROBRAS AMERICA INC,Royalties,Oil,5231745.83,
THE MOSAIC COMPANY,Bonus,Potassium,936944.00,
THE MOSAIC COMPANY,Other Revenues,Phosphate,989.00,
THE MOSAIC COMPANY,Other Revenues,Potassium,79314.00,
THE MOSAIC COMPANY,Rents,Potassium,-57062.50,
THE MOSAIC COMPANY,Royalties,Other Commodities,13197648.34,
HILCORP ENERGY COMPANY,Other Revenues,Oil & Gas,84428.97,
HILCORP ENERGY COMPANY,Rents,Oil & Gas,55552.16,
HILCORP ENERGY COMPANY,Royalties,Gas,4461389.77,
HILCORP ENERGY COMPANY,Royalties,Oil,9166322.19,
CITATION OIL & GAS CORP,Other Revenues,Oil & Gas,20910.41,
CITATION OIL & GAS CORP,Rents,Oil & Gas,25844.25,
CITATION OIL & GAS CORP,Royalties,Gas,702088.78,
CITATION OIL & GAS CORP,Royalties,Oil,12998990.91,
HOUSTON ENERGY DEEPWATER VENTURES I LLC,Royalties,Oil,13658457.45,
FMC CORP,Other Revenues,Phosphate,2640.00,
FMC CORP,Other Revenues,Sodium,74862.00,
FMC CORP,Rents,Sodium,19194.00,
FMC CORP,Royalties,Other Commodities,13531423.33,
MACPHERSON ENERGY CORP,Rents,Oil & Gas,1829.00,
MACPHERSON ENERGY CORP,Royalties,Oil,13556257.77,
DEEP GULF ENERGY LP,Rents,Oil & Gas,208230.00,
DEEP GULF ENERGY LP,Royalties,Gas,508871.11,
DEEP GULF ENERGY LP,Royalties,Oil,12340398.85,
BREITBURN ENERGY PARTNERS LP,Other Revenues,Oil & Gas,8922.27,
BREITBURN ENERGY PARTNERS LP,Rents,Oil & Gas,17138.75,
BREITBURN ENERGY PARTNERS LP,Royalties,Gas,4593520.20,
BREITBURN ENERGY PARTNERS LP,Royalties,Oil,8393611.80,
VANGUARD NATURAL RESOURCES LLC,Other Revenues,Oil & Gas,610066.27,
VANGUARD NATURAL RESOURCES LLC,Rents,Oil & Gas,169228.00,
VANGUARD NATURAL RESOURCES LLC,Royalties,Gas,5119428.02,
VANGUARD NATURAL RESOURCES LLC,Royalties,Oil,6950161.60,
VANGUARD NATURAL RESOURCES LLC,Royalties,Other Commodities,8813.15,
MILES RONALD,Bonus,Oil & Gas,12848660.00,
MILES RONALD,Rents,Oil & Gas,2921.50,
