Year	State	County	FIPS	Volume
2013	CA	Lassen County	06035	1
2012	CA	Ventura County	06111	2
2009	CA	Ventura County	06111	2
2008	CA	Ventura County	06111	2
2007	CA	Ventura County	06111	2
2005	CA	Ventura County	06111	2
2006	CA	Ventura County	06111	2
2014	CA	Ventura County	06111	2
2005	CA	Kern County	06029	2
2006	CA	Kern County	06029	2
2007	CA	Kern County	06029	2
2008	CA	Kern County	06029	2
2009	CA	Kern County	06029	2
2014	CA	Lake County	06033	1
2013	CA	Lake County	06033	1
2012	CA	Lake County	06033	1
2009	CA	Lake County	06033	1
2011	CA	Lake County	06033	1
2010	CA	Lake County	06033	1
2008	CA	Lake County	06033	1
2007	CA	Lake County	06033	1
2006	CA	Lake County	06033	1
2005	CA	Lake County	06033	1
2014	CA	Sonoma County	06097	1
2013	CA	Sonoma County	06097	1
2012	CA	Sonoma County	06097	1
2010	CA	Sonoma County	06097	1
2011	CA	Sonoma County	06097	1
2009	CA	Sonoma County	06097	1
2007	CA	Sonoma County	06097	1
2008	CA	Sonoma County	06097	1
2005	CA	Sonoma County	06097	1
2006	CA	Sonoma County	06097	1
2005	CA	Mono County	06051	1
2013	CA	Mono County	06051	1
2012	CA	Mono County	06051	1
2006	CA	Mono County	06051	1
2011	CA	Mono County	06051	1
2008	CA	Mono County	06051	1
2007	CA	Mono County	06051	1
2010	CA	Mono County	06051	1
2014	CA	Mono County	06051	1
2009	CA	Mono County	06051	1
2014	CA	Imperial County	06025	1
2013	CA	Imperial County	06025	1
2012	CA	Imperial County	06025	1
2008	CA	Inyo County	06027	1
2009	CA	Inyo County	06027	1
2007	CA	Inyo County	06027	1
2006	CA	Inyo County	06027	1
2005	CA	Inyo County	06027	1
