Month,Calendar Year,Fund Type,Land Category,Disbursement Type,State ,County,Commodity,Category,Disbursement
October,2018,Native American Tribes & Allottees,Onshore,,,,Coal,Other Distributions,463.79
October,2018,Native American Tribes & Allottees,Onshore,,,,Coal,Rents & Bonuses,"-17,098.72"
October,2018,Native American Tribes & Allottees,Onshore,,,,Coal,Royalties,"7,444,615.58"
October,2018,Native American Tribes & Allottees,Onshore,,,,Gas,Other Distributions,-898.03
October,2018,Native American Tribes & Allottees,Onshore,,,,Gas,Royalties,"16,190,253.08"
October,2018,Native American Tribes & Allottees,Onshore,,,,Oil,Other Distributions,"-9,018.78"
October,2018,Native American Tribes & Allottees,Onshore,,,,Oil,Royalties,"77,016,718.44"
October,2018,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Other Distributions,"-936,442.80"
October,2018,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Rents & Bonuses,"542,871.43"
October,2018,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Royalties,"59,070.57"
October,2018,Reclamation Fund,Onshore,,,,Coal,Other Distributions,"3,842.85"
October,2018,Reclamation Fund,Onshore,,,,Coal,Rents & Bonuses,"368,640.00"
October,2018,Reclamation Fund,Onshore,,,,Coal,Royalties,"16,623,964.02"
October,2018,Reclamation Fund,Onshore,,,,Gas,Other Distributions,-22.63
October,2018,Reclamation Fund,Onshore,,,,Gas,Royalties,"30,500,813.74"
October,2018,Reclamation Fund,Onshore,,,,Gilsonite,Other Distributions,48.00
October,2018,Reclamation Fund,Onshore,,,,Gilsonite,Royalties,"72,006.26"
October,2018,Reclamation Fund,Onshore,,,,Oil,Other Distributions,-87.42
October,2018,Reclamation Fund,Onshore,,,,Oil,Royalties,"54,252,281.61"
October,2018,Reclamation Fund,Onshore,,,,Oil & Gas,Other Distributions,"4,770,143.15"
October,2018,Reclamation Fund,Onshore,,,,Oil & Gas,Rents & Bonuses,"3,506.00"
October,2018,Reclamation Fund,Onshore,,,,Oil & Gas,Royalties,"1,851,916.74"
October,2018,Reclamation Fund,Onshore,,,,Phosphate,Other Distributions,"7,144.00"
October,2018,Reclamation Fund,Onshore,,,,Phosphate,Royalties,"550,815.08"
October,2018,Reclamation Fund,Onshore,,,,Potassium,Royalties,"337,928.29"
October,2018,Reclamation Fund,Onshore,,,,Sodium,Other Distributions,-982.37
October,2018,Reclamation Fund,Onshore,,,,Sodium,Royalties,"1,106,828.61"
October,2018,State,Offshore,8(g),AK,,Oil,Royalties,"122,573.59"
October,2018,State,Offshore,8(g),AK,,Oil & Gas,Other Distributions,"6,509.98"
October,2018,State,Offshore,8(g),AL,,,Royalties,"-134,850.00"
October,2018,State,Offshore,8(g),AL,,Gas,Royalties,"246,343.56"
October,2018,State,Offshore,8(g),AL,,Oil,Royalties,158.02
October,2018,State,Offshore,8(g),AL,,Oil & Gas,Other Distributions,"-29,535.18"
October,2018,State,Offshore,8(g),AL,,Oil & Gas,Royalties,27.67
October,2018,State,Offshore,8(g),CA,,Gas,Royalties,"5,713.15"
October,2018,State,Offshore,8(g),CA,,Oil,Royalties,"160,016.53"
October,2018,State,Offshore,8(g),CA,,Oil & Gas,Royalties,2.34
October,2018,State,Offshore,8(g),LA,,,Royalties,"-124,665.00"
October,2018,State,Offshore,8(g),LA,,Gas,Royalties,"210,020.34"
October,2018,State,Offshore,8(g),LA,,Oil,Other Distributions,-759.07
October,2018,State,Offshore,8(g),LA,,Oil,Royalties,"265,709.83"
October,2018,State,Offshore,8(g),LA,,Oil & Gas,Other Distributions,"-31,618.97"
October,2018,State,Offshore,8(g),LA,,Oil & Gas,Rents & Bonuses,"4,562.46"
October,2018,State,Offshore,8(g),MA,,Wind,Rents & Bonuses,"23,835.06"
October,2018,State,Offshore,8(g),MS,,,Royalties,"65,106.00"
October,2018,State,Offshore,8(g),MS,,Gas,Royalties,"5,063.04"
October,2018,State,Offshore,8(g),TX,,,Royalties,"194,409.00"
October,2018,State,Offshore,8(g),TX,,Gas,Royalties,"9,785.20"
October,2018,State,Offshore,8(g),TX,,Oil,Other Distributions,-0.49
October,2018,State,Offshore,8(g),TX,,Oil,Royalties,118.55
October,2018,State,Offshore,8(g),TX,,Oil & Gas,Other Distributions,"-1,513.20"
October,2018,State,Onshore,Geothermal,CA,Imperial County,,Sequestration,"6,466.48"
October,2018,State,Onshore,Geothermal,CA,Imperial County,Geothermal,Rents & Bonuses,"2,899.50"
October,2018,State,Onshore,Geothermal,CA,Imperial County,Geothermal,Royalties,"2,298.02"
October,2018,State,Onshore,Geothermal,CA,Inyo County,,Sequestration,"3,323.90"
October,2018,State,Onshore,Geothermal,CA,Inyo County,Geothermal,Royalties,"34,085.18"
October,2018,State,Onshore,Geothermal,CA,Lake County,,Sequestration,"43,648.39"
October,2018,State,Onshore,Geothermal,CA,Lake County,Geothermal,Royalties,"73,713.10"
October,2018,State,Onshore,Geothermal,CA,Lassen County,,Sequestration,"1,031.55"
October,2018,State,Onshore,Geothermal,CA,Lassen County,Geothermal,Royalties,"2,281.49"
October,2018,State,Onshore,Geothermal,CA,Mono County,,Sequestration,"1,800.01"
October,2018,State,Onshore,Geothermal,CA,Mono County,Geothermal,Royalties,"8,689.80"
October,2018,State,Onshore,Geothermal,CA,Siskiyou County,,Sequestration,211.20
October,2018,State,Onshore,Geothermal,CA,Sonoma County,,Sequestration,"67,177.95"
October,2018,State,Onshore,Geothermal,CA,Sonoma County,Geothermal,Rents & Bonuses,"1,111.75"
October,2018,State,Onshore,Geothermal,CA,Sonoma County,Geothermal,Royalties,"109,867.00"
October,2018,State,Onshore,Geothermal,CO,Chaffee County,,Sequestration,39.60
October,2018,State,Onshore,Geothermal,CO,Gunnison County,,Sequestration,25.06
October,2018,State,Onshore,Geothermal,CO,Gunnison County,Geothermal,Rents & Bonuses,"6,265.50"
October,2018,State,Onshore,Geothermal,ID,Cassia County,,Sequestration,"1,061.55"
October,2018,State,Onshore,Geothermal,ID,Cassia County,Geothermal,Other Distributions,"1,248.62"
October,2018,State,Onshore,Geothermal,ID,Washington County,,Sequestration,"1,098.60"
October,2018,State,Onshore,Geothermal,NM,Dona Ana County,,Sequestration,447.30
October,2018,State,Onshore,Geothermal,NM,Dona Ana County,Geothermal,Rents & Bonuses,350.00
October,2018,State,Onshore,Geothermal,NM,Hidalgo County,,Sequestration,378.31
October,2018,State,Onshore,Geothermal,NM,Hidalgo County,Geothermal,Rents & Bonuses,-98.65
October,2018,State,Onshore,Geothermal,NM,Hidalgo County,Geothermal,Royalties,438.53
October,2018,State,Onshore,Geothermal,NV,Churchill County,,Sequestration,"35,464.72"
October,2018,State,Onshore,Geothermal,NV,Churchill County,Geothermal,Other Distributions,"1,920.00"
October,2018,State,Onshore,Geothermal,NV,Churchill County,Geothermal,Rents & Bonuses,"29,032.92"
October,2018,State,Onshore,Geothermal,NV,Churchill County,Geothermal,Royalties,"117,822.30"
October,2018,State,Onshore,Geothermal,NV,Elko County,,Sequestration,470.62
October,2018,State,Onshore,Geothermal,NV,Esmeralda County,,Sequestration,"1,530.30"
October,2018,State,Onshore,Geothermal,NV,Eureka County,,Sequestration,-51.33
October,2018,State,Onshore,Geothermal,NV,Eureka County,Geothermal,Rents & Bonuses,"15,756.00"
October,2018,State,Onshore,Geothermal,NV,Eureka County,Geothermal,Royalties,141.56
October,2018,State,Onshore,Geothermal,NV,Humboldt County,,Sequestration,"2,535.70"
October,2018,State,Onshore,Geothermal,NV,Humboldt County,Geothermal,Royalties,"7,946.71"
October,2018,State,Onshore,Geothermal,NV,Lander County,,Sequestration,"16,603.04"
October,2018,State,Onshore,Geothermal,NV,Lander County,Geothermal,Other Distributions,311.25
October,2018,State,Onshore,Geothermal,NV,Lander County,Geothermal,Rents & Bonuses,"12,332.92"
October,2018,State,Onshore,Geothermal,NV,Lander County,Geothermal,Royalties,"18,235.94"
October,2018,State,Onshore,Geothermal,NV,Lyon County,,Sequestration,704.94
October,2018,State,Onshore,Geothermal,NV,Lyon County,Geothermal,Royalties,229.32
October,2018,State,Onshore,Geothermal,NV,Mineral County,,Sequestration,"7,993.64"
October,2018,State,Onshore,Geothermal,NV,Mineral County,Geothermal,Rents & Bonuses,"17,539.38"
October,2018,State,Onshore,Geothermal,NV,Mineral County,Geothermal,Royalties,"6,504.58"
October,2018,State,Onshore,Geothermal,NV,Nye County,,Sequestration,25.74
October,2018,State,Onshore,Geothermal,NV,Pershing County,,Sequestration,"2,288.64"
October,2018,State,Onshore,Geothermal,NV,Pershing County,Geothermal,Other Distributions,"2,261.25"
October,2018,State,Onshore,Geothermal,NV,Pershing County,Geothermal,Rents & Bonuses,590.00
October,2018,State,Onshore,Geothermal,NV,Pershing County,Geothermal,Royalties,60.58
October,2018,State,Onshore,Geothermal,NV,Washoe County,,Sequestration,"2,853.62"
October,2018,State,Onshore,Geothermal,NV,Washoe County,Geothermal,Royalties,"1,717.59"
October,2018,State,Onshore,Geothermal,NV,White Pine County,,Sequestration,61.68
October,2018,State,Onshore,Geothermal,OR,Deschutes County,,Sequestration,"1,992.07"
October,2018,State,Onshore,Geothermal,OR,Lake County,,Sequestration,253.74
October,2018,State,Onshore,Geothermal,UT,Beaver County,,Sequestration,"9,801.62"
October,2018,State,Onshore,Geothermal,UT,Beaver County,Geothermal,Royalties,"6,647.84"
October,2018,State,Onshore,Geothermal,UT,Iron County,,Sequestration,11.34
October,2018,State,Onshore,Geothermal,UT,Juab County,,Sequestration,43.56
October,2018,State,Onshore,Geothermal,UT,Millard County,,Sequestration,"1,534.92"
October,2018,State,Onshore,Geothermal,UT,Millard County,Geothermal,Royalties,784.74
October,2018,State,Onshore,Geothermal,WA,Whatcom County,,Sequestration,139.21
October,2018,State,Onshore,State,AK,,,Other Distributions,"1,775.66"
October,2018,State,Onshore,State,AK,,,Rents & Bonuses,0.00
October,2018,State,Onshore,State,AK,,,Royalties,"-18,063.07"
October,2018,State,Onshore,State,AK,,,Sequestration,"473,687.74"
October,2018,State,Onshore,State,AK,,Gas,Royalties,"528,710.02"
October,2018,State,Onshore,State,AK,,Oil,Other Distributions,"2,192.97"
October,2018,State,Onshore,State,AK,,Oil,Royalties,"474,091.62"
October,2018,State,Onshore,State,AK,,Oil & Gas,Other Distributions,"150,106.01"
October,2018,State,Onshore,State,AK,,Oil & Gas,Rents & Bonuses,"604,333.24"
October,2018,State,Onshore,State,AL,,,Royalties,-830.76
October,2018,State,Onshore,State,AL,,,Sequestration,"88,864.66"
October,2018,State,Onshore,State,AL,,Coal,Royalties,"38,943.67"
October,2018,State,Onshore,State,AL,,Gas,Royalties,"3,389.98"
October,2018,State,Onshore,State,AL,,Oil,Royalties,"4,662.97"
October,2018,State,Onshore,State,AL,,Oil & Gas,Other Distributions,-94.03
October,2018,State,Onshore,State,AL,,Oil & Gas,Royalties,22.39
October,2018,State,Onshore,State,AR,,,Royalties,-803.48
October,2018,State,Onshore,State,AR,,,Sequestration,"26,153.59"
October,2018,State,Onshore,State,AR,,Gas,Royalties,"63,086.04"
October,2018,State,Onshore,State,AR,,Hardrock,Other Distributions,39.70
October,2018,State,Onshore,State,AR,,Hardrock,Rents & Bonuses,-8.61
October,2018,State,Onshore,State,AR,,Oil & Gas,Other Distributions,"2,069.35"
October,2018,State,Onshore,State,AR,,Oil & Gas,Rents & Bonuses,"4,443.90"
October,2018,State,Onshore,State,AR,,Quartz,Royalties,0.98
October,2018,State,Onshore,State,AZ,,,Sequestration,609.00
October,2018,State,Onshore,State,CA,,,Other Distributions,0.14
October,2018,State,Onshore,State,CA,,,Royalties,"-82,354.82"
October,2018,State,Onshore,State,CA,,,Sequestration,"2,513,403.45"
October,2018,State,Onshore,State,CA,,Gas,Royalties,"57,539.25"
October,2018,State,Onshore,State,CA,,Geothermal,Rents & Bonuses,"8,022.50"
October,2018,State,Onshore,State,CA,,Geothermal,Royalties,"461,869.58"
October,2018,State,Onshore,State,CA,,Oil,Royalties,"3,083,814.57"
October,2018,State,Onshore,State,CA,,Oil & Gas,Other Distributions,"7,352.61"
October,2018,State,Onshore,State,CA,,Oil & Gas,Rents & Bonuses,"8,246.00"
October,2018,State,Onshore,State,CA,,Sodium,Other Distributions,"-1,870.36"
October,2018,State,Onshore,State,CA,,Sodium,Rents & Bonuses,-649.50
October,2018,State,Onshore,State,CA,,Sodium,Royalties,"493,416.60"
October,2018,State,Onshore,State,CO,,,Other Distributions,"6,130.78"
October,2018,State,Onshore,State,CO,,,Royalties,"-199,374.65"
October,2018,State,Onshore,State,CO,,,Sequestration,"6,892,039.15"
October,2018,State,Onshore,State,CO,,Coal,Other Distributions,"3,297.84"
October,2018,State,Onshore,State,CO,,Coal,Rents & Bonuses,"13,192.50"
October,2018,State,Onshore,State,CO,,Coal,Royalties,"1,458,419.26"
October,2018,State,Onshore,State,CO,,Gas,Royalties,"4,142,686.82"
October,2018,State,Onshore,State,CO,,Geothermal,Rents & Bonuses,"12,531.00"
October,2018,State,Onshore,State,CO,,Oil,Royalties,"1,691,734.05"
October,2018,State,Onshore,State,CO,,Oil & Gas,Other Distributions,"488,457.13"
October,2018,State,Onshore,State,CO,,Oil & Gas,Rents & Bonuses,"39,817.05"
October,2018,State,Onshore,State,CO,,Oil & Gas,Royalties,"2,070,287.31"
October,2018,State,Onshore,State,CO,,Sodium,Royalties,"50,390.20"
October,2018,State,Onshore,State,FL,,,Royalties,"-1,849.84"
October,2018,State,Onshore,State,FL,,,Sequestration,"24,974.08"
October,2018,State,Onshore,State,FL,,Phosphate,Royalties,"92,491.75"
October,2018,State,Onshore,State,ID,,,Other Distributions,10.28
October,2018,State,Onshore,State,ID,,,Royalties,"-12,136.91"
October,2018,State,Onshore,State,ID,,,Sequestration,"244,444.01"
October,2018,State,Onshore,State,ID,,Gas,Royalties,258.88
October,2018,State,Onshore,State,ID,,Geothermal,Other Distributions,"2,497.25"
October,2018,State,Onshore,State,ID,,Oil,Royalties,169.29
October,2018,State,Onshore,State,ID,,Phosphate,Other Distributions,"6,568.50"
October,2018,State,Onshore,State,ID,,Phosphate,Rents & Bonuses,"1,324.00"
October,2018,State,Onshore,State,ID,,Phosphate,Royalties,"596,027.14"
October,2018,State,Onshore,State,IL,,,Sequestration,-656.90
October,2018,State,Onshore,State,IL,,Oil,Royalties,"10,354.74"
October,2018,State,Onshore,State,IL,,Oil & Gas,Other Distributions,240.47
October,2018,State,Onshore,State,KS,,,Other Distributions,3.86
October,2018,State,Onshore,State,KS,,,Royalties,"-1,356.80"
October,2018,State,Onshore,State,KS,,,Sequestration,"38,163.62"
October,2018,State,Onshore,State,KS,,Gas,Royalties,"27,047.92"
October,2018,State,Onshore,State,KS,,Oil,Royalties,"42,358.20"
October,2018,State,Onshore,State,KS,,Oil & Gas,Other Distributions,"-2,768.61"
October,2018,State,Onshore,State,KS,,Oil & Gas,Rents & Bonuses,"1,260.00"
October,2018,State,Onshore,State,KS,,Oil & Gas,Royalties,3.93
October,2018,State,Onshore,State,KY,,,Sequestration,"-8,092.92"
October,2018,State,Onshore,State,KY,,Gas,Rents & Bonuses,112.50
October,2018,State,Onshore,State,KY,,Gas,Royalties,683.94
October,2018,State,Onshore,State,KY,,Oil & Gas,Other Distributions,"129,734.43"
October,2018,State,Onshore,State,LA,,,Royalties,"-1,259.33"
October,2018,State,Onshore,State,LA,,,Sequestration,"121,585.73"
October,2018,State,Onshore,State,LA,,Gas,Royalties,"12,320.81"
October,2018,State,Onshore,State,LA,,Oil,Royalties,"60,302.89"
October,2018,State,Onshore,State,LA,,Oil & Gas,Other Distributions,"3,191.18"
October,2018,State,Onshore,State,LA,,Oil & Gas,Rents & Bonuses,"15,290.90"
October,2018,State,Onshore,State,MI,,,Other Distributions,114.13
October,2018,State,Onshore,State,MI,,,Royalties,-150.46
October,2018,State,Onshore,State,MI,,,Sequestration,"9,564.66"
October,2018,State,Onshore,State,MI,,Gas,Royalties,"8,182.05"
October,2018,State,Onshore,State,MI,,Oil,Royalties,443.72
October,2018,State,Onshore,State,MI,,Oil & Gas,Other Distributions,"-3,466.96"
October,2018,State,Onshore,State,MI,,Oil & Gas,Rents & Bonuses,"2,364.30"
October,2018,State,Onshore,State,MN,,,Royalties,-0.20
October,2018,State,Onshore,State,MN,,,Sequestration,11.34
October,2018,State,Onshore,State,MN,,Copper,Rents & Bonuses,10.00
October,2018,State,Onshore,State,MO,,,Sequestration,"-11,112.82"
October,2018,State,Onshore,State,MO,,Hardrock,Other Distributions,-674.66
October,2018,State,Onshore,State,MO,,Hardrock,Rents & Bonuses,-224.89
October,2018,State,Onshore,State,MO,,Lead/Zinc,Royalties,"180,138.60"
October,2018,State,Onshore,State,MS,,,Royalties,-6.45
October,2018,State,Onshore,State,MS,,,Sequestration,"-1,606.98"
October,2018,State,Onshore,State,MS,,Gas,Royalties,762.95
October,2018,State,Onshore,State,MS,,Oil,Royalties,"48,384.58"
October,2018,State,Onshore,State,MS,,Oil & Gas,Other Distributions,"1,385.97"
October,2018,State,Onshore,State,MS,,Oil & Gas,Rents & Bonuses,"1,273.00"
October,2018,State,Onshore,State,MT,,,Other Distributions,101.74
October,2018,State,Onshore,State,MT,,,Royalties,"-40,782.40"
October,2018,State,Onshore,State,MT,,,Sequestration,"1,573,160.87"
October,2018,State,Onshore,State,MT,,Coal,Rents & Bonuses,"3,553.50"
October,2018,State,Onshore,State,MT,,Coal,Royalties,"1,250,712.48"
October,2018,State,Onshore,State,MT,,Gas,Royalties,"52,324.17"
October,2018,State,Onshore,State,MT,,Oil,Royalties,"721,796.70"
October,2018,State,Onshore,State,MT,,Oil & Gas,Other Distributions,"14,129.96"
October,2018,State,Onshore,State,MT,,Oil & Gas,Rents & Bonuses,"-3,491.62"
October,2018,State,Onshore,State,MT,,Oil & Gas,Royalties,94.79
October,2018,State,Onshore,State,NC,,Hardrock,Rents & Bonuses,39.50
October,2018,State,Onshore,State,NC,,Hardrock,Royalties,-39.50
October,2018,State,Onshore,State,ND,,,Other Distributions,17.65
October,2018,State,Onshore,State,ND,,,Royalties,"-93,905.25"
October,2018,State,Onshore,State,ND,,,Sequestration,"2,057,781.46"
October,2018,State,Onshore,State,ND,,Coal,Royalties,"53,991.49"
October,2018,State,Onshore,State,ND,,Gas,Royalties,"476,851.18"
October,2018,State,Onshore,State,ND,,Oil,Other Distributions,-109.37
October,2018,State,Onshore,State,ND,,Oil,Royalties,"5,805,891.20"
October,2018,State,Onshore,State,ND,,Oil & Gas,Other Distributions,"209,667.40"
October,2018,State,Onshore,State,NE,,,Royalties,-23.31
October,2018,State,Onshore,State,NE,,,Sequestration,"1,917.72"
October,2018,State,Onshore,State,NE,,Oil,Royalties,"1,165.53"
October,2018,State,Onshore,State,NM,,,Other Distributions,"30,862.90"
October,2018,State,Onshore,State,NM,,,Royalties,"-1,241,451.38"
October,2018,State,Onshore,State,NM,,,Sequestration,"38,837,090.71"
October,2018,State,Onshore,State,NM,,Coal,Other Distributions,"1,503.53"
October,2018,State,Onshore,State,NM,,Coal,Royalties,"385,361.79"
October,2018,State,Onshore,State,NM,,Gas,Royalties,"16,756,582.56"
October,2018,State,Onshore,State,NM,,Geothermal,Rents & Bonuses,502.69
October,2018,State,Onshore,State,NM,,Geothermal,Royalties,877.09
October,2018,State,Onshore,State,NM,,Oil,Royalties,"41,358,277.19"
October,2018,State,Onshore,State,NM,,Oil & Gas,Other Distributions,"3,029,311.22"
October,2018,State,Onshore,State,NM,,Oil & Gas,Rents & Bonuses,"35,258.60"
October,2018,State,Onshore,State,NM,,Oil & Gas,Royalties,"54,546.19"
October,2018,State,Onshore,State,NM,,Potassium,Royalties,"413,549.04"
October,2018,State,Onshore,State,NM,,Sodium,Royalties,"36,799.06"
October,2018,State,Onshore,State,NV,,,Other Distributions,44.56
October,2018,State,Onshore,State,NV,,,Royalties,"-10,767.54"
October,2018,State,Onshore,State,NV,,,Sequestration,"238,654.20"
October,2018,State,Onshore,State,NV,,Geothermal,Other Distributions,"8,985.00"
October,2018,State,Onshore,State,NV,,Geothermal,Rents & Bonuses,"150,502.31"
October,2018,State,Onshore,State,NV,,Geothermal,Royalties,"305,317.74"
October,2018,State,Onshore,State,NV,,Oil,Royalties,"34,771.98"
October,2018,State,Onshore,State,NV,,Oil & Gas,Other Distributions,260.00
October,2018,State,Onshore,State,NV,,Oil & Gas,Rents & Bonuses,"38,539.95"
October,2018,State,Onshore,State,OH,,,Royalties,-13.07
October,2018,State,Onshore,State,OH,,,Sequestration,"-1,518.63"
October,2018,State,Onshore,State,OH,,Gas,Royalties,"21,849.21"
October,2018,State,Onshore,State,OH,,Oil,Royalties,"2,813.44"
October,2018,State,Onshore,State,OH,,Oil & Gas,Other Distributions,"1,752.55"
October,2018,State,Onshore,State,OH,,Oil & Gas,Rents & Bonuses,38.63
October,2018,State,Onshore,State,OK,,,Other Distributions,"2,185.49"
October,2018,State,Onshore,State,OK,,,Royalties,"-7,929.26"
October,2018,State,Onshore,State,OK,,,Sequestration,"203,275.24"
October,2018,State,Onshore,State,OK,,Gas,Royalties,"203,196.68"
October,2018,State,Onshore,State,OK,,Hardrock,Other Distributions,9.83
October,2018,State,Onshore,State,OK,,Hardrock,Rents & Bonuses,-2.14
October,2018,State,Onshore,State,OK,,Oil,Royalties,"201,307.18"
October,2018,State,Onshore,State,OK,,Oil & Gas,Other Distributions,"27,792.64"
October,2018,State,Onshore,State,OK,,Oil & Gas,Rents & Bonuses,"-2,112.10"
October,2018,State,Onshore,State,OK,,Quartz,Royalties,0.24
October,2018,State,Onshore,State,OR,,,Sequestration,"3,130.43"
October,2018,State,Onshore,State,PA,,,Sequestration,-16.26
October,2018,State,Onshore,State,PA,,Gas,Royalties,15.17
October,2018,State,Onshore,State,PA,,Oil & Gas,Other Distributions,247.05
October,2018,State,Onshore,State,SC,,,Sequestration,-51.62
October,2018,State,Onshore,State,SC,,Hardrock,Other Distributions,832.50
October,2018,State,Onshore,State,SC,,Hardrock,Rents & Bonuses,0.00
October,2018,State,Onshore,State,SD,,,Royalties,-911.85
October,2018,State,Onshore,State,SD,,,Sequestration,"35,127.33"
October,2018,State,Onshore,State,SD,,Gas,Royalties,200.41
October,2018,State,Onshore,State,SD,,Oil,Royalties,"40,947.92"
October,2018,State,Onshore,State,SD,,Oil & Gas,Other Distributions,"1,642.01"
October,2018,State,Onshore,State,SD,,Oil & Gas,Rents & Bonuses,"2,802.00"
October,2018,State,Onshore,State,TX,,,Other Distributions,37.89
October,2018,State,Onshore,State,TX,,,Royalties,-731.30
October,2018,State,Onshore,State,TX,,,Sequestration,"20,998.56"
October,2018,State,Onshore,State,TX,,Gas,Royalties,"429,117.33"
October,2018,State,Onshore,State,TX,,Oil,Royalties,"8,281.91"
October,2018,State,Onshore,State,TX,,Oil & Gas,Other Distributions,"-219,775.44"
October,2018,State,Onshore,State,TX,,Oil & Gas,Rents & Bonuses,511.25
October,2018,State,Onshore,State,TX,,Oil & Gas,Royalties,249.40
October,2018,State,Onshore,State,UT,,,Other Distributions,"77,205.61"
October,2018,State,Onshore,State,UT,,,Royalties,"-137,394.24"
October,2018,State,Onshore,State,UT,,,Sequestration,"4,586,867.33"
October,2018,State,Onshore,State,UT,,Coal,Other Distributions,2.22
October,2018,State,Onshore,State,UT,,Coal,Royalties,"1,521,187.16"
October,2018,State,Onshore,State,UT,,Gas,Royalties,"1,744,209.07"
October,2018,State,Onshore,State,UT,,Geothermal,Royalties,"14,865.22"
October,2018,State,Onshore,State,UT,,Gilsonite,Other Distributions,60.00
October,2018,State,Onshore,State,UT,,Gilsonite,Rents & Bonuses,10.00
October,2018,State,Onshore,State,UT,,Gilsonite,Royalties,"90,007.84"
October,2018,State,Onshore,State,UT,,Oil,Royalties,"2,590,846.10"
October,2018,State,Onshore,State,UT,,Oil & Gas,Other Distributions,"803,838.37"
October,2018,State,Onshore,State,UT,,Oil & Gas,Rents & Bonuses,"101,238.79"
October,2018,State,Onshore,State,UT,,Oil & Gas,Royalties,"1,012.23"
October,2018,State,Onshore,State,UT,,Phosphate,Other Distributions,"2,361.50"
October,2018,State,Onshore,State,UT,,Phosphate,Rents & Bonuses,"-2,361.50"
October,2018,State,Onshore,State,UT,,Potassium,Royalties,"8,862.18"
October,2018,State,Onshore,State,VA,,,Sequestration,-83.12
October,2018,State,Onshore,State,VA,,Gas,Royalties,169.53
October,2018,State,Onshore,State,VA,,Oil & Gas,Other Distributions,"1,171.09"
October,2018,State,Onshore,State,WA,,,Royalties,-5.90
October,2018,State,Onshore,State,WA,,,Sequestration,522.41
October,2018,State,Onshore,State,WA,,Coal,Royalties,294.76
