Calendar Year	Product	State/Offshore Region	FIPS Code	CPS/Planning Area	Production Volume	Onshore/Offshore	Category	
2012	Oil (bbl)	WY	56017	Hot Springs County	2,014,471	Onshore	Federal	
2012	Oil (bbl)	WY	56019	Johnson County	398	Onshore	Mixed Exploratory	
2012	Oil (bbl)	WY	56019	Johnson County	798,136	Onshore	Federal	
2012	Oil (bbl)	WY	56021	Laramie County	15,250	Onshore	Federal	
2012	Oil (bbl)	WY	56023	Lincoln County	3,711	Onshore	Mixed Exploratory	
2012	Oil (bbl)	WY	56023	Lincoln County	311,080	Onshore	Federal	
2012	Oil (bbl)	WY	56025	Natrona County	4,628,546	Onshore	Federal	
2012	Oil (bbl)	WY	56027	Niobrara County	2,447	Onshore	Mixed Exploratory	
2012	Oil (bbl)	WY	56027	Niobrara County	464,121	Onshore	Federal	
2012	Oil (bbl)	WY	56029	Park County	4,439,372	Onshore	Federal	
2012	Oil (bbl)	WY	56033	Sheridan County	4,902	Onshore	Federal	
2012	Oil (bbl)	WY	56035	Sublette County	28,900	Onshore	Mixed Exploratory	
2012	Oil (bbl)	WY	56035	Sublette County	6,327,015	Onshore	Federal	
2012	Oil (bbl)	WY	56037	Sweetwater County	2,509	Onshore	Mixed Exploratory	
2012	Oil (bbl)	WY	56037	Sweetwater County	2,689,651	Onshore	Federal	
2012	Oil (bbl)	WY	56041	Uinta County	212	Onshore	Mixed Exploratory	
2012	Oil (bbl)	WY	56041	Uinta County	482,712	Onshore	Federal	
2012	Oil (bbl)	WY	56043	Washakie County	486,778	Onshore	Federal	
2012	Oil (bbl)	WY	56045	Weston County	348,861	Onshore	Federal	
2012	Purge Liquor (tons - equivalent)	WY	56037	Sweetwater County	73,596	Onshore	Federal	
2012	Salt (tons)	WY	56023	Lincoln County	W	Onshore	Federal	
2012	Soda Ash (tons)	WY	56037	Sweetwater County	4,740,200	Onshore	Federal	
2012	Sodium Bi-Carbonate (tons)	WY	56037	Sweetwater County	69,262	Onshore	Federal	
2012	Sodium Bisulfite (tons)	WY	56037	Sweetwater County	W	Onshore	Federal	
2012	Sodium Sesquicarbonate (tons)	WY	56037	Sweetwater County	W	Onshore	Federal	
2012	Sulfide (tons)	WY	56037	Sweetwater County	W	Onshore	Federal	
2012	Trona Ore (tons)	WY	56037	Sweetwater County	W	Onshore	Federal	
2013	Gas (mcf)	AK	02122	Kenai Peninsula Borough	13,577,140	Onshore	Federal	
2013	Oil (bbl)	AK	02122	Kenai Peninsula Borough	901,065	Onshore	Federal	
2013	Oil (bbl)	AK	02185	North Slope Borough	1,584	Onshore	Federal	
2013	Coal (tons)	AL	01057	Fayette County	W	Onshore	Federal	
2013	Coal (tons)	AL	01073	Jefferson County	W	Onshore	Federal	
2013	Gas (mcf)	AL	01003	Baldwin County	51,251	Onshore	Federal	
2013	Gas (mcf)	AL	01075	Lamar County	651	Onshore	Federal	
2013	Gas (mcf)	AL	01097	Mobile County	11,746,676	Onshore	Federal	
2013	Gas (mcf)	AL	01125	Tuscaloosa County	437,762	Onshore	Federal	
2013	Oil (bbl)	AL	01003	Baldwin County	19	Onshore	Federal	
2013	Oil (bbl)	AL	01023	Choctaw County	88	Onshore	Federal	
2013	Oil (bbl)	AL	01035	Conecuh County	900	Onshore	Federal	
2013	Oil (bbl)	AL	01039	Covington County	11,296	Onshore	Federal	
2013	Oil (bbl)	AL	01053	Escambia County	8,818	Onshore	Federal	
2013	Oil (bbl)	AL	01075	Lamar County	696	Onshore	Federal	
2013	Oil (bbl)	AL	01097	Mobile County	4,879	Onshore	Federal	
2013	Gas (mcf)	AR	05023	Cleburne County	549,818	Onshore	Federal	
2013	Gas (mcf)	AR	05027	Columbia County	1,963	Onshore	Federal	
2013	Gas (mcf)	AR	05029	Conway County	2,086,893	Onshore	Federal	
2013	Gas (mcf)	AR	05033	Crawford County	97,668	Onshore	Federal	
2013	Gas (mcf)	AR	05045	Faulkner County	193,584	Onshore	Federal	
2013	Gas (mcf)	AR	05047	Franklin County	155,529	Onshore	Federal	
2013	Gas (mcf)	AR	05071	Johnson County	361,008	Onshore	Federal	
2013	Gas (mcf)	AR	05083	Logan County	4,430,843	Onshore	Federal	
2013	Gas (mcf)	AR	05115	Pope County	151,260	Onshore	Federal	
2013	Gas (mcf)	AR	05127	Scott County	5,657	Onshore	Mixed Exploratory	
2013	Gas (mcf)	AR	05131	Sebastian County	1,835	Onshore	Mixed Exploratory	
2013	Gas (mcf)	AR	05131	Sebastian County	2,802,548	Onshore	Federal	
2013	Gas (mcf)	AR	05135	Sharp County	29,710	Onshore	Federal	
2013	Gas (mcf)	AR	05141	Van Buren County	1,509,740	Onshore	Federal	
2013	Gas (mcf)	AR	05145	White County	289,790	Onshore	Federal	
2013	Gas (mcf)	AR	05149	Yell County	481,303	Onshore	Federal	
2013	Oil (bbl)	AR	05027	Columbia County	1	Onshore	Federal	
2013	Salt (tons)	AZ	04013	Maricopa County	W	Onshore	Federal	
2013	Anhydrous Sodium Sulfate (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2013	Borax-Decahydrate (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2013	Borax-Pentahydrate (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2013	Boric Acid (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2013	Gas (mcf)	CA	06013	Contra Costa County	1,641	Onshore	Federal	
2013	Gas (mcf)	CA	06019	Fresno County	2,985	Onshore	Federal	
2013	Gas (mcf)	CA	06021	Glenn County	7,582	Onshore	Federal	
2013	Gas (mcf)	CA	06029	Kern County	51,395	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CA	06029	Kern County	7,949,359	Onshore	Federal	
2013	Gas (mcf)	CA	06031	Kings County	45,456	Onshore	Federal	
2013	Gas (mcf)	CA	06037	Los Angeles County	150,290	Onshore	Federal	
2013	Gas (mcf)	CA	06053	Monterey County	2,657	Onshore	Federal	
2013	Gas (mcf)	CA	06067	Sacramento County	383,729	Onshore	Federal	
2013	Gas (mcf)	CA	06069	San Benito County	7	Onshore	Federal	
2013	Gas (mcf)	CA	06077	San Joaquin County	3,466	Onshore	Federal	
2013	Gas (mcf)	CA	06079	San Luis Obispo County	13,251	Onshore	Federal	
2013	Gas (mcf)	CA	06079	San Luis Obispo County	64,895	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CA	06083	Santa Barbara County	67,024	Onshore	Federal	
2013	Gas (mcf)	CA	06095	Solano County	2,205,533	Onshore	Federal	
2013	Gas (mcf)	CA	06103	Tehama County	1	Onshore	Federal	
2013	Gas (mcf)	CA	06111	Ventura County	515,491	Onshore	Federal	
2013	Geothermal - Direct Utilization, Millions of BTUs	CA	06035	Lassen County	276,337	Onshore	Federal	
2013	Geothermal - Electrical Generation, Kilowatt Hours	CA	06025	Imperial County	385,979,605	Onshore	Federal	
2013	Geothermal - Electrical Generation, Kilowatt Hours	CA	06027	Inyo County	368,059,512	Onshore	Federal	
2013	Geothermal - Electrical Generation, Kilowatt Hours	CA	06051	Mono County	164,238,891	Onshore	Federal	
2013	Geothermal - Electrical Generation, Thousands of Pounds	CA	06033	Lake County	19,664,635	Onshore	Federal	
2013	Geothermal - Electrical Generation, Thousands of Pounds	CA	06097	Sonoma County	26,479,987	Onshore	Federal	
2013	Geothermal - sulfur	CA	06027	Inyo County	2,448	Onshore	Federal	
2013	Oil (bbl)	CA	06013	Contra Costa County	3	Onshore	Federal	
2013	Oil (bbl)	CA	06019	Fresno County	13,773	Onshore	Federal	
2013	Oil (bbl)	CA	06029	Kern County	33,134	Onshore	Mixed Exploratory	
2013	Oil (bbl)	CA	06029	Kern County	14,356,307	Onshore	Federal	
2013	Oil (bbl)	CA	06031	Kings County	37,194	Onshore	Federal	
2013	Oil (bbl)	CA	06037	Los Angeles County	477,574	Onshore	Federal	
2013	Oil (bbl)	CA	06053	Monterey County	13,491	Onshore	Federal	
2013	Oil (bbl)	CA	06067	Sacramento County	846	Onshore	Federal	
2013	Oil (bbl)	CA	06069	San Benito County	43	Onshore	Federal	
2013	Oil (bbl)	CA	06079	San Luis Obispo County	11,157	Onshore	Mixed Exploratory	
2013	Oil (bbl)	CA	06079	San Luis Obispo County	11,919	Onshore	Federal	
2013	Oil (bbl)	CA	06083	Santa Barbara County	65,637	Onshore	Federal	
2013	Oil (bbl)	CA	06095	Solano County	3,658	Onshore	Federal	
2013	Oil (bbl)	CA	06111	Ventura County	235,106	Onshore	Federal	
2013	Salt (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2013	Soda Ash (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2013	Sodium Bi-Carbonate (tons)	CA	06071	San Bernardino County	W	Onshore	Federal	
2013	Coal (tons)	CO	08029	Delta County	3,335,328	Onshore	Federal	
2013	Coal (tons)	CO	08051	Gunnison County	6,046,141	Onshore	Federal	
2013	Coal (tons)	CO	08067	La Plata County	W	Onshore	Federal	
2013	Coal (tons)	CO	08081	Moffat County	3,004,099	Onshore	Federal	
2013	Coal (tons)	CO	08103	Rio Blanco County	3,093,860	Onshore	Federal	
2013	Coal (tons)	CO	08107	Routt County	W	Onshore	Federal	
2013	Gas (mcf)	CO	08001	Adams County	365	Onshore	Federal	
2013	Gas (mcf)	CO	08005	Arapahoe County	7	Onshore	Federal	
2013	Gas (mcf)	CO	08007	Archuleta County	8,653	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CO	08007	Archuleta County	1,783,149	Onshore	Federal	
2013	Gas (mcf)	CO	08009	Baca County	48,365	Onshore	Federal	
2013	Gas (mcf)	CO	08011	Bent County	15,452	Onshore	Federal	
2013	Gas (mcf)	CO	08014	Broomfield County	1,223	Onshore	Federal	
2013	Gas (mcf)	CO	08017	Cheyenne County	123,289	Onshore	Federal	
2013	Gas (mcf)	CO	08029	Delta County	13,479	Onshore	Federal	
2013	Gas (mcf)	CO	08029	Delta County	76,929	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CO	08033	Dolores County	191,109,180	Onshore	Federal	
2013	Gas (mcf)	CO	08043	Fremont County	119	Onshore	Federal	
2013	Gas (mcf)	CO	08045	Garfield County	229,397	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CO	08045	Garfield County	226,669,957	Onshore	Federal	
2013	Gas (mcf)	CO	08051	Gunnison County	76,697	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CO	08051	Gunnison County	1,289,892	Onshore	Federal	
2013	Gas (mcf)	CO	08055	Huerfano County	4,342,331	Onshore	Federal	
2013	Gas (mcf)	CO	08057	Jackson County	257,420	Onshore	Federal	
2013	Gas (mcf)	CO	08061	Kiowa County	7,148	Onshore	Federal	
2013	Gas (mcf)	CO	08063	Kit Carson County	6	Onshore	Federal	
2013	Gas (mcf)	CO	08067	La Plata County	464	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CO	08067	La Plata County	11,218,532	Onshore	Federal	
2013	Gas (mcf)	CO	08069	Larimer County	172	Onshore	Federal	
2013	Gas (mcf)	CO	08071	Las Animas County	3,356,607	Onshore	Federal	
2013	Gas (mcf)	CO	08075	Logan County	1,440	Onshore	Federal	
2013	Gas (mcf)	CO	08077	Mesa County	1,693,540	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CO	08077	Mesa County	14,194,441	Onshore	Federal	
2013	Gas (mcf)	CO	08081	Moffat County	245,634	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CO	08081	Moffat County	14,358,368	Onshore	Federal	
2013	Gas (mcf)	CO	08083	Montezuma County	151,579,539	Onshore	Federal	
2013	Gas (mcf)	CO	08087	Morgan County	290	Onshore	Federal	
2013	Gas (mcf)	CO	08095	Phillips County	58,461	Onshore	Federal	
2013	Gas (mcf)	CO	08099	Prowers County	1,452	Onshore	Federal	
2013	Gas (mcf)	CO	08103	Rio Blanco County	2,469,530	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CO	08103	Rio Blanco County	92,175,922	Onshore	Federal	
2013	Gas (mcf)	CO	08107	Routt County	4,444	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CO	08107	Routt County	21,045	Onshore	Federal	
2013	Gas (mcf)	CO	08113	San Miguel County	500,939	Onshore	Mixed Exploratory	
2013	Gas (mcf)	CO	08113	San Miguel County	3,581,308	Onshore	Federal	
2013	Gas (mcf)	CO	08121	Washington County	86,830	Onshore	Federal	
2013	Gas (mcf)	CO	08123	Weld County	2,372,094	Onshore	Federal	
2013	Gas (mcf)	CO	08125	Yuma County	1,056,884	Onshore	Federal	
2013	Oil (bbl)	CO	08001	Adams County	180	Onshore	Federal	
2013	Oil (bbl)	CO	08005	Arapahoe County	32	Onshore	Federal	
2013	Oil (bbl)	CO	08009	Baca County	16,247	Onshore	Federal	
2013	Oil (bbl)	CO	08011	Bent County	127	Onshore	Federal	
2013	Oil (bbl)	CO	08014	Broomfield County	68	Onshore	Federal	
2013	Oil (bbl)	CO	08017	Cheyenne County	18,861	Onshore	Federal	
2013	Oil (bbl)	CO	08029	Delta County	9	Onshore	Federal	
2013	Oil (bbl)	CO	08029	Delta County	3,022	Onshore	Mixed Exploratory	
2013	Oil (bbl)	CO	08033	Dolores County	26,016	Onshore	Federal	
2013	Oil (bbl)	CO	08043	Fremont County	67	Onshore	Federal	
2013	Oil (bbl)	CO	08045	Garfield County	836	Onshore	Mixed Exploratory	
2013	Oil (bbl)	CO	08045	Garfield County	551,802	Onshore	Federal	
2013	Oil (bbl)	CO	08051	Gunnison County	115	Onshore	Federal	
2013	Oil (bbl)	CO	08057	Jackson County	187	Onshore	Mixed Exploratory	
2013	Oil (bbl)	CO	08057	Jackson County	76,423	Onshore	Federal	
2013	Oil (bbl)	CO	08061	Kiowa County	3,409	Onshore	Federal	
2013	Oil (bbl)	CO	08063	Kit Carson County	11	Onshore	Federal	
2013	Oil (bbl)	CO	08067	La Plata County	38	Onshore	Federal	
2013	Oil (bbl)	CO	08069	Larimer County	1,229	Onshore	Federal	
2013	Oil (bbl)	CO	08075	Logan County	1,135	Onshore	Federal	
2013	Oil (bbl)	CO	08077	Mesa County	626	Onshore	Mixed Exploratory	
2013	Oil (bbl)	CO	08077	Mesa County	12,746	Onshore	Federal	
2013	Oil (bbl)	CO	08081	Moffat County	111,454	Onshore	Mixed Exploratory	
2013	Oil (bbl)	CO	08081	Moffat County	252,770	Onshore	Federal	
2013	Oil (bbl)	CO	08083	Montezuma County	89,318	Onshore	Federal	
2013	Oil (bbl)	CO	08087	Morgan County	791	Onshore	Federal	
2013	Oil (bbl)	CO	08103	Rio Blanco County	26,470	Onshore	Mixed Exploratory	
2013	Oil (bbl)	CO	08103	Rio Blanco County	2,488,180	Onshore	Federal	
2013	Oil (bbl)	CO	08107	Routt County	2,281	Onshore	Mixed Exploratory	
2013	Oil (bbl)	CO	08107	Routt County	14,158	Onshore	Federal	
2013	Oil (bbl)	CO	08113	San Miguel County	140	Onshore	Mixed Exploratory	
2013	Oil (bbl)	CO	08113	San Miguel County	5,668	Onshore	Federal	
2013	Oil (bbl)	CO	08121	Washington County	4,480	Onshore	Federal	
2013	Oil (bbl)	CO	08123	Weld County	672,131	Onshore	Federal	
2013	Sodium Bi-Carbonate (tons)	CO	08103	Rio Blanco County	W	Onshore	Federal	
2013	Phosphate Raw Ore (tons)	FL	12049	Hardee County	W	Onshore	Federal	
2013	Phosphate Raw Ore (tons)	ID	16029	Caribou County	5,150,819	Onshore	Federal	
2013	Silver (oz)	ID	16035	Clearwater County	W	Onshore	Federal	
2013	Gas (mcf)	IL	17055	Franklin County	14,385	Onshore	Federal	
2013	Oil (bbl)	IL	17027	Clinton County	17,557	Onshore	Federal	
2013	Oil (bbl)	IL	17051	Fayette County	40	Onshore	Federal	
2013	Oil (bbl)	IL	17055	Franklin County	8,719	Onshore	Federal	
2013	Gas (mcf)	KS	20033	Comanche County	4,137	Onshore	Federal	
2013	Gas (mcf)	KS	20053	Ellsworth County	10,042	Onshore	Federal	
2013	Gas (mcf)	KS	20055	Finney County	809,170	Onshore	Federal	
2013	Gas (mcf)	KS	20067	Grant County	85,603	Onshore	Federal	
2013	Gas (mcf)	KS	20075	Hamilton County	26,049	Onshore	Federal	
2013	Gas (mcf)	KS	20081	Haskell County	257,381	Onshore	Federal	
2013	Gas (mcf)	KS	20093	Kearny County	1,487,347	Onshore	Federal	
2013	Gas (mcf)	KS	20119	Meade County	6,106	Onshore	Federal	
2013	Gas (mcf)	KS	20129	Morton County	2,118,055	Onshore	Federal	
2013	Gas (mcf)	KS	20175	Seward County	104,050	Onshore	Federal	
2013	Gas (mcf)	KS	20187	Stanton County	28,737	Onshore	Federal	
2013	Gas (mcf)	KS	20189	Stevens County	225,288	Onshore	Federal	
2013	Oil (bbl)	KS	20055	Finney County	24,569	Onshore	Federal	
2013	Oil (bbl)	KS	20063	Gove County	1,177	Onshore	Federal	
2013	Oil (bbl)	KS	20081	Haskell County	26,948	Onshore	Federal	
2013	Oil (bbl)	KS	20093	Kearny County	23,718	Onshore	Federal	
2013	Oil (bbl)	KS	20101	Lane County	3,491	Onshore	Federal	
2013	Oil (bbl)	KS	20129	Morton County	114,818	Onshore	Federal	
2013	Oil (bbl)	KS	20175	Seward County	391	Onshore	Federal	
2013	Oil (bbl)	KS	20189	Stevens County	2,509	Onshore	Federal	
2013	Oil (bbl)	KS	20195	Trego County	2,022	Onshore	Federal	
2013	Coal (tons)	KY	21095	Harlan County	W	Onshore	Federal	
2013	Coal (tons)	KY	21131	Leslie County	W	Onshore	Federal	
2013	Gas (mcf)	KY	21051	Clay County	34,410	Onshore	Federal	
2013	Gas (mcf)	KY	21071	Floyd County	10,450	Onshore	Federal	
2013	Gas (mcf)	KY	21115	Johnson County	294	Onshore	Federal	
2013	Gas (mcf)	KY	21127	Lawrence County	247	Onshore	Federal	
2013	Gas (mcf)	KY	21131	Leslie County	29,790	Onshore	Federal	
2013	Gas (mcf)	KY	21133	Letcher County	1,012	Onshore	Federal	
2013	Gas (mcf)	KY	21147	McCreary County	590	Onshore	Federal	
2013	Gas (mcf)	KY	21175	Morgan County	48	Onshore	Federal	
2013	Gas (mcf)	KY	21195	Pike County	40,725	Onshore	Federal	
2013	Gas (mcf)	KY	21235	Whitley County	13,583	Onshore	Federal	
2013	Oil (bbl)	KY	21051	Clay County	1,124	Onshore	Federal	
2013	Oil (bbl)	KY	21101	Henderson County	9,172	Onshore	Federal	
2013	Oil (bbl)	KY	21131	Leslie County	1,452	Onshore	Federal	
2013	Gas (mcf)	LA	22011	Beauregard Parish	26	Onshore	Federal	
2013	Gas (mcf)	LA	22013	Bienville Parish	340,566	Onshore	Federal	
2013	Gas (mcf)	LA	22015	Bossier Parish	12,292,022	Onshore	Federal	
2013	Gas (mcf)	LA	22017	Caddo Parish	287,675	Onshore	Federal	
2013	Gas (mcf)	LA	22021	Caldwell Parish	4,918	Onshore	Federal	
2013	Gas (mcf)	LA	22027	Claiborne Parish	159,900	Onshore	Federal	
2013	Gas (mcf)	LA	22031	De Soto Parish	1,390,998	Onshore	Federal	
2013	Gas (mcf)	LA	22033	East Baton Rouge Parish	6,664	Onshore	Federal	
2013	Gas (mcf)	LA	22061	Lincoln Parish	1,971	Onshore	Federal	
2013	Gas (mcf)	LA	22067	Morehouse Parish	1,396	Onshore	Federal	
2013	Gas (mcf)	LA	22073	Ouachita Parish	437	Onshore	Federal	
2013	Gas (mcf)	LA	22075	Plaquemines Parish	2,508,464	Onshore	Federal	
2013	Gas (mcf)	LA	22079	Rapides Parish	6,507	Onshore	Federal	
2013	Gas (mcf)	LA	22081	Red River Parish	61,512	Onshore	Federal	
2013	Gas (mcf)	LA	22721	South Pass	20,609	Onshore	Federal	
2013	Gas (mcf)	LA	22099	St. Martin Parish	1,428	Onshore	Federal	
2013	Gas (mcf)	LA	22109	Terrebonne Parish	362,901	Onshore	Federal	
2013	Gas (mcf)	LA	22111	Union Parish	3,520	Onshore	Federal	
2013	Gas (mcf)	LA	22113	Vermilion Parish	304	Onshore	Federal	
2013	Gas (mcf)	LA	22115	Vernon Parish	8,068	Onshore	Federal	
2013	Gas (mcf)	LA	22119	Webster Parish	28,900	Onshore	Federal	
2013	Gas (mcf)	LA	22719	West Delta	13,933	Onshore	Federal	
2013	Gas (mcf)	LA	22127	Winn Parish	67,447	Onshore	Federal	
2013	Oil (bbl)	LA	22011	Beauregard Parish	25	Onshore	Federal	
2013	Oil (bbl)	LA	22013	Bienville Parish	13	Onshore	Federal	
2013	Oil (bbl)	LA	22015	Bossier Parish	51,079	Onshore	Federal	
2013	Oil (bbl)	LA	22017	Caddo Parish	6,813	Onshore	Federal	
2013	Oil (bbl)	LA	22027	Claiborne Parish	8,740	Onshore	Federal	
2013	Oil (bbl)	LA	22029	Concordia Parish	3,756	Onshore	Federal	
2013	Oil (bbl)	LA	22031	De Soto Parish	192	Onshore	Federal	
2013	Oil (bbl)	LA	22033	East Baton Rouge Parish	788	Onshore	Federal	
2013	Oil (bbl)	LA	22057	Lafourche Parish	3	Onshore	Federal	
2013	Oil (bbl)	LA	22069	Natchitoches Parish	20	Onshore	Federal	
2013	Oil (bbl)	LA	22075	Plaquemines Parish	196,059	Onshore	Federal	
2013	Oil (bbl)	LA	22079	Rapides Parish	6,044	Onshore	Federal	
2013	Oil (bbl)	LA	22721	South Pass	17,117	Onshore	Federal	
2013	Oil (bbl)	LA	22099	St. Martin Parish	1,019	Onshore	Federal	
2013	Oil (bbl)	LA	22109	Terrebonne Parish	18,994	Onshore	Federal	
2013	Oil (bbl)	LA	22113	Vermilion Parish	4,487	Onshore	Federal	
2013	Oil (bbl)	LA	22115	Vernon Parish	2,840	Onshore	Federal	
2013	Oil (bbl)	LA	22119	Webster Parish	10,026	Onshore	Federal	
2013	Oil (bbl)	LA	22719	West Delta	263	Onshore	Federal	
2013	Oil (bbl)	LA	22127	Winn Parish	1,284	Onshore	Federal	
2013	Salt (tons)	LA		Central Gulf of Mexico	W	Onshore/Offshore	Federal	
2013	Gas (mcf)	MI	26001	Alcona County	3,233	Onshore	Federal	
2013	Gas (mcf)	MI	26009	Antrim County	347	Onshore	Federal	
2013	Gas (mcf)	MI	26025	Calhoun County	17,590	Onshore	Federal	
2013	Gas (mcf)	MI	26035	Clare County	13,144	Onshore	Federal	
2013	Gas (mcf)	MI	26039	Crawford County	48,423	Onshore	Federal	
2013	Gas (mcf)	MI	26055	Grand Traverse County	3,840	Onshore	Federal	
2013	Gas (mcf)	MI	26075	Jackson County	16,611	Onshore	Federal	
2013	Gas (mcf)	MI	26079	Kalkaska County	33,053	Onshore	Federal	
2013	Gas (mcf)	MI	26119	Montmorency County	621,003	Onshore	Federal	
2013	Gas (mcf)	MI	26135	Oscoda County	988,023	Onshore	Federal	
2013	Gas (mcf)	MI	26137	Otsego County	8,856	Onshore	Federal	
2013	Gas (mcf)	MI	26143	Roscommon County	16,945	Onshore	Federal	
2013	Oil (bbl)	MI	26005	Allegan County	120	Onshore	Federal	
2013	Oil (bbl)	MI	26025	Calhoun County	2,680	Onshore	Federal	
2013	Oil (bbl)	MI	26035	Clare County	1,513	Onshore	Federal	
2013	Oil (bbl)	MI	26055	Grand Traverse County	28	Onshore	Federal	
2013	Oil (bbl)	MI	26075	Jackson County	24,372	Onshore	Federal	
2013	Oil (bbl)	MI	26079	Kalkaska County	3,340	Onshore	Federal	
2013	Oil (bbl)	MI	26135	Oscoda County	7,719	Onshore	Federal	
2013	Oil (bbl)	MI	26143	Roscommon County	3,206	Onshore	Federal	
2013	Copper Concentrate (tons)	MO	29055	Crawford County	107	Onshore	Federal	
2013	Copper Concentrate (tons)	MO	29065	Dent County	212	Onshore	Federal	
2013	Copper Concentrate (tons)	MO	29093	Iron County	5,515	Onshore	Federal	
2013	Copper Concentrate (tons)	MO	29179	Reynolds County	9,448	Onshore	Federal	
2013	Copper Concentrate (tons)	MO	29203	Shannon County	W	Onshore	Federal	
2013	Copper Concentrate (tons)	MO	29221	Washington County	166	Onshore	Federal	
2013	Lead Concentrate (tons)	MO	29055	Crawford County	W	Onshore	Federal	
2013	Lead Concentrate (tons)	MO	29065	Dent County	13,385	Onshore	Federal	
2013	Lead Concentrate (tons)	MO	29093	Iron County	40,904	Onshore	Federal	
2013	Lead Concentrate (tons)	MO	29179	Reynolds County	91,694	Onshore	Federal	
2013	Lead Concentrate (tons)	MO	29203	Shannon County	W	Onshore	Federal	
2013	Lead Concentrate (tons)	MO	29221	Washington County	W	Onshore	Federal	
2013	Zinc Concentrate (tons)	MO	29065	Dent County	5,180	Onshore	Federal	
2013	Zinc Concentrate (tons)	MO	29093	Iron County	10,800	Onshore	Federal	
2013	Zinc Concentrate (tons)	MO	29179	Reynolds County	24,438	Onshore	Federal	
2013	Zinc Concentrate (tons)	MO	29221	Washington County	W	Onshore	Federal	
2013	Gas (mcf)	MS	28017	Chickasaw County	18,576	Onshore	Federal	
2013	Gas (mcf)	MS	28031	Covington County	852	Onshore	Federal	
2013	Gas (mcf)	MS	28035	Forrest County	92,768	Onshore	Federal	
2013	Gas (mcf)	MS	28037	Franklin County	3,118	Onshore	Federal	
2013	Gas (mcf)	MS	28061	Jasper County	3,618	Onshore	Federal	
2013	Gas (mcf)	MS	28065	Jefferson Davis County	17,688	Onshore	Federal	
2013	Gas (mcf)	MS	28067	Jones County	9,316	Onshore	Federal	
2013	Gas (mcf)	MS	28077	Lawrence County	12	Onshore	Federal	
2013	Gas (mcf)	MS	28087	Lowndes County	51,199	Onshore	Federal	
2013	Gas (mcf)	MS	28095	Monroe County	29,760	Onshore	Federal	
2013	Gas (mcf)	MS	28109	Pearl River County	154,605	Onshore	Federal	
2013	Gas (mcf)	MS	28111	Perry County	12,167	Onshore	Federal	
2013	Gas (mcf)	MS	28129	Smith County	5,216	Onshore	Federal	
2013	Gas (mcf)	MS	28131	Stone County	19,872	Onshore	Federal	
2013	Gas (mcf)	MS	28153	Wayne County	15,165	Onshore	Federal	
2013	Gas (mcf)	MS	28157	Wilkinson County	4	Onshore	Federal	
2013	Oil (bbl)	MS	28001	Adams County	2,817	Onshore	Federal	
2013	Oil (bbl)	MS	28031	Covington County	799	Onshore	Federal	
2013	Oil (bbl)	MS	28035	Forrest County	5,083	Onshore	Federal	
2013	Oil (bbl)	MS	28037	Franklin County	85,510	Onshore	Federal	
2013	Oil (bbl)	MS	28061	Jasper County	1	Onshore	Federal	
2013	Oil (bbl)	MS	28065	Jefferson Davis County	224	Onshore	Federal	
2013	Oil (bbl)	MS	28067	Jones County	947	Onshore	Federal	
2013	Oil (bbl)	MS	28073	Lamar County	87,928	Onshore	Federal	
2013	Oil (bbl)	MS	28087	Lowndes County	139	Onshore	Federal	
2013	Oil (bbl)	MS	28095	Monroe County	31	Onshore	Federal	
2013	Oil (bbl)	MS	28109	Pearl River County	6,312	Onshore	Federal	
2013	Oil (bbl)	MS	28111	Perry County	188,171	Onshore	Federal	
2013	Oil (bbl)	MS	28129	Smith County	1,287	Onshore	Federal	
2013	Oil (bbl)	MS	28153	Wayne County	40,822	Onshore	Federal	
2013	Oil (bbl)	MS	28157	Wilkinson County	4,257	Onshore	Federal	
2013	Coal (tons)	MT	30003	Big Horn County	16,480,119	Onshore	Federal	
2013	Coal (tons)	MT	30065	Musselshell County	W	Onshore	Federal	
2013	Coal (tons)	MT	30087	Rosebud County	W	Onshore	Federal	
2013	Coal (tons)	MT	30103	Treasure County	W	Onshore	Federal	
2013	Gas (mcf)	MT	30003	Big Horn County	551,004	Onshore	Federal	
2013	Gas (mcf)	MT	30005	Blaine County	1,481,442	Onshore	Federal	
2013	Gas (mcf)	MT	30009	Carbon County	1,420,976	Onshore	Federal	
2013	Gas (mcf)	MT	30015	Chouteau County	124,845	Onshore	Federal	
2013	Gas (mcf)	MT	30017	Custer County	25,668	Onshore	Federal	
